Nombre,Precio_Fantastica,Equipo,Posicion,Puntos_PFSY
Ter Stegen,7.0,Girona,Portero,12
Thiago Fernánd.,6.0,Real Oviedo,Mediocampista,26
Thiago Pitarch,5.0,Real Madrid,Mediocampista,9
Thierry Correia,8.0,Valencia,Defensa,44
Thomas Partey,7.0,Villarreal,Mediocampista,51
Tommy Marqués,2.0,Barcelona,Defensa,1
Toni Fernández,3.0,Barcelona,Delantero,2
Toni Lato,4.0,Mallorca,Defensa,16
Torró,9.0,Osasuna,Mediocampista,84
Trejo,3.0,Rayo,Mediocampista,9
Trent,7.0,Real Madrid,Defensa,50
Tristán,1.0,Espanyol,Portero,0
Tsygankov D,19.0,Girona,Delantero,136
Turrientes,8.0,Real Sociedad,Mediocampista,70
Tárrega,10.0,Valencia,Defensa,87
Ugrinic,9.0,Valencia,Mediocampista,74
Unai G.,5.0,Athletic,Mediocampista,36
Unai Lopez,10.0,Rayo,Mediocampista,99
Unai Simón,17.0,Athletic,Portero,163
Urko,9.0,Espanyol,Mediocampista,81
V Chust,9.0,Elche,Defensa,60
V. Parada,9.0,Alavés,Defensa,50
V. Rosier,10.0,Osasuna,Defensa,88
Valdepeñas,0.5,Real Madrid,Defensa,0
Valentín Gómez,9.0,Betis,Defensa,75
Valjent,10.0,Mallorca,Defensa,100
Valverde,26.0,Real Madrid,Mediocampista,201
Van De Beek,3.0,Girona,Mediocampista,4
Vanat,13.0,Girona,Delantero,125
Vargas D,10.0,Sevilla,Delantero,84
Vecino,4.0,Celta,Mediocampista,7
Vencedor,7.0,Levante,Mediocampista,38
Vesga,4.0,Athletic,Mediocampista,36
Vilaplana,1.0,Getafe,Defensa,0
Vini Jr.,26.0,Real Madrid,Delantero,201
Vitor Reis,12.0,Girona,Defensa,126
Vivian,10.0,Athletic,Defensa,95
Vlachodimos,12.0,Sevilla,Portero,117
Victor G.,7.0,Levante,Defensa,49
Víctor Muñoz DI,14.0,Osasuna,Delantero,149
Wesley,3.0,Real Sociedad,Mediocampista,2
Williot,8.0,Celta,Mediocampista,80
Witsel,11.0,Girona,Mediocampista,105
Xanet Olaiz,1.0,Alavés,Defensa,0
Xavi Espart,4.0,Barcelona,Defensa,3
Y. Santiago,4.0,Elche,Mediocampista,19
Yassin T.,0.2,Getafe,Defensa,0
Yañez,0.4,Real Madrid,Delantero,0
Yoel Lago,5.0,Celta,Defensa,10
Youssef,8.0,Alavés,Defensa,64
Yuri,13.0,Athletic,Defensa,120
Zaid Romero,25.0,Getafe,Defensa,58
Zakharyan,4.0,Real Sociedad,Mediocampista,26
Zubeldia,10.0,Real Sociedad,Defensa,84
Á. Carreras,22.0,Real Madrid,Defensa,154
Á. Ortiz,5.0,Betis,Defensa,29
Á. Valles,21.0,Betis,Portero,130
Álex Balde,11.0,Barcelona,Defensa,98
Álex Sancris D,6.0,Getafe,Delantero,36
Álex Sánchez,6.0,Elche,Mediocampista,6
Álvaro D,12.0,Elche,Delantero,117
Álvaro García,0.2,Alavés,Defensa,0
Álvaro García,12.0,Rayo,Mediocampista,136
Álvaro Núñez,16.0,Celta,Defensa,111
Ángel Pérez,8.0,Alavés,Delantero,23
Álvaro DI,12.0,Elche,Delantero,117
Óscar Marcos D,0.35,Celta,Delantero,0
Óscar Valentín,100.0,Rayo,Mediocampista,98
Agudín,1.0,Real Oviedo,Delantero,0
Budimir,17.0,Osasuna,Delantero,158
Gudelj,10.0,Sevilla,Mediocampista,99
Ismael,5.0,Getafe,Defensa,13
Monreal,1.0,Athletic,Defensa,0
Álex Baena,10.0,Atlético,Mediocampista,105
