ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20362,2025/26,29,Villarreal,Luiz Junior,Portero,25,BR,90%,Sano,25,0,0,1,3,0,1.2,177,7.1,4,10,0
20362,2025/26,29,Villarreal,Gerard,Desconocido,33,ES,50%,Sano,14,7,0,0,0,0,1,97,6.9,2,1,0
20362,2025/26,29,Villarreal,Mikautadze,Desconocido,25,GE,80%,Sano,23,8,4,0,1,0,1.5,141,6.1,5,4,1
20362,2025/26,29,Villarreal,Moleiro,Desconocido,22,ES,70%,Sano,27,9,4,0,3,0,1.2,176,6.5,2,4,1
20362,2025/26,29,Villarreal,Comesaña,Desconocido,29,ES,70%,Sano,26,3,4,0,4,1,1.7,134,5.2,12,11,1
20362,2025/26,29,Villarreal,P. Gueye,Desconocido,27,SN,80%,Sano,22,4,2,0,7,0,1.3,126,5.7,3,13,9
20362,2025/26,29,Villarreal,Pépé,Desconocido,30,CI,90%,Sano,27,4,4,0,3,0,1.5,166,6.1,11,6,5
20362,2025/26,29,Villarreal,S. Cardona,Desconocido,26,ES,50%,Sano,23,0,3,0,4,0,1,88,3.8,1,2,0
20362,2025/26,29,Villarreal,Veiga,Desconocido,22,PT,50%,Sano,24,0,0,0,3,1,1,81,3.4,0,2,-1
20362,2025/26,29,Villarreal,Mouriño,Desconocido,24,UY,90%,Sano,21,1,2,0,9,1,1.7,108,5.1,6,11,5
20362,2025/26,29,Villarreal,Pau Navarro,Desconocido,20,ES,80%,Sano,16,0,0,0,3,0,1.5,61,3.8,5,10,-1
20362,2025/26,29,Villarreal,Pedraza,Desconocido,29,ES,50%,Sano,21,1,2,0,6,0,1,81,3.9,3,0,-2
20362,2025/26,29,Villarreal,Rafa Marín,Desconocido,23,ES,50%,Sano,18,1,0,0,1,0,1,101,5.6,5,5,0
20362,2025/26,29,Villarreal,Buchanan,Desconocido,27,CA,50%,Sano,26,6,1,0,7,0,1.5,125,4.8,1,15,0
20362,2025/26,29,Villarreal,Parejo,Desconocido,36,ES,40%,Sano,23,0,0,0,2,0,0.7,68,3,0,2,1
20362,2025/26,29,Villarreal,Oluwaseyi,Desconocido,25,CA,30%,Sano,22,2,1,0,1,0,0.8,60,2.7,1,0,2
20362,2025/26,29,Villarreal,Freeman,Desconocido,21,US,30%,Sano,4,0,0,0,0,0,1,6,1.5,2,0,0
