Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Pablo Martínez,P. Martínez,20385,2025/26,32,Levante,Mediocampista,10.0,28,ES,80%,Sano,21,1,2,0,2,0,1.4,97,4.6,6,5,1
Pablo Torre,Pablo Torre,20384,2025/26,32,Mallorca,Mediocampista,9.0,23,ES,70%,Sano,29,3,3,0,3,0,2,108,3.7,3,15,8
Pacheco,Pacheco,20384,2025/26,32,Alavés,Defensa,9.0,25,ES,40%,Sano,21,0,0,0,6,1,-1,69,3.3,0,0,0
Padilla,Padilla,20383,2025/26,32,Athletic,Portero,1.0,22,MX,5%,Sano,0,0,0,0,0,1,-1,-3,0,0,0,0
Pampín,Pampin,20385,2025/26,32,Levante,Mediocampista,5.0,26,ES,10%,Sano,6,0,0,0,2,0,-1,19,3.2,0,0,0
Parada,V. Parada,20384,2025/26,32,Alavés,Defensa,8.0,24,ES,80%,Sano,24,0,3,0,8,1,1,60,2.5,1,2,1
Paredes,Paredes,20383,2025/26,32,Athletic,Defensa,12.0,25,ES,30%,Sano,17,1,0,0,4,0,-1,83,4.9,0,0,0
Parejo,Parejo,20392,2025/26,32,Villarreal,Mediocampista,8.0,37,ES,30%,Sano,26,0,0,0,2,0,1.3,73,2.8,3,1,0
Pathé Ciss,Pathé I. Ciss,20388,2025/26,32,Rayo,Mediocampista,10.0,32,SN,30%,Sano,23,2,0,0,6,2,1.6,101,4.4,7,2,0
Pau López,Pau López,20389,2025/26,32,Betis,Portero,10.0,31,ES,30%,Sano,9,0,0,1,1,0,-1,61,6.8,0,0,0
Pau Navarro,Pau Navarro,20392,2025/26,32,Villarreal,Defensa,9.0,20,ES,70%,Sano,20,0,0,0,4,0,1,79,4,7,1,3
Pedraza,A. Pedraza,20392,2025/26,32,Villarreal,Defensa,9.0,30,ES,70%,Sano,23,1,2,0,7,0,1,89,3.9,0,0,1
Pedri,Pedri,20386,2025/26,32,Barcelona,Mediocampista,25.0,23,ES,90%,Sano,24,2,7,0,2,1,1.2,175,7.3,8,5,5
Pedro Díaz,Pedro Díaz,20388,2025/26,32,Rayo,Mediocampista,8.0,27,ES,50%,Sano,29,0,0,0,2,0,1.5,78,2.7,7,3,2
Pedrosa,Pedrosa,20390,2025/26,32,Elche,Defensa,6.0,27,ES,30%,Sano,21,1,1,0,4,0,1,49,2.2,0,2,2
Pep Chavarría,Chavarría,20388,2025/26,32,Rayo,Defensa,11.0,28,ES,30%,Sano,28,1,2,0,6,1,1,133,4.8,8,2,8
Pepelu,Pepelu,20391,2025/26,32,Valencia,Mediocampista,10.0,27,ES,50%,Sano,25,2,0,0,3,0,1.6,112,4.5,6,2,0
Peque,Peque,20387,2025/26,32,Sevilla,Delantero,7.0,23,ES,40%,Sano,23,2,1,0,8,0,1,66,2.9,2,1,0
Pere Milla,Pere Milla,20385,2025/26,32,Espanyol,Delantero,9.0,33,ES,40%,Sano,28,6,0,0,6,1,0.5,115,4.1,1,0,0
Peña,Iñaki Peña,20390,2025/26,32,Elche,Portero,20.0,27,ES,30%,Sano,16,0,0,0,0,0,-1,102,6.4,0,0,0
Pickel,Pickel,20385,2025/26,32,Espanyol,Mediocampista,5.0,28,CD,40%,Sano,19,1,0,0,3,2,1.1,41,2.2,3,0,0
Prados,Prados,20383,2025/26,32,Athletic,Mediocampista,4.0,25,ES,0%,Lesionado/Duda,2,0,0,0,1,0,-1,6,3,0,0,0
Primo,A. Primo,20385,2025/26,32,Levante,Portero,1.0,21,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Protesoni,Protesoni,20384,2025/26,32,Alavés,Mediocampista,4.0,28,UY,0%,Lesionado/Duda,9,0,0,0,2,1,-1,20,2.2,0,0,0
Puado,Puado,20385,2025/26,32,Espanyol,Mediocampista,7.0,27,ES,0%,Lesionado/Duda,10,2,0,0,2,0,-1,42,4.2,0,0,0
Pubill,Marc Pubill,20383,2025/26,32,Atlético,Defensa,10.0,22,ES,70%,Sano,14,0,1,0,1,0,1.7,85,6.1,3,1,0
Pépé,Pepe,20392,2025/26,32,Villarreal,Delantero,20.0,30,CI,70%,Sano,31,6,4,0,3,0,1.5,199,6.4,13,3,5
Pétrot,Léo Pétrot,20390,2025/26,32,Elche,Defensa,8.0,29,FR,60%,Sano,29,0,0,0,2,0,1.4,66,2.3,2,8,5
R. de Galarreta,De Galarreta,20383,2025/26,32,Athletic,Mediocampista,10.0,32,ES,70%,Sano,29,1,1,0,9,0,1,124,4.3,6,5,3
Raba,Raba,20391,2025/26,32,Valencia,Delantero,4.0,30,ES,10%,Sano,12,0,1,0,0,0,-1,31,2.6,0,0,0
Radu,Ionut Radu,20392,2025/26,32,Celta,Portero,20.0,28,RO,95%,Sano,32,0,0,2,0,0,1.2,208,6.5,4,4,2
Rafa Marín,Rafa Marín,20392,2025/26,32,Villarreal,Defensa,15.0,23,ES,50%,Sano,19,1,0,0,1,0,1.5,104,5.5,0,3,0
Rafa Mir,Rafa Mir,20390,2025/26,32,Elche,Delantero,10.0,28,ES,50%,Sano,27,8,0,0,4,0,1,121,4.5,1,4,2
Raghouber,Raghouber,20385,2025/26,32,Levante,Mediocampista,6.0,22,FR,50%,Sano,11,0,0,0,1,0,1,33,3,3,7,2
Ramazani,Ramazani,20391,2025/26,32,Valencia,Delantero,8.0,25,BE,70%,Sano,21,5,1,0,4,0,1.6,88,4.2,2,7,2
Raphinha,Raphinha,20386,2025/26,32,Barcelona,Delantero,28.0,29,BR,0%,Lesionado/Duda,20,11,3,0,4,0,-1,162,8.1,0,0,0
Rashford,Rashford,20386,2025/26,32,Barcelona,Delantero,16.0,28,EN,50%,Sano,27,6,6,0,2,0,1.5,153,5.7,1,9,11
Ratiu,Ratiu,20388,2025/26,32,Rayo,Defensa,19.0,27,RO,50%,Sano,29,0,3,0,8,0,1.7,181,6.2,14,1,12
Raul Moro,Raúl Moro,20387,2025/26,32,Osasuna,Delantero,7.0,23,ES,40%,Sano,9,0,2,0,0,0,1,39,4.3,2,2,0
Raíllo,Raíllo,20384,2025/26,32,Mallorca,Defensa,9.0,34,ES,0%,Lesionado/Duda,23,0,1,0,4,0,-1,88,3.8,0,0,0
Raúl F.,Raúl Fernández,20384,2025/26,32,Alavés,Portero,1.0,38,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Raúl García,Raúl,20387,2025/26,32,Osasuna,Delantero,7.0,25,ES,10%,Sano,30,5,0,0,1,1,1,88,2.9,2,2,1
Rebbach,A. Rebbach,20384,2025/26,32,Alavés,Delantero,7.0,27,DZ,50%,Sano,24,1,1,0,5,0,1.8,74,3.1,0,1,2
Redondo,Redondo,20390,2025/26,32,Elche,Mediocampista,3.0,23,AR,10%,Sano,11,0,0,0,0,1,1,18,1.6,0,0,2
Rego,Rego,20383,2025/26,32,Athletic,Defensa,6.0,22,ES,80%,Sano,23,1,0,0,5,0,0.9,53,2.3,2,2,1
Reina,A. Reina,20390,2025/26,32,Real Oviedo,Mediocampista,10.0,28,ES,70%,Sano,31,4,1,0,6,1,2,133,4.3,4,17,10
Remiro,Remiro,20388,2025/26,32,Real Sociedad,Portero,13.0,31,ES,95%,Sano,32,0,0,0,1,0,1.1,162,5.1,2,2,13
Riedel,Riedel,20385,2025/26,32,Espanyol,Defensa,8.0,22,DE,50%,Sano,18,0,1,0,5,0,1.2,60,3.3,1,0,9
Rincón,H. Rincón,20391,2025/26,32,Girona,Defensa,8.0,23,ES,30%,Sano,29,1,1,0,4,0,1,78,2.7,1,0,2
Rioja,Rioja,20391,2025/26,32,Valencia,Mediocampista,13.0,32,ES,70%,Sano,31,2,5,0,1,0,1.4,161,5.2,3,11,5
Riquelme,Riquelme,20389,2025/26,32,Betis,Mediocampista,6.0,26,ES,30%,Sano,21,1,1,0,2,0,1.6,60,2.9,8,4,0
Ristic,Ristic,20392,2025/26,32,Celta,Defensa,5.0,30,RS,0%,Sano,4,0,0,0,0,0,-1,13,3.3,0,0,0
Rivero,C. Rivero,20391,2025/26,32,Valencia,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,1,-1,-3,0,0,0,0
Roberto,Roberto,20385,2025/26,32,Espanyol,Delantero,9.0,23,ES,50%,Sano,32,6,2,0,3,0,1,128,4,4,0,2
Roca,A. Roca,20385,2025/26,32,Espanyol,Mediocampista,3.0,23,ES,10%,Sano,8,0,0,0,1,0,-1,10,1.3,0,0,0
Roca,Joel Roca,20391,2025/26,32,Girona,Delantero,8.0,20,ES,40%,Sano,26,2,1,0,3,1,1.9,77,3,3,0,2
Rodrygo,Rodrygo,20389,2025/26,32,Real Madrid,Delantero,8.0,25,BR,0%,Lesionado/Duda,19,1,3,0,3,0,-1,92,4.8,0,0,0
Rodríguez,Rodríguez,20389,2025/26,32,Betis,Defensa,9.0,33,CH,70%,Sano,19,0,1,0,0,0,-1,69,3.6,1,0,0
Romero,C. Romero,20385,2025/26,32,Espanyol,Defensa,10.0,24,ES,90%,Sano,30,5,2,0,4,0,1.2,140,4.7,3,-1,5
Romero,Zaid Romero,20386,2025/26,32,Getafe,Defensa,20.0,26,AR,0%,Sano,11,0,0,0,5,1,1.2,77,7,0,4,11
Romero,Isaac,20387,2025/26,32,Sevilla,Delantero,8.0,25,ES,50%,Sano,24,4,0,0,4,1,1.1,76,3.2,2,7,2
Román,M. Román,20392,2025/26,32,Celta,Mediocampista,10.0,23,ES,0%,Lesionado/Duda,19,1,0,0,3,0,-1,92,4.8,0,0,0
Rosier,V. Rosier,20387,2025/26,32,Osasuna,Defensa,10.0,29,FR,90%,Sano,25,1,1,0,6,1,1.1,113,4.5,5,5,7
Rubén G.,Rubén García,20387,2025/26,32,Osasuna,Mediocampista,14.0,32,ES,60%,Sano,29,2,5,0,5,0,1.3,153,5.3,3,7,4
Rubén Sánchez,Rubén S.,20385,2025/26,32,Espanyol,Mediocampista,6.0,25,ES,20%,Sano,16,0,1,0,2,0,1.6,51,3.2,0,0,3
Rubén,Rubén Blanco,20391,2025/26,32,Girona,Portero,1.0,30,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Rueda,Javi Rueda,20392,2025/26,32,Celta,Defensa,9.0,23,ES,40%,Sano,22,2,4,0,4,0,1.1,108,4.9,2,0,0
Ruggeri,Ruggeri,20383,2025/26,32,Atlético,Defensa,13.0,23,IT,70%,Sano,21,0,3,0,4,0,1,107,5.1,0,0,3
Ruibal,Aitor Ruibal,20389,2025/26,32,Betis,Delantero,12.0,30,ES,30%,Sano,26,4,2,0,4,0,1,127,4.9,1,2,6
Ryan,Ryan,20385,2025/26,32,Levante,Portero,20.0,34,AU,95%,Sano,30,0,0,1,2,0,1.5,193,6.4,9,8,2
Rüdiger,Rüdiger,20389,2025/26,32,Real Madrid,Defensa,10.0,33,DE,80%,Sano,14,1,0,0,0,0,1.2,74,5.3,3,0,1
S. Amrabat,Amrabat,20389,2025/26,32,Betis,Mediocampista,8.0,29,MA,70%,Sano,12,0,0,0,3,0,1.6,50,4.2,3,6,7
S. Cardona,Cardona,20392,2025/26,32,Villarreal,Defensa,9.0,26,ES,30%,Sano,26,1,3,0,4,0,1.7,107,4.1,5,12,2
Sadiq,Sadiq,20391,2025/26,32,Valencia,Delantero,7.0,29,NG,60%,Sano,14,2,2,0,2,0,1.3,71,3.7,9,4,7
Salas,Jan Salas,20384,2025/26,32,Mallorca,Mediocampista,3.0,20,ES,0%,Lesionado/Duda,2,0,0,0,0,0,-1,4,2,0,0,0
Salinas,Salias,20385,2025/26,32,Espanyol,Defensa,3.0,25,ES,10%,Sano,10,0,0,0,2,0,-1,7,0.7,0,0,0
Samú,Samu Costa,20384,2025/26,32,Mallorca,Mediocampista,10.0,25,PT,90%,Sano,29,6,1,0,9,0,1.7,135,4.7,10,11,6
Sancet,O. Sancet,20383,2025/26,32,Athletic,Mediocampista,9.0,25,ES,60%,Sano,25,3,0,0,4,1,0.7,91,3.6,2,2,3
Sancris,Álex Sancris,20386,2025/26,32,Getafe,Delantero,6.0,29,ES,10%,Sano,15,0,1,0,3,1,-1,36,2.4,0,0,0
Sangaré,B. Sangare,20390,2025/26,32,Elche,Defensa,5.0,18,ES,50%,Sano,7,0,0,0,2,0,1.3,13,1.9,-1,5,5
Sannadi,Maroan,20383,2025/26,32,Athletic,Delantero,4.0,25,MA,0%,Sano,9,1,0,0,1,0,1,18,2,0,0,1
Santamaria,Santamaría,20391,2025/26,32,Valencia,Mediocampista,6.0,31,FR,20%,Sano,19,1,1,0,2,0,-1,58,3.1,0,0,0
Santiago,Y. Santiago,20390,2025/26,32,Elche,Mediocampista,4.0,23,ES,0%,Sano,9,0,0,0,1,1,1,20,2.2,0,0,1
Saravia,Saravia,20391,2025/26,32,Valencia,Defensa,4.0,32,AR,70%,Sano,1,0,0,0,0,0,1.5,3,3,3,0,0
Satriano,Satriano,20386,2025/26,32,Getafe,Delantero,19.0,25,UY,90%,Sano,13,4,1,0,4,0,1.4,82,6.3,3,4,16
Sergio Gómez,Sergio Gómez,20388,2025/26,32,Real Sociedad,Defensa,10.0,25,ES,80%,Sano,29,0,2,0,2,1,1.7,132,4.6,0,-1,10
Serrano,Nico Serrano,20383,2025/26,32,Athletic,Delantero,5.0,23,ES,30%,Sano,14,1,0,0,0,0,1,39,2.8,0,2,0
Sibo,Sibo,20390,2025/26,32,Real Oviedo,Mediocampista,9.0,27,GH,70%,Sano,23,0,0,0,3,0,1.3,73,3.2,3,7,3
Sivera,Sivera,20384,2025/26,32,Alavés,Portero,10.0,29,ES,95%,Sano,32,0,0,0,2,0,1.7,139,4.3,4,2,2
Soria,David Soria,20386,2025/26,32,Getafe,Portero,21.0,33,ES,95%,Sano,32,0,0,2,2,0,2.1,214,6.7,9,17,10
Sotelo,Hugo Sotelo,20392,2025/26,32,Celta,Mediocampista,9.0,22,ES,50%,Sano,18,0,2,0,3,0,1,80,4.4,1,0,2
Sow,Sow,20387,2025/26,32,Sevilla,Mediocampista,9.0,29,CH,50%,Sano,28,5,1,0,4,0,1.2,116,4.1,0,2,2
Starfelt,Starfelt,20392,2025/26,32,Celta,Defensa,15.0,30,SE,0%,Lesionado/Duda,19,0,0,0,3,1,-1,106,5.6,0,0,0
Stuani,Stuani,20391,2025/26,32,Girona,Delantero,4.0,39,UY,30%,Sano,15,3,0,0,2,0,1,40,2.7,2,2,0
Suazo,Suazo,20387,2025/26,32,Sevilla,Defensa,9.0,28,CL,50%,Sano,23,0,1,0,6,0,1,75,3.3,0,1,2
Sucic,Sucic,20388,2025/26,32,Real Sociedad,Mediocampista,8.0,23,HR,70%,Sano,16,3,1,0,1,0,1.5,71,4.4,0,11,5
Swedberg,Williot,20392,2025/26,32,Celta,Mediocampista,8.0,22,SE,70%,Sano,24,4,3,0,2,0,1.1,98,4.1,2,2,14
Szczesny,Szczesny,20386,2025/26,32,Barcelona,Portero,8.0,36,PL,5%,Sano,6,0,0,1,0,0,-1,32,5.3,0,0,0
Sörloth,Sørloth,20383,2025/26,32,Atlético,Delantero,10.0,30,NO,30%,Lesionado/Duda,30,10,0,0,4,1,0.8,129,4.3,0,2,1
Tchouaméni,Tchouaméni,20389,2025/26,32,Real Madrid,Mediocampista,14.0,26,FR,0%,Lesionado/Duda,29,1,0,0,8,0,1.3,154,5.3,6,2,4
Tenaglia,Tenaglia,20384,2025/26,32,Alavés,Defensa,10.0,30,AR,90%,Sano,30,1,0,0,2,0,0.9,133,4.4,3,3,3
Tenas,Arnau Tenas,20392,2025/26,32,Villarreal,Portero,5.0,24,ES,30%,Sano,4,0,0,0,0,0,1.5,14,3.5,7,0,0
Ter Stegen,Ter Stegen,20391,2025/26,32,Girona,Portero,7.0,33,DE,0%,Lesionado/Duda,2,0,0,0,0,0,-1,12,6,0,0,0
Terrats,R. Terrats,20385,2025/26,32,Espanyol,Mediocampista,7.0,25,ES,50%,Sano,24,1,1,0,0,0,1,73,3,2,2,2
Tete Morente,T. Morente,20390,2025/26,32,Elche,Delantero,8.0,29,ES,60%,Sano,7,1,1,0,1,0,1,36,5.1,7,4,4
Thiago,Thiago Pitarch,20389,2025/26,32,Real Madrid,Mediocampista,4.0,18,ES,50%,Sano,5,0,0,0,1,0,0.5,12,2.4,0,0,1
Thiago,Thiago Fernánd...,20390,2025/26,32,Real Oviedo,Mediocampista,7.0,22,AR,50%,Sano,11,0,4,0,2,0,2.2,51,4.6,4,11,8
Thierry,Thierry Correia,20391,2025/26,32,Valencia,Defensa,8.0,27,PT,0%,Lesionado/Duda,22,0,1,0,4,0,1,52,2.4,2,4,2
Thomas,Thomas Partey,20392,2025/26,32,Villarreal,Mediocampista,6.0,32,GH,30%,Sano,20,0,0,0,0,0,1,54,2.7,2,0,0
Toljan,Jeremy Toljan,20385,2025/26,32,Levante,Defensa,9.0,31,DE,90%,Sano,31,1,3,0,7,0,1.5,110,3.5,8,11,2
Toni Martinez,T. Martinez,20384,2025/26,32,Alavés,Delantero,15.0,28,ES,90%,Sano,31,9,3,0,1,0,1.8,173,5.6,11,3,11
Torró,Torró,20387,2025/26,32,Osasuna,Mediocampista,9.0,31,ES,50%,Sano,29,0,1,0,6,0,1,92,3.2,3,2,3
Trejo,Trejo,20388,2025/26,32,Rayo,Mediocampista,3.0,37,AR,0%,Sano,6,0,0,0,2,0,-1,9,1.5,0,0,0
Tsygankov,Tsygankov,20391,2025/26,32,Girona,Delantero,19.0,28,UA,90%,Sano,26,6,4,0,2,0,1.3,160,6.2,9,4,7
Tunde,K. Tunde,20385,2025/26,32,Levante,Mediocampista,7.0,20,ES,30%,Lesionado/Duda,16,0,1,0,3,0,1.2,44,2.8,2,6,1
Turrientes,Turrientes,20388,2025/26,32,Real Sociedad,Mediocampista,8.0,24,ES,80%,Sano,22,0,3,0,5,0,1.5,82,3.7,2,3,7
Tárrega,Tárrega,20391,2025/26,32,Valencia,Defensa,9.0,24,ES,80%,Sano,26,0,0,0,6,0,1.4,106,4.1,4,5,0
Ugrinic,Ugrinic,20391,2025/26,32,Valencia,Mediocampista,9.0,27,CH,50%,Sano,21,0,3,0,3,0,1.2,87,4.1,5,5,3
Unai Gómez,Unai G.,20383,2025/26,32,Athletic,Mediocampista,5.0,22,ES,20%,Sano,20,1,1,0,1,0,-1,37,1.9,0,0,0
Unai López,Unai Lopez,20388,2025/26,32,Rayo,Mediocampista,10.0,30,ES,70%,Sano,23,0,3,0,6,1,1,109,4.7,2,0,7
Unai Simón,Unai Simón,20383,2025/26,32,Athletic,Portero,18.0,28,ES,95%,Sano,32,0,0,2,1,0,1.8,192,6,17,2,5
Urko,Urko,20385,2025/26,32,Espanyol,Mediocampista,9.0,25,ES,80%,Sano,29,0,1,0,5,0,1,89,3,0,-1,4
Valentín Gómez,Valentín Gómez,20389,2025/26,32,Betis,Defensa,9.0,22,AR,40%,Sano,24,1,0,0,5,0,1,88,3.7,2,1,7
Valentín,Óscar Valentín,20388,2025/26,32,Rayo,Mediocampista,9.0,31,ES,30%,Sano,28,1,0,0,3,1,1,111,4,4,1,7
Valera,German V.,20390,2025/26,32,Elche,Mediocampista,18.0,24,ES,80%,Sano,31,4,4,0,3,0,1.7,188,6.1,8,7,7
Valjent,Valjent,20384,2025/26,32,Mallorca,Defensa,9.0,30,SK,90%,Sano,31,0,0,0,5,0,1.7,115,3.7,7,0,5
Valles,Á. Valles,20389,2025/26,32,Betis,Portero,20.0,28,ES,70%,Sano,23,0,0,1,1,0,1.5,147,6.4,1,6,10
Valverde,Valverde,20389,2025/26,32,Real Madrid,Mediocampista,27.0,27,UY,90%,Sano,30,5,8,0,3,1,1.2,230,7.7,9,11,0
Van de Beek,Van De Beek,20391,2025/26,32,Girona,Mediocampista,3.0,29,NL,0%,Lesionado/Duda,2,0,0,0,0,0,-1,4,2,0,0,0
Vanat,Vanat,20391,2025/26,32,Girona,Delantero,11.0,24,UA,0%,Lesionado/Duda,27,9,1,0,4,0,1,130,4.8,0,0,1
Vargas,Obed Vargas,20383,2025/26,32,Atlético,Mediocampista,5.0,20,MX,30%,Sano,6,0,0,0,1,0,1.3,15,2.5,2,1,2
Vargas,Vargas,20387,2025/26,32,Sevilla,Delantero,15.0,27,CH,80%,Sano,18,3,5,0,1,0,1,107,5.9,2,13,5
Vecino,Vecino,20392,2025/26,32,Celta,Mediocampista,3.0,34,UY,70%,Sano,4,0,0,0,0,0,0.5,7,1.8,0,0,0
Veiga,Renato Veiga,20392,2025/26,32,Villarreal,Defensa,9.0,22,PT,60%,Sano,28,0,0,0,3,1,1.5,103,3.7,4,6,5
Vencedor,Vencedor,20385,2025/26,32,Levante,Mediocampista,6.0,25,ES,0%,Sano,16,0,0,0,3,1,-1,38,2.4,0,0,0
Vertrouwd,J. Vertrouwd,20388,2025/26,32,Rayo,Defensa,4.0,21,NL,20%,Lesionado/Duda,8,0,0,0,0,0,1.5,16,2,10,0,0
Vesga,Vesga,20383,2025/26,32,Athletic,Mediocampista,4.0,33,ES,50%,Sano,20,0,0,0,0,0,1,40,2,0,0,3
Villar,G. Villar,20390,2025/26,32,Elche,Mediocampista,4.0,28,ES,50%,Sano,6,0,0,0,1,0,1,14,2.3,1,7,2
Vinicius,Vini Jr.,20389,2025/26,32,Real Madrid,Delantero,27.0,25,BR,99%,Sano,31,12,5,0,7,0,1,237,7.6,13,6,3
Virgili,Jan Virgili,20384,2025/26,32,Mallorca,Delantero,13.0,19,ES,60%,Sano,25,1,4,0,0,1,1.7,121,4.8,5,11,2
Vitor Reis,Vitor Reis,20391,2025/26,32,Girona,Defensa,12.0,20,BR,95%,Sano,30,1,1,0,6,1,2,146,4.9,2,6,8
Vivian,Vivian,20383,2025/26,32,Athletic,Defensa,10.0,26,ES,90%,Sano,27,1,0,0,8,1,1,116,4.3,4,3,1
Viñas,F. Viñas,20390,2025/26,32,Real Oviedo,Delantero,14.0,27,UY,80%,Sano,28,9,1,0,5,3,2.5,151,5.4,4,17,7
Vlachodimos,Vlachodimos,20387,2025/26,32,Sevilla,Portero,11.0,31,GR,95%,Sano,28,0,0,1,2,0,1.1,131,4.7,2,3,6
Víctor García,Víctor G.,20385,2025/26,32,Levante,Defensa,7.0,28,ES,70%,Sano,18,0,1,0,0,0,1.2,56,3.1,3,2,1
Víctor Muñoz,Víctor Muñoz,20387,2025/26,32,Osasuna,Delantero,14.0,22,ES,90%,Sano,32,5,2,0,3,0,2,172,5.4,4,5,4
Wesley,Wesley,20388,2025/26,32,Real Sociedad,Mediocampista,3.0,21,BR,30%,Sano,4,0,0,0,0,0,1,5,1.3,3,0,0
Witsel,Witsel,20391,2025/26,32,Girona,Mediocampista,11.0,37,BE,90%,Sano,26,1,2,0,3,1,1.7,127,4.9,2,4,11
Yamal,Lamine Yamal,20386,2025/26,32,Barcelona,Delantero,49.0,18,ES,0%,Lesionado/Duda,28,16,11,0,1,0,2.3,330,11.8,12,24,6
Yeray,Yeray,20383,2025/26,32,Athletic,Defensa,8.0,31,ES,30%,Sano,2,0,0,0,0,0,1.8,14,7,7,0,7
Youssef,Youssef,20384,2025/26,32,Alavés,Defensa,8.0,20,MA,50%,Sano,23,0,1,0,6,0,0.8,66,2.9,0,-1,3
Yuri,Yuri,20383,2025/26,32,Athletic,Defensa,12.0,36,ES,70%,Sano,28,0,4,0,4,0,1.4,140,5,9,8,-2
Zakharyan,Zakharyan,20388,2025/26,32,Real Sociedad,Mediocampista,4.0,22,RU,20%,Sano,16,0,0,0,1,0,-1,28,1.8,0,0,0
Zubeldia,Zubeldia,20388,2025/26,32,Real Sociedad,Defensa,9.0,29,ES,15%,Lesionado/Duda,22,0,1,0,8,0,-1,84,3.8,0,0,0
Á. Núñez,Álvaro Nuñez,20392,2025/26,32,Celta,Defensa,13.0,25,ES,50%,Sano,3,0,0,0,0,0,0.5,111,5,0,0,0
Álex Moreno,Alex Moreno,20391,2025/26,32,Girona,Defensa,9.0,32,ES,90%,Sano,26,0,3,0,4,0,1.8,99,3.8,-1,2,7
Álvaro García,Álvaro García,20388,2025/26,32,Rayo,Mediocampista,13.0,33,ES,10%,Lesionado/Duda,31,4,5,0,3,0,1.4,157,5.1,0,6,13
Ángel Pérez,Ángel Pérez,20384,2025/26,32,Alavés,Delantero,9.0,23,ES,80%,Sano,10,1,1,0,3,0,1.5,45,4.5,2,6,1
Óskarsson,Oskarsson,20388,2025/26,32,Real Sociedad,Delantero,6.0,21,IS,10%,Sano,15,5,0,0,3,0,1.2,51,3.4,3,7,1
