ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Greif,Portero,2,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Mojica,Defensa,3,2
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Raíllo,Defensa,7,2
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Valjent,Defensa,4,2
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Morey,Defensa,5,2
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Darder,Mediocampista,10,4
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Morlanes,Mediocampista,4,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Dani Rodríguez,Mediocampista,9,3
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Navarro,Mediocampista,5,3
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Samú,Mediocampista,4,3
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Larin,Delantero,9,3
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Pere,Portero,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Leo Román,Portero,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Maffeo,Defensa,2,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Valery,Defensa,2,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Van Der Heyden,Defensa,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Mascarell,Mediocampista,2,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Antonio,Mediocampista,2,1
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Chiquinho,Delantero,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Llabrés,Delantero,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Luna,Mediocampista,0,0
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Abdon,Delantero,8,3
18024,24-25,15,Mallorca,Valencia,Mallorca,1,Doménech,Delantero,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Mamardashvili,Portero,1,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Gayà,Defensa,2,2
18024,24-25,15,Mallorca,Valencia,Valencia,0,Foulquier,Defensa,1,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Mosquera,Defensa,2,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Tárrega,Defensa,1,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Yarek,Defensa,3,2
18024,24-25,15,Mallorca,Valencia,Valencia,0,Rioja,Mediocampista,7,2
18024,24-25,15,Mallorca,Valencia,Valencia,0,Javi Guerra,Mediocampista,5,2
18024,24-25,15,Mallorca,Valencia,Valencia,0,Barrenechea,Mediocampista,1,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Duro,Delantero,3,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Diego López,Delantero,1,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Jaume,Portero,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Dimitrievski,Portero,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Jesús Vázquez,Defensa,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Córdoba,Defensa,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Pepelu,Mediocampista,2,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Guillamón,Mediocampista,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Valera,Mediocampista,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Canós,Delantero,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Fran Pérez,Mediocampista,0,0
18024,24-25,15,Mallorca,Valencia,Valencia,0,Almeida,Mediocampista,2,1
18024,24-25,15,Mallorca,Valencia,Valencia,0,Dani Gómez,Delantero,1,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Peña,Portero,3,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Íñigo,Defensa,2,2
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Koundé,Defensa,1,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Balde,Defensa,3,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Cubarsí,Defensa,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Pedri,Mediocampista,8,3
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Gavi,Mediocampista,3,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Pablo Torre,Mediocampista,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Fermín,Mediocampista,1,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Lewandowski,Delantero,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Raphinha,Delantero,13,4
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Szczesny,Portero,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Astralaga,Portero,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Eric García,Defensa,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Fort,Defensa,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Martín,Defensa,-1,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Sergi Domínguez,Defensa,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,F. de Jong,Mediocampista,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Guille,Mediocampista,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Olmo,Mediocampista,0,0
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Ferran,Delantero,3,2
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Pau Víctor,Mediocampista,2,1
18021,24-25,15,Barcelona,Las Palmas,Barcelona,1,Yamal,Delantero,3,2
18021,24-25,15,Barcelona,Las Palmas,Las Palmas,0,Cillessen,Portero,10,4
18021,24-25,15,Barcelona,Las Palmas,Las Palmas,0,Alex Suárez,Defensa,6,1
18021,24-25,15,Barcelona,Las Palmas,Las Palmas,0,Viti Rozada,Mediocampista,3,1
18021,24-25,15,Barcelona,Las Palmas,Las Palmas,0,McKenna,Defensa,4,0
