Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25-26,28,Deportivo Alavés,Villarreal,1,Sivera,Antonio Sivera,G,3,2,7.2,90,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,16
25-26,28,Deportivo Alavés,Villarreal,1,Jonny,Jonny Otto,D,4,2,6.9,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
25-26,28,Deportivo Alavés,Villarreal,1,Tenaglia,Nahuel Tenaglia,D,9,2,6.9,89,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7
25-26,28,Deportivo Alavés,Villarreal,1,Parada,Victor Parada,D,5,1,6.9,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,6
25-26,28,Deportivo Alavés,Villarreal,1,Youssef,Youssef Enriquez Lekhedim,M,6,2,6.7,80,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,10
25-26,28,Deportivo Alavés,Villarreal,1,Ángel Pérez,Ángel Pérez,M,7,3,6.8,90,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,19
25-26,28,Deportivo Alavés,Villarreal,1,Aleñá,Carles Aleñá,M,6,2,6.4,75,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11
25-26,28,Deportivo Alavés,Villarreal,1,Blanco,Antonio Blanco,M,1,1,7.0,90,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11
25-26,28,Deportivo Alavés,Villarreal,1,Ibáñez,Pablo Ibáñez,M,4,1,6.7,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
25-26,28,Deportivo Alavés,Villarreal,1,Toni Martinez,Toni Martínez,F,7,3,7.1,89,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,14
25-26,28,Deportivo Alavés,Villarreal,1,Boyé,Lucas Boyé,F,2,1,5.9,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21
25-26,28,Deportivo Alavés,Villarreal,1,Ballestero,Carlos Ballestero,D,1,0,6.2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25-26,28,Deportivo Alavés,Villarreal,1,Koski,Ville Koski,D,1,0,6.4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25-26,28,Deportivo Alavés,Villarreal,1,Guridi,Jon Guridi,M,2,1,6.5,15,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
25-26,28,Deportivo Alavés,Villarreal,1,Rebbach,Abderrahman Rebbach,F,1,0,6.4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
25-26,28,Villarreal,Deportivo Alavés,0,Luiz Junior,Luiz Júnior,G,4,1,6.6,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3
25-26,28,Villarreal,Deportivo Alavés,0,Pedraza,Alfonso Pedraza,M,3,1,6.6,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16
25-26,28,Villarreal,Deportivo Alavés,0,Rafa Marín,Rafa Marín,D,5,2,6.5,90,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,7
25-26,28,Villarreal,Deportivo Alavés,0,S. Cardona,Sergi Cardona,D,1,1,6.4,59,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,9
25-26,28,Villarreal,Deportivo Alavés,0,Mouriño,Santiago Mouriño,D,6,2,6.9,83,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,7
25-26,28,Villarreal,Deportivo Alavés,0,Pau Navarro,Pau Navarro,D,5,1,7.3,90,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3
25-26,28,Villarreal,Deportivo Alavés,0,Comesaña,Santi Comesaña,M,12,4,7.1,90,0,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,8
25-26,28,Villarreal,Deportivo Alavés,0,P. Gueye,Pape Gueye,M,3,1,6.7,67,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,11
25-26,28,Villarreal,Deportivo Alavés,0,Buchanan,Tajon Buchanan,M,1,0,6.2,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
25-26,28,Villarreal,Deportivo Alavés,0,Pépé,Nicolas Pépé,F,11,4,7.9,90,1,0,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,16
25-26,28,Villarreal,Deportivo Alavés,0,Mikautadze,Georges Mikautadze,F,5,2,6.8,83,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9
25-26,28,Villarreal,Deportivo Alavés,0,Freeman,Alexander Freeman,D,2,1,6.8,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
25-26,28,Villarreal,Deportivo Alavés,0,Thomas,Thomas Partey,M,3,1,6.7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25-26,28,Villarreal,Deportivo Alavés,0,Moleiro,Alberto Moleiro,M,2,1,6.6,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
25-26,28,Villarreal,Deportivo Alavés,0,Gerard,Gerard Moreno,F,2,1,6.5,31,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4
25-26,28,Villarreal,Deportivo Alavés,0,Oluwaseyi,Tani Oluwaseyi,F,1,0,6.4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25-26,28,Girona FC,Athletic Club,1,Gazzaniga,Paulo Gazzaniga,G,15,4,9.2,90,0,0,0,0,0,0,12,2,8,0,0,0,0,0,0,0,0,15
25-26,28,Girona FC,Athletic Club,1,Blind,Daley Blind,D,12,3,7.8,90,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3
25-26,28,Girona FC,Athletic Club,1,Witsel,Axel Witsel,M,9,2,7.3,90,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,0,0,7
25-26,28,Girona FC,Athletic Club,1,Francés,Alejandro Francés,D,8,3,7.6,89,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,11
25-26,28,Girona FC,Athletic Club,1,Arnau,Arnau Martínez,D,8,2,7.6,90,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,11
25-26,28,Girona FC,Athletic Club,1,Rincón,Hugo Rincón,D,15,4,8.1,90,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,9
25-26,28,Girona FC,Athletic Club,1,Tsygankov,Viktor Tsygankov,M,16,4,7.7,90,0,2,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,8
25-26,28,Girona FC,Athletic Club,1,Beltrán,Fran Beltrán,M,7,2,7.1,70,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,9
25-26,28,Girona FC,Athletic Club,1,Roca,Joel Roca,M,4,1,6.9,83,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9
