Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25-26,34,Girona FC,Mallorca,1,Gazzaniga,Paulo Gazzaniga,G,7,2,6.6,90,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,7
25-26,34,Girona FC,Mallorca,1,Blind,Daley Blind,D,2,1,6.8,74,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,17
25-26,34,Girona FC,Mallorca,1,Witsel,Axel Witsel,M,5,2,7.2,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6
25-26,34,Girona FC,Mallorca,1,Francés,Alejandro Francés,D,7,3,7.2,90,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,12
25-26,34,Girona FC,Mallorca,1,Arnau,Arnau Martínez,D,7,2,7.2,90,0,0,2,2,0,0,5,2,0,0,0,0,0,0,0,0,0,10
25-26,34,Girona FC,Mallorca,1,Vitor Reis,Vitor Reis,D,5,1,7.3,90,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,7
25-26,34,Girona FC,Mallorca,1,Tsygankov,Viktor Tsygankov,M,1,1,6.3,90,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20
25-26,34,Girona FC,Mallorca,1,Beltrán,Fran Beltrán,M,3,1,7.1,74,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
25-26,34,Girona FC,Mallorca,1,Roca,Joel Roca,M,3,1,6.5,70,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,11
25-26,34,Girona FC,Mallorca,1,Ounahi,Azzedine Ounahi,M,8,4,7.4,90,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,18
25-26,34,Girona FC,Mallorca,1,Echeverri,Claudio Echeverri,F,3,1,6.6,70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
25-26,34,Girona FC,Mallorca,1,Rincón,Hugo Rincón,D,4,2,6.9,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25-26,34,Girona FC,Mallorca,1,Lemar,Thomas Lemar,M,3,2,6.9,16,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
25-26,34,Girona FC,Mallorca,1,Bryan Gil,Bryan Gil,F,2,2,6.7,20,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,7
25-26,34,Girona FC,Mallorca,1,Stuani,Cristhian Stuani,F,2,1,6.4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25-26,34,Mallorca,Girona FC,0,Leo Román,Leo Román,G,12,3,8.0,90,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,0,15
25-26,34,Mallorca,Girona FC,0,Mojica,Johan Mojica,D,14,4,7.0,90,0,1,1,2,0,0,9,3,0,0,0,0,0,0,0,0,0,19
25-26,34,Mallorca,Girona FC,0,Maffeo,Pablo Maffeo,D,8,2,7.3,90,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,8
25-26,34,Mallorca,Girona FC,0,Valjent,Martin Valjent,D,10,2,7.5,90,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,4
25-26,34,Mallorca,Girona FC,0,Mascarell,Omar Mascarell,D,6,1,6.9,90,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,8
25-26,34,Mallorca,Girona FC,0,Darder,Sergi Darder,M,7,2,7.1,79,0,0,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,8
25-26,34,Mallorca,Girona FC,0,Morlanes,Manu Morlanes,M,7,2,7.1,78,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,4
25-26,34,Mallorca,Girona FC,0,Samú,Samú Costa,M,14,4,7.6,90,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,9
25-26,34,Mallorca,Girona FC,0,Pablo Torre,Pablo Torre,M,7,2,6.7,66,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9
