Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,10,Real Sociedad,Sevilla,1,Remiro,Álex Remiro,G,4,2,6.6,90,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,14
25/26,10,Real Sociedad,Sevilla,1,Zubeldia,Igor Zubeldia,D,5,1,6.6,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6
25/26,10,Real Sociedad,Sevilla,1,Jon Martín,Jon Martin,D,3,1,7.0,90,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8
25/26,10,Real Sociedad,Sevilla,1,Aramburu,Jon Aramburu,D,5,2,6.7,90,0,0,0,1,0,0,8,9,0,0,0,0,0,0,0,0,0,19
25/26,10,Real Sociedad,Sevilla,1,Brais,Brais Méndez,M,4,2,6.7,69,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,9
25/26,10,Real Sociedad,Sevilla,1,Sergio Gómez,Sergio Gómez,D,3,1,6.3,86,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11
25/26,10,Real Sociedad,Sevilla,1,Barrenetxea,Ander Barrenetxea,M,5,2,6.1,69,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16
25/26,10,Real Sociedad,Sevilla,1,Herrera,Yangel Herrera,M,2,1,6.7,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
25/26,10,Real Sociedad,Sevilla,1,Gorrotxategi,Jon Gorrotxategi,M,2,1,6.2,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13
25/26,10,Real Sociedad,Sevilla,1,Guedes,Gonçalo Guedes,M,4,2,6.5,69,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,14
25/26,10,Real Sociedad,Sevilla,1,Oyarzabal,Mikel Oyarzabal,F,13,4,9.1,90,2,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,16
25/26,10,Real Sociedad,Sevilla,1,Aihen,Aihen Muñoz,D,2,1,6.8,21,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
25/26,10,Real Sociedad,Sevilla,1,Carlos Soler,Carlos Soler,M,1,0,6.4,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
25/26,10,Real Sociedad,Sevilla,1,Turrientes,Beñat Turrientes,M,1,0,6.7,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
25/26,10,Real Sociedad,Sevilla,1,Zakharyan,Arsen Zakharyan,M,1,0,6.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25/26,10,Real Sociedad,Sevilla,1,Marín,Pablo Marín,M,1,0,6.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,10,Sevilla,Real Sociedad,0,Vlachodimos,Odysseas Vlachodimos,G,1,1,6.1,90,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,15
25/26,10,Sevilla,Real Sociedad,0,Marcão,Marcão,D,1,1,6.3,90,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,8
25/26,10,Sevilla,Real Sociedad,0,Gudelj,Nemanja Gudelj,M,13,4,7.6,90,1,0,1,1,1,0,4,6,0,0,0,0,0,0,0,0,0,11
25/26,10,Sevilla,Real Sociedad,0,Carmona,José Ángel Carmona,D,3,2,6.2,90,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,19
25/26,10,Sevilla,Real Sociedad,0,Cardoso,Fábio Cardoso,D,-3,0,6.0,52,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3
25/26,10,Sevilla,Real Sociedad,0,Suazo,Gabriel Suazo,D,6,4,6.6,90,0,1,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,22
25/26,10,Sevilla,Real Sociedad,0,Sow,Djibril Sow,M,1,1,6.5,79,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12
25/26,10,Sevilla,Real Sociedad,0,Agoume,Lucien Agoumé,M,-1,0,6.3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
