Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,25,Athletic Club,Elche,1,Unai Simón,Unai Simón,G,5,2,6.8,90,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,14
25/26,25,Athletic Club,Elche,1,Laporte,Aymeric Laporte,D,9,3,7.2,90,0,0,1,1,0,0,8,9,0,0,1,0,0,0,0,0,0,8
25/26,25,Athletic Club,Elche,1,Yuri,Yuri Berchiche,D,12,4,8.7,90,0,1,4,1,0,0,3,3,0,0,0,0,0,0,0,0,0,15
25/26,25,Athletic Club,Elche,1,Lekue,Íñigo Lekue,D,-1,0,5.7,80,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,11
25/26,25,Athletic Club,Elche,1,Vivian,Daniel Vivian,D,6,2,6.9,90,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,8
25/26,25,Athletic Club,Elche,1,R. de Galarreta,Iñigo Ruiz de Galarreta,M,7,3,7.0,90,0,0,2,2,0,0,10,1,0,0,0,0,0,0,0,0,0,25
25/26,25,Athletic Club,Elche,1,Sancet,Oihan Sancet,M,4,1,6.5,75,0,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,8
25/26,25,Athletic Club,Elche,1,Unai Gómez,Unai Gómez,M,0,0,6.1,70,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14
25/26,25,Athletic Club,Elche,1,Rego,Alejandro Rego,M,4,1,6.4,70,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,7
25/26,25,Athletic Club,Elche,1,I. Williams,Iñaki Williams,M,2,1,6.3,80,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,12
25/26,25,Athletic Club,Elche,1,Guruzeta,Gorka Guruzeta,F,15,4,7.4,90,2,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,17
25/26,25,Athletic Club,Elche,1,Areso,Jesús Areso,D,2,1,6.8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25/26,25,Athletic Club,Elche,1,Vesga,Mikel Vesga,M,2,1,6.6,20,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5
25/26,25,Athletic Club,Elche,1,Navarro,Robert Navarro,M,2,1,6.6,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
25/26,25,Athletic Club,Elche,1,Eder García,Eder Garcia,M,0,0,6.5,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25/26,25,Athletic Club,Elche,1,Izeta,Urko Izeta,F,2,1,6.5,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25/26,25,Elche,Athletic Club,0,Dituro,Matías Dituro,G,5,3,7.8,90,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,26
25/26,25,Elche,Athletic Club,0,Bigas,Pedro Bigas,D,-2,1,6.3,89,0,0,0,0,0,0,4,9,0,0,0,1,0,0,0,0,0,15
25/26,25,Elche,Athletic Club,0,Chust,Víctor Chust,D,3,2,6.9,90,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8
25/26,25,Elche,Athletic Club,0,Pétrot,Léo Pétrot,D,2,1,6.6,75,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,9
25/26,25,Elche,Athletic Club,0,Tete Morente,Tete Morente,M,4,1,6.2,75,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,12
25/26,25,Elche,Athletic Club,0,Febas,Aleix Febas,M,2,1,6.3,90,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9
25/26,25,Elche,Athletic Club,0,Valera,Germán Valera,M,5,2,7.2,81,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,13
25/26,25,Elche,Athletic Club,0,Aguado,Marc Aguado,M,4,1,6.9,90,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,7
25/26,25,Elche,Athletic Club,0,Cepeda,Lucas Cepeda,M,1,1,6.9,90,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10
25/26,25,Elche,Athletic Club,0,André Silva,André Silva,F,7,3,7.3,90,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,15
25/26,25,Elche,Athletic Club,0,Alvaro R.,Álvaro Rodriguez,F,4,2,7.1,75,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,19
25/26,25,Elche,Athletic Club,0,Pedrosa,Adrià Pedrosa,D,2,1,6.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25/26,25,Elche,Athletic Club,0,Affengruber,David Affengruber,D,2,1,6.6,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
25/26,25,Elche,Athletic Club,0,Sangaré,Buba Sangare,D,0,0,6.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25/26,25,Elche,Athletic Club,0,Adam Boayar,Adam Boayar,F,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
