Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,20,Espanyol,Girona FC,1,Dmitrovic,Marko Dmitrović,G,3,1,6.9,90,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,5
25/26,20,Espanyol,Girona FC,1,Cabrera,Leandro Cabrera,D,1,1,6.1,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12
25/26,20,Espanyol,Girona FC,1,Calero,Fernando Calero,D,5,2,6.7,90,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,7
25/26,20,Espanyol,Girona FC,1,El Hilali,Omar El Hilali,D,0,2,6.1,56,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,7
25/26,20,Espanyol,Girona FC,1,Romero,Carlos Romero,D,0,1,7.2,90,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,10
25/26,20,Espanyol,Girona FC,1,Pere Milla,Pere Milla,M,1,0,5.7,70,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
25/26,20,Espanyol,Girona FC,1,Edu Expósito,Edu Expósito,M,1,1,6.2,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20
25/26,20,Espanyol,Girona FC,1,Lozano,Pol Lozano,M,5,2,6.7,81,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5
25/26,20,Espanyol,Girona FC,1,Urko,Urko González,M,3,1,6.6,90,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,6
25/26,20,Espanyol,Girona FC,1,Roberto,Roberto Fernández,F,0,0,6.2,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12
25/26,20,Espanyol,Girona FC,1,Dolan,Tyrhys Dolan,M,2,1,6.6,45,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7
25/26,20,Espanyol,Girona FC,1,Rubén Sánchez,Rubén Sánchez,D,0,1,6.0,34,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,9
25/26,20,Espanyol,Girona FC,1,Terrats,Ramón Terrats,M,5,2,7.2,34,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
25/26,20,Espanyol,Girona FC,1,Jofre,Jofre Carreras,F,3,2,7.1,45,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,9
25/26,20,Espanyol,Girona FC,1,Roca,Antoniu Roca,F,0,0,6.5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25/26,20,Espanyol,Girona FC,1,Kike García,Kike García,F,2,1,6.6,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,20,Girona FC,Espanyol,0,Gazzaniga,Paulo Gazzaniga,G,9,3,6.9,90,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,16
25/26,20,Girona FC,Espanyol,0,Blind,Daley Blind,D,10,3,8.1,90,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,12
25/26,20,Girona FC,Espanyol,0,Álex Moreno,Álex Moreno,D,9,3,6.9,90,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,13
25/26,20,Girona FC,Espanyol,0,Arnau,Arnau Martínez,M,7,2,6.7,90,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,12
