Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25-26,36,Celta Vigo,Levante UD,1,Radu,Ionuț Radu,G,2,1,5.4,90,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,8
25-26,36,Celta Vigo,Levante UD,1,M. Alonso,Marcos Alonso,D,2,2,6.8,90,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,15
25-26,36,Celta Vigo,Levante UD,1,Carreira,Sergio Carreira,M,1,1,6.5,90,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13
25-26,36,Celta Vigo,Levante UD,1,Javi Rodríguez,Javi Rodríguez,D,0,1,6.2,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8
25-26,36,Celta Vigo,Levante UD,1,Rueda,Javier Rueda,M,7,2,6.5,66,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,7
25-26,36,Celta Vigo,Levante UD,1,Lago,Yoel Lago,D,4,1,6.8,90,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,6
25-26,36,Celta Vigo,Levante UD,1,Sotelo,Hugo Sotelo,M,1,0,6.4,76,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5
25-26,36,Celta Vigo,Levante UD,1,Hugo Álvarez,Hugo Álvarez,F,8,3,6.7,66,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,11
25-26,36,Celta Vigo,Levante UD,1,Fer López,Fer López,M,2,1,6.7,90,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5
25-26,36,Celta Vigo,Levante UD,1,Aspas,Iago Aspas,F,4,2,6.3,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25-26,36,Celta Vigo,Levante UD,1,Jutglà,Ferran Jutglà,F,13,3,8.5,76,2,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,6
25-26,36,Celta Vigo,Levante UD,1,Mingueza,Óscar Mingueza,D,5,3,7.3,14,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
25-26,36,Celta Vigo,Levante UD,1,Swedberg,Williot Swedberg,M,2,1,6.6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-26,36,Celta Vigo,Levante UD,1,El-Abdellaoui,Jones El-Abdellaoui,F,1,0,6.2,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
25-26,36,Celta Vigo,Levante UD,1,Iglesias,Borja Iglesias,F,1,0,6.6,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
25-26,36,Celta Vigo,Levante UD,1,Durán,Pablo Durán,F,2,1,6.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25-26,36,Levante UD,Celta Vigo,0,Ryan,Mathew Ryan,G,4,3,7.2,90,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,15
