Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,11,Getafe,Girona FC,1,Soria,David Soria,G,5,2,6.9,90,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,10
25/26,11,Getafe,Girona FC,1,Femenia,Kiko Femenía,D,2,2,7.1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
25/26,11,Getafe,Girona FC,1,Diego Rico,Diego Rico,D,4,2,6.6,90,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,17
25/26,11,Getafe,Girona FC,1,Djené,Djené,D,4,2,6.8,45,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,3
25/26,11,Getafe,Girona FC,1,D. Duarte,Domingos Duarte,D,3,1,6.3,90,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,7
25/26,11,Getafe,Girona FC,1,Iglesias,Juan Iglesias,M,0,1,7.3,90,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,22
25/26,11,Getafe,Girona FC,1,Arambarri,Mauro Arambarri,M,5,2,7.0,90,0,0,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,7
25/26,11,Getafe,Girona FC,1,Luis Milla,Luis Milla,M,12,4,6.7,89,0,1,1,2,1,0,5,0,0,0,0,0,0,0,0,0,0,31
25/26,11,Getafe,Girona FC,1,Mayoral,Borja Mayoral,F,7,2,6.7,90,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,13
25/26,11,Getafe,Girona FC,1,Liso,Adrian Liso,F,4,1,6.0,89,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,15
25/26,11,Getafe,Girona FC,1,Coba,Coba da Costa,M,1,1,6.6,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10
25/26,11,Getafe,Girona FC,1,Abqar,Abdelkabir Abqar,D,3,1,6.5,45,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6
25/26,11,Getafe,Girona FC,1,Neyou,Yvan Neyou,D,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,11,Getafe,Girona FC,1,Mario Martín,Mario Martín,M,9,3,7.7,45,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5
25/26,11,Getafe,Girona FC,1,Sancris,Álex Sancris,F,8,3,7.1,45,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6
25/26,11,Getafe,Girona FC,1,Kamara,Abu Kamara,F,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,11,Girona FC,Getafe,0,Gazzaniga,Paulo Gazzaniga,G,1,1,7.0,90,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,11
25/26,11,Girona FC,Getafe,0,Blind,Daley Blind,D,3,1,6.5,90,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,10
25/26,11,Girona FC,Getafe,0,Witsel,Axel Witsel,M,5,2,6.8,90,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,8
