Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,6,Celta Vigo,Real Betis,1,Radu,Ionuț Radu,G,4,1,6.6,90,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,5
25/26,6,Celta Vigo,Real Betis,1,Mingueza,Óscar Mingueza,M,3,2,6.8,90,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8
25/26,6,Celta Vigo,Real Betis,1,Ristic,Mihailo Ristić,D,4,1,7.0,58,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4
25/26,6,Celta Vigo,Real Betis,1,Javi Rodríguez,Javi Rodríguez,D,3,1,6.1,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,7
25/26,6,Celta Vigo,Real Betis,1,Lago,Yoel Lago,D,4,1,7.0,90,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,2
25/26,6,Celta Vigo,Real Betis,1,Moriba,Ilaix Moriba,M,3,1,7.4,90,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
25/26,6,Celta Vigo,Real Betis,1,Sotelo,Hugo Sotelo,M,6,3,7.6,90,0,0,4,2,0,0,4,1,0,0,0,0,0,0,0,0,0,19
25/26,6,Celta Vigo,Real Betis,1,Hugo Álvarez,Hugo Álvarez,M,10,3,7.9,72,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8
25/26,6,Celta Vigo,Real Betis,1,Swedberg,Williot Swedberg,F,1,0,6.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25/26,6,Celta Vigo,Real Betis,1,Iglesias,Borja Iglesias,F,3,1,6.9,67,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
25/26,6,Celta Vigo,Real Betis,1,Durán,Pablo Durán,F,4,1,6.1,72,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,12
25/26,6,Celta Vigo,Real Betis,1,M. Alonso,Marcos Alonso,D,4,2,7.0,32,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2
25/26,6,Celta Vigo,Real Betis,1,Rueda,Javier Rueda,D,3,2,6.8,45,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6
25/26,6,Celta Vigo,Real Betis,1,Bryan,Bryan Zaragoza,F,3,2,7.1,18,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4
25/26,6,Celta Vigo,Real Betis,1,Aspas,Iago Aspas,F,3,2,6.6,18,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
25/26,6,Celta Vigo,Real Betis,1,Jutglà,Ferran Jutglà,F,3,1,6.2,23,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4
25/26,6,Real Betis,Celta Vigo,0,Valles,Álvaro Valles,G,7,3,6.4,90,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,9
25/26,6,Real Betis,Celta Vigo,0,Bartra,Marc Bartra,D,14,4,8.5,90,1,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,3
25/26,6,Real Betis,Celta Vigo,0,Rodríguez,Ricardo Rodríguez,D,4,2,6.7,90,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,5
25/26,6,Real Betis,Celta Vigo,0,Bellerín,Héctor Bellerín,D,4,1,6.3,90,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,8
25/26,6,Real Betis,Celta Vigo,0,Natan,Natan,D,6,1,6.8,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,6
25/26,6,Real Betis,Celta Vigo,0,Fornals,Pablo Fornals,M,4,2,7.3,90,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,11
25/26,6,Real Betis,Celta Vigo,0,Lo Celso,Giovani Lo Celso,M,10,4,6.7,89,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10
25/26,6,Real Betis,Celta Vigo,0,Ruibal,Aitor Ruibal,M,2,1,6.4,53,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,7
25/26,6,Real Betis,Celta Vigo,0,Riquelme,Rodrigo Riquelme,M,4,2,6.6,72,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,11
25/26,6,Real Betis,Celta Vigo,0,Altimira,Sergi Altimira,M,2,1,7.4,72,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2
25/26,6,Real Betis,Celta Vigo,0,Cucho,Cucho Hernández,F,2,1,6.3,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14
25/26,6,Real Betis,Celta Vigo,0,Valentín Gómez,Valentín Gómez,D,2,1,6.6,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
25/26,6,Real Betis,Celta Vigo,0,Dani Pérez,Dani Pérez,M,2,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25/26,6,Real Betis,Celta Vigo,0,Bakambu,Cédric Bakambu,F,2,1,6.5,18,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
25/26,6,Real Betis,Celta Vigo,0,Chimy,Chimy Ávila,F,1,0,6.4,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25/26,6,Real Betis,Celta Vigo,0,Pablo García,Pablo García,F,2,1,7.0,37,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
25/26,6,Athletic Club,Girona FC,1,Unai Simón,Unai Simón,G,8,2,6.7,90,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,6
25/26,6,Athletic Club,Girona FC,1,Laporte,Aymeric Laporte,D,6,3,7.7,90,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,5
25/26,6,Athletic Club,Girona FC,1,Gorosabel,Andoni Gorosabel,D,1,0,6.3,45,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
25/26,6,Athletic Club,Girona FC,1,Paredes,Aitor Paredes,D,5,2,7.4,90,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,7
25/26,6,Athletic Club,Girona FC,1,Boiro,Adama Boiro,D,2,1,6.7,45,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,7
25/26,6,Athletic Club,Girona FC,1,Vesga,Mikel Vesga,M,3,1,6.8,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
25/26,6,Athletic Club,Girona FC,1,Sancet,Oihan Sancet,M,3,1,6.3,81,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10
25/26,6,Athletic Club,Girona FC,1,Serrano,Nico Serrano,M,3,1,6.4,45,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,13
25/26,6,Athletic Club,Girona FC,1,Jauregizar,Mikel Jauregizar,M,13,4,8.6,90,1,0,1,0,1,0,10,1,0,0,0,0,0,0,0,0,0,14
25/26,6,Athletic Club,Girona FC,1,I. Williams,Iñaki Williams,M,2,1,6.1,90,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12
25/26,6,Athletic Club,Girona FC,1,Guruzeta,Gorka Guruzeta,F,3,1,6.1,90,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8
25/26,6,Athletic Club,Girona FC,1,Yuri,Yuri Berchiche,D,3,2,7.4,45,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7
