Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25-26,30,Rayo Vallecano,Elche,1,Batalla,Augusto Batalla,G,13,3,7.5,90,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,6
25-26,30,Rayo Vallecano,Elche,1,Lejeune,Florian Lejeune,D,12,4,8.2,90,0,0,1,1,0,0,5,9,0,0,0,0,0,0,0,0,0,11
25-26,30,Rayo Vallecano,Elche,1,Luiz Felipe,Luiz Felipe,D,10,3,7.3,90,0,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6
25-26,30,Rayo Vallecano,Elche,1,Ratiu,Andrei Rațiu,D,12,4,8.0,90,0,0,4,2,0,0,8,1,0,0,0,0,0,0,0,0,0,15
25-26,30,Rayo Vallecano,Elche,1,Pep Chavarría,Josep Chavarría,D,8,3,7.0,90,0,0,1,1,1,0,2,4,0,0,0,0,0,0,0,0,0,13
25-26,30,Rayo Vallecano,Elche,1,Álvaro García,Álvaro García,F,13,4,6.9,84,0,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,16
25-26,30,Rayo Vallecano,Elche,1,Unai López,Unai López,M,7,3,7.3,90,0,0,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,13
25-26,30,Rayo Vallecano,Elche,1,De Frutos,Jorge de Frutos,F,5,2,6.8,89,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13
25-26,30,Rayo Vallecano,Elche,1,Valentín,Óscar Valentín,M,7,2,7.2,66,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,4
25-26,30,Rayo Vallecano,Elche,1,Isi,Isi Palazón,M,4,1,6.7,66,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11
25-26,30,Rayo Vallecano,Elche,1,Alemão,Alemão,F,3,0,6.2,83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
25-26,30,Rayo Vallecano,Elche,1,Espino,Alfonso Espino,D,1,0,6.5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25-26,30,Rayo Vallecano,Elche,1,Pedro Díaz,Pedro Díaz,M,2,1,6.9,24,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5
25-26,30,Rayo Vallecano,Elche,1,Camello,Sergio Camello,F,1,0,6.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25-26,30,Rayo Vallecano,Elche,1,Nteka,Randy Nteka,M,8,3,7.5,24,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
25-26,30,Rayo Vallecano,Elche,1,Carlos Martín,Carlos Martín,F,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25-26,30,Elche,Rayo Vallecano,0,Dituro,Matías Dituro,G,8,4,7.5,90,0,0,1,0,0,0,16,1,4,0,0,0,0,0,0,0,0,25
25-26,30,Elche,Rayo Vallecano,0,Bigas,Pedro Bigas,D,1,1,6.3,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2
25-26,30,Elche,Rayo Vallecano,0,Affengruber,David Affengruber,D,4,1,6.8,90,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,17
