Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,12,Elche,Real Sociedad,1,Dituro,Matías Dituro,G,9,4,9.1,90,0,0,0,0,0,0,11,1,4,0,0,0,0,0,0,0,0,12
25/26,12,Elche,Real Sociedad,1,Pedrosa,Adrià Pedrosa,D,7,3,7.0,90,0,0,3,1,0,0,8,4,0,0,0,0,0,0,0,0,0,15
25/26,12,Elche,Real Sociedad,1,Chust,Víctor Chust,D,8,2,7.1,84,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3
25/26,12,Elche,Real Sociedad,1,Affengruber,David Affengruber,D,2,1,6.2,90,0,0,2,0,0,0,5,7,0,0,0,1,0,0,0,0,0,9
25/26,12,Elche,Real Sociedad,1,Á. Núñez,Alvaro Núñez,D,11,4,7.2,90,0,1,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,12
25/26,12,Elche,Real Sociedad,1,Josan,Josan,M,8,3,6.7,74,0,0,2,2,0,0,7,1,0,0,0,0,0,0,0,0,0,10
25/26,12,Elche,Real Sociedad,1,Febas,Aleix Febas,M,6,3,8.2,90,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13
25/26,12,Elche,Real Sociedad,1,Mendoza,Rodrigo Mendoza,M,2,1,6.2,89,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10
25/26,12,Elche,Real Sociedad,1,Aguado,Marc Aguado,M,5,1,7.0,84,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4
25/26,12,Elche,Real Sociedad,1,Rafa Mir,Rafa Mir,M,5,2,6.7,89,0,0,1,1,2,0,4,1,0,0,0,0,0,0,0,0,0,8
25/26,12,Elche,Real Sociedad,1,Alvaro R.,Álvaro Rodriguez,F,9,3,7.5,74,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,15
25/26,12,Elche,Real Sociedad,1,John C.,John Donald,D,1,0,6.4,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25/26,12,Elche,Real Sociedad,1,Fort,Hector Fort,D,1,0,6.3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
25/26,12,Elche,Real Sociedad,1,Pétrot,Léo Pétrot,D,1,0,6.4,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
25/26,12,Elche,Real Sociedad,1,Valera,Germán Valera,F,1,0,6.6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
25/26,12,Elche,Real Sociedad,1,Redondo,Federico Redondo,M,2,1,6.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,12,Elche,Real Sociedad,1,André Silva,André Silva,F,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,12,Real Sociedad,Elche,0,Remiro,Álex Remiro,G,5,2,6.9,90,0,0,1,0,0,0,7,1,2,0,0,0,0,0,0,0,0,13
25/26,12,Real Sociedad,Elche,0,Zubeldia,Igor Zubeldia,D,5,1,7.2,90,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,5
25/26,12,Real Sociedad,Elche,0,Jon Martín,Jon Martin,D,4,1,6.4,90,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3
25/26,12,Real Sociedad,Elche,0,Aramburu,Jon Aramburu,D,2,0,6.7,89,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,9
25/26,12,Real Sociedad,Elche,0,Carlos Soler,Carlos Soler,M,3,1,6.5,75,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
25/26,12,Real Sociedad,Elche,0,Brais,Brais Méndez,M,4,2,7.5,75,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,13
25/26,12,Real Sociedad,Elche,0,Sergio Gómez,Sergio Gómez,D,3,1,6.3,81,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,9
25/26,12,Real Sociedad,Elche,0,Kubo,Takefusa Kubo,M,4,2,6.8,64,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,14
25/26,12,Real Sociedad,Elche,0,Gorrotxategi,Jon Gorrotxategi,M,1,0,6.4,90,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16
25/26,12,Real Sociedad,Elche,0,Guedes,Gonçalo Guedes,M,3,1,6.3,64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
25/26,12,Real Sociedad,Elche,0,Oyarzabal,Mikel Oyarzabal,F,9,3,7.3,90,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,11
25/26,12,Real Sociedad,Elche,0,Aritz,Aritz Elustondo,D,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,12,Real Sociedad,Elche,0,Aihen,Aihen Muñoz,D,2,1,6.6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
25/26,12,Real Sociedad,Elche,0,Sucic,Luka Sučić,M,2,1,6.6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
25/26,12,Real Sociedad,Elche,0,Zakharyan,Arsen Zakharyan,M,0,0,6.4,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
25/26,12,Real Sociedad,Elche,0,Marín,Pablo Marín,M,1,0,6.2,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
25/26,12,Real Sociedad,Elche,0,Sadiq,Umar Sadiq,F,6,2,7.1,26,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3
25/26,12,Girona FC,Deportivo Alavés,1,Gazzaniga,Paulo Gazzaniga,G,14,4,8.6,90,0,0,0,0,0,0,11,4,5,0,0,0,0,0,0,0,0,9
25/26,12,Girona FC,Deportivo Alavés,1,Blind,Daley Blind,D,11,3,7.9,90,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4
25/26,12,Girona FC,Deportivo Alavés,1,Witsel,Axel Witsel,M,6,1,6.9,85,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
25/26,12,Girona FC,Deportivo Alavés,1,Álex Moreno,Álex Moreno,D,6,2,6.7,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9
25/26,12,Girona FC,Deportivo Alavés,1,Arnau,Arnau Martínez,D,7,3,6.6,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,17
25/26,12,Girona FC,Deportivo Alavés,1,Vitor Reis,Vitor Reis,D,8,2,7.7,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3
25/26,12,Girona FC,Deportivo Alavés,1,Tsygankov,Viktor Tsygankov,M,10,4,8.2,85,1,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,13
25/26,12,Girona FC,Deportivo Alavés,1,Bryan Gil,Bryan Gil,M,12,4,7.3,63,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,11
25/26,12,Girona FC,Deportivo Alavés,1,Iván Martín,Iván Martín,M,10,4,8.1,90,0,0,1,0,0,0,9,2,0,0,0,0,0,0,0,0,0,14
25/26,12,Girona FC,Deportivo Alavés,1,Ounahi,Azzedine Ounahi,F,8,3,7.1,71,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,16
25/26,12,Girona FC,Deportivo Alavés,1,Vanat,Vladyslav Vanat,F,4,1,6.1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25/26,12,Girona FC,Deportivo Alavés,1,Rincón,Hugo Rincón,D,2,1,6.6,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25/26,12,Girona FC,Deportivo Alavés,1,Roca,Joel Roca,M,3,1,6.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25/26,12,Girona FC,Deportivo Alavés,1,Solís,Jhon Solís,M,1,0,6.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,12,Girona FC,Deportivo Alavés,1,Stuani,Cristhian Stuani,F,1,0,6.6,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
25/26,12,Girona FC,Deportivo Alavés,1,Abel Ruiz,Abel Ruíz,F,2,1,6.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
25/26,12,Deportivo Alavés,Girona FC,0,Sivera,Antonio Sivera,G,3,1,6.3,90,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,11
25/26,12,Deportivo Alavés,Girona FC,0,Jonny,Jonny Otto,D,3,1,6.8,90,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,11
25/26,12,Deportivo Alavés,Girona FC,0,Tenaglia,Nahuel Tenaglia,D,6,2,7.2,90,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,6
25/26,12,Deportivo Alavés,Girona FC,0,Parada,Victor Parada,D,6,2,6.3,90,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,7
25/26,12,Deportivo Alavés,Girona FC,0,Youssef,Youssef Enriquez Lekhedim,D,5,1,6.5,88,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,11
