Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,9,Real Oviedo,Espanyol,1,Aarón,Aarón Escandell,G,9,4,9.6,90,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,8
25/26,9,Real Oviedo,Espanyol,1,Bailly,Eric Bailly,D,1,1,6.5,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
25/26,9,Real Oviedo,Espanyol,1,Nacho Vidal,Nacho Vidal,D,2,2,6.7,90,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10
25/26,9,Real Oviedo,Espanyol,1,Carmo,David Carmo,D,4,2,7.0,90,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5
25/26,9,Real Oviedo,Espanyol,1,Alhassane,Abdel Rahim,D,2,1,6.3,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,15
25/26,9,Real Oviedo,Espanyol,1,Dendoncker,Leander Dendoncker,M,3,1,6.7,90,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7
25/26,9,Real Oviedo,Espanyol,1,Colombatto,Santiago Colombatto,M,2,1,6.6,80,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5
25/26,9,Real Oviedo,Espanyol,1,L. Ilic,Luka Ilić,M,2,1,6.3,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
25/26,9,Real Oviedo,Espanyol,1,Hassan,Haissem Hassan,M,9,2,6.9,65,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,0,0,13
25/26,9,Real Oviedo,Espanyol,1,Chaira,Ilyas Chaira,M,6,2,7.3,79,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,11
25/26,9,Real Oviedo,Espanyol,1,Rondón,Salomón Rondón,F,4,1,6.4,65,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9
25/26,9,Real Oviedo,Espanyol,1,Reina,Alberto Reina,M,-1,0,6.4,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
