Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25-26,35,Levante UD,Osasuna,1,Ryan,Mathew Ryan,G,2,1,6.6,90,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,3
25-26,35,Levante UD,Osasuna,1,Toljan,Jeremy Toljan,D,-1,1,5.5,90,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,12
25-26,35,Levante UD,Osasuna,1,De la Fuente,Adrián de la Fuente,D,4,2,7.2,76,0,0,3,5,0,0,4,5,0,0,0,0,0,0,0,0,0,22
25-26,35,Levante UD,Osasuna,1,Manu Sánchez,Manuel Sánchez,D,0,1,6.3,88,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12
25-26,35,Levante UD,Osasuna,1,Víctor García,Víctor García,M,15,4,8.5,66,2,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,10
25-26,35,Levante UD,Osasuna,1,Moreno,Matias Moreno,D,0,1,6.6,90,0,0,3,1,0,0,5,2,0,0,0,0,0,0,0,0,0,10
25-26,35,Levante UD,Osasuna,1,Pablo Martínez,Pablo Martínez,M,13,4,7.8,76,0,1,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,11
25-26,35,Levante UD,Osasuna,1,Oriol Rey,Oriol Rey,M,9,4,7.7,90,0,1,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,5
25-26,35,Levante UD,Osasuna,1,Olasagasti,Jon Ander Olasagasti,F,3,2,7.8,90,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,22
25-26,35,Levante UD,Osasuna,1,Tunde,Kareem Tunde,M,1,1,6.6,45,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4
25-26,35,Levante UD,Osasuna,1,Carlos Espí,Carlos Espí,F,2,1,6.7,90,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6
25-26,35,Levante UD,Osasuna,1,Matturro,Alan Matturro,D,9,3,7.9,14,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
25-26,35,Levante UD,Osasuna,1,Abed,Tai Abed,F,0,0,6.5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25-26,35,Levante UD,Osasuna,1,Morales,José Luis Morales,F,3,2,7.0,24,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
25-26,35,Levante UD,Osasuna,1,Brugui,Roger Brugué,M,4,2,6.7,45,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,7
25-26,35,Levante UD,Osasuna,1,Etta Eyong,Etta Eyong,F,10,3,7.8,14,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
25-26,35,Osasuna,Levante UD,0,Herrera,Sergio Herrera,G,-1,1,6.4,45,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,4
25-26,35,Osasuna,Levante UD,0,Catena,Alejandro Catena,D,1,0,7.1,90,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,8
25-26,35,Osasuna,Levante UD,0,Boyomo,Enzo Boyomo,D,2,0,6.2,90,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,2
25-26,35,Osasuna,Levante UD,0,Rosier,Valentin Rosier,D,2,1,6.3,90,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,14
25-26,35,Osasuna,Levante UD,0,Bretones,Abel Bretones,D,9,3,6.4,90,0,1,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0,11
25-26,35,Osasuna,Levante UD,0,Rubén G.,Rubén García,M,2,1,6.8,82,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,13
25-26,35,Osasuna,Levante UD,0,Oroz,Aimar Oroz,M,1,1,6.7,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
25-26,35,Osasuna,Levante UD,0,Moncayola,Jon Moncayola,M,3,1,7.1,90,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9
25-26,35,Osasuna,Levante UD,0,Raul Moro,Raúl Moro,M,3,1,6.4,83,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10
25-26,35,Osasuna,Levante UD,0,Iker Muñoz,Iker Muñoz,M,4,1,6.4,62,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6
25-26,35,Osasuna,Levante UD,0,Budimir,Ante Budimir,F,7,2,7.5,62,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5
25-26,35,Osasuna,Levante UD,0,Aitor,Aitor Fernández,G,8,4,8.4,46,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,12
25-26,35,Osasuna,Levante UD,0,Torró,Lucas Torró,M,1,0,6.3,28,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
25-26,35,Osasuna,Levante UD,0,Benito,Iker Benito,F,1,0,6.5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25-26,35,Osasuna,Levante UD,0,Osambela,Asier Osambela,M,1,0,6.4,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
25-26,35,Osasuna,Levante UD,0,Raúl García,Raúl García de Haro,F,1,0,6.5,28,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
25-26,35,Elche,Deportivo Alavés,1,Dituro,Matías Dituro,G,5,2,7.8,90,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,9
25-26,35,Elche,Deportivo Alavés,1,Bigas,Pedro Bigas,D,4,1,6.5,90,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,7
