Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,18,Rayo Vallecano,Getafe,1,Batalla,Augusto Batalla,G,6,2,6.5,90,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,14
25/26,18,Rayo Vallecano,Getafe,1,Lejeune,Florian Lejeune,D,9,4,7.6,90,0,0,1,0,1,0,6,9,0,0,0,0,0,0,0,0,0,17
25/26,18,Rayo Vallecano,Getafe,1,Luiz Felipe,Luiz Felipe,D,4,2,6.6,40,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4
25/26,18,Rayo Vallecano,Getafe,1,Ratiu,Andrei Rațiu,D,5,2,6.5,90,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,18
25/26,18,Rayo Vallecano,Getafe,1,Pep Chavarría,Josep Chavarría,D,3,1,6.2,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,15
25/26,18,Rayo Vallecano,Getafe,1,Álvaro García,Álvaro García,M,2,1,6.2,90,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,12
25/26,18,Rayo Vallecano,Getafe,1,Unai López,Unai López,M,10,3,6.9,81,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13
25/26,18,Rayo Vallecano,Getafe,1,De Frutos,Jorge de Frutos,M,9,3,7.9,67,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,12
25/26,18,Rayo Vallecano,Getafe,1,Valentín,Óscar Valentín,M,3,1,6.7,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9
25/26,18,Rayo Vallecano,Getafe,1,Isi,Isi Palazón,M,7,2,6.9,81,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,21
25/26,18,Rayo Vallecano,Getafe,1,Camello,Sergio Camello,F,4,1,6.4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25/26,18,Rayo Vallecano,Getafe,1,Espino,Alfonso Espino,D,1,0,6.4,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
25/26,18,Rayo Vallecano,Getafe,1,Mendy,Nobel Mendy,D,2,1,6.3,50,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,8
25/26,18,Rayo Vallecano,Getafe,1,Gumbau,Gerard Gumbau,M,1,0,6.4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25/26,18,Rayo Vallecano,Getafe,1,Pedro Díaz,Pedro Díaz,M,1,0,6.5,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
25/26,18,Rayo Vallecano,Getafe,1,Fran Pérez,Fran Pérez,M,0,0,6.2,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
25/26,18,Getafe,Rayo Vallecano,0,Soria,David Soria,G,5,2,5.7,90,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,19
25/26,18,Getafe,Rayo Vallecano,0,Femenia,Kiko Femenía,M,5,1,6.7,90,0,0,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,6
25/26,18,Getafe,Rayo Vallecano,0,Diego Rico,Diego Rico,D,1,1,6.7,90,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,23
25/26,18,Getafe,Rayo Vallecano,0,Djené,Djené,D,3,1,7.2,90,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,9
25/26,18,Getafe,Rayo Vallecano,0,D. Duarte,Domingos Duarte,D,2,0,6.2,90,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,11
25/26,18,Getafe,Rayo Vallecano,0,Iglesias,Juan Iglesias,D,1,1,6.9,58,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,10
