Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,1,Girona FC,Rayo Vallecano,1,Gazzaniga,Paulo Gazzaniga,G,-6,0,4.1,43,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
25/26,1,Girona FC,Rayo Vallecano,1,David López,David López,D,0,1,5.8,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17
25/26,1,Girona FC,Rayo Vallecano,1,Blind,Daley Blind,D,1,1,6.2,58,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,4
25/26,1,Girona FC,Rayo Vallecano,1,Krejcí,Ladislav Krejčí,D,1,0,5.9,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6
25/26,1,Girona FC,Rayo Vallecano,1,Arnau,Arnau Martínez,D,-2,0,5.9,58,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,12
25/26,1,Girona FC,Rayo Vallecano,1,Tsygankov,Viktor Tsygankov,F,9,3,7.7,90,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10
25/26,1,Girona FC,Rayo Vallecano,1,Herrera,Yangel Herrera,M,0,0,6.6,70,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,10
25/26,1,Girona FC,Rayo Vallecano,1,Asprilla,Yáser Asprilla,F,0,0,6.7,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6
25/26,1,Girona FC,Rayo Vallecano,1,Roca,Joel Roca,M,8,2,7.8,90,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,16
25/26,1,Girona FC,Rayo Vallecano,1,Solís,Jhon Solís,M,2,0,6.3,90,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
25/26,1,Girona FC,Rayo Vallecano,1,Miovski,Bojan Miovski,F,0,0,6.4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25/26,1,Girona FC,Rayo Vallecano,1,Krapyvtsov,Vladyslav Krapyvtsov,G,3,1,7.4,46,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,14
25/26,1,Girona FC,Rayo Vallecano,1,Rincón,Hugo Rincón,D,1,1,6.9,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
25/26,1,Girona FC,Rayo Vallecano,1,Vitor Reis,Vitor Reis,D,3,2,6.9,32,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,8
25/26,1,Girona FC,Rayo Vallecano,1,Portu,Portu,F,2,1,6.7,45,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
25/26,1,Girona FC,Rayo Vallecano,1,Lemar,Thomas Lemar,M,3,2,6.8,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7
25/26,1,Rayo Vallecano,Girona FC,0,Batalla,Augusto Batalla,G,4,2,6.8,90,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,8
25/26,1,Rayo Vallecano,Girona FC,0,Lejeune,Florian Lejeune,D,3,1,6.5,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13
25/26,1,Rayo Vallecano,Girona FC,0,Luiz Felipe,Luiz Felipe,D,1,1,6.8,45,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
25/26,1,Rayo Vallecano,Girona FC,0,Ratiu,Andrei Rațiu,D,5,2,6.9,90,0,0,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,14
25/26,1,Rayo Vallecano,Girona FC,0,Pep Chavarría,Josep Chavarría,D,6,3,7.0,90,0,0,2,2,0,0,5,2,0,0,0,0,0,0,0,0,0,13
