Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
25/26,26,Levante UD,Deportivo Alavés,1,Ryan,Mathew Ryan,G,13,4,8.5,90,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,6
25/26,26,Levante UD,Deportivo Alavés,1,Toljan,Jeremy Toljan,D,9,3,7.0,90,0,0,2,2,0,0,4,2,0,0,0,0,0,0,0,0,0,15
25/26,26,Levante UD,Deportivo Alavés,1,De la Fuente,Adrián de la Fuente,D,13,4,9.0,90,0,0,3,2,0,0,5,8,0,0,0,0,0,0,0,0,0,10
25/26,26,Levante UD,Deportivo Alavés,1,Manu Sánchez,Manuel Sánchez,D,7,2,7.0,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8
25/26,26,Levante UD,Deportivo Alavés,1,Moreno,Matias Moreno,D,9,3,7.7,90,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,9
25/26,26,Levante UD,Deportivo Alavés,1,C. Álvarez,Carlos Álvarez,M,4,2,6.8,57,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
25/26,26,Levante UD,Deportivo Alavés,1,Olasagasti,Jon Ander Olasagasti,M,7,3,7.4,90,0,0,3,3,1,0,4,1,0,0,0,0,0,0,0,0,0,24
25/26,26,Levante UD,Deportivo Alavés,1,Cortés,Paco Cortés,M,5,2,6.9,69,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13
25/26,26,Levante UD,Deportivo Alavés,1,Tunde,Kareem Tunde,M,8,2,7.1,79,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
25/26,26,Levante UD,Deportivo Alavés,1,Raghouber,Ugo Raghouber,M,3,2,6.8,58,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
25/26,26,Levante UD,Deportivo Alavés,1,Iván Romero,Iván Romero,F,4,1,6.5,79,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12
25/26,26,Levante UD,Deportivo Alavés,1,Losada,Iker Losada,F,2,1,6.6,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
25/26,26,Levante UD,Deportivo Alavés,1,Oriol Rey,Oriol Rey,M,2,1,6.8,32,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
25/26,26,Levante UD,Deportivo Alavés,1,Morales,José Luis Morales,F,2,1,7.0,21,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,5
25/26,26,Levante UD,Deportivo Alavés,1,Etta Eyong,Etta Eyong,F,7,2,6.5,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,26,Levante UD,Deportivo Alavés,1,Carlos Espí,Carlos Espí,F,14,4,7.6,33,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6
25/26,26,Deportivo Alavés,Levante UD,0,Sivera,Antonio Sivera,G,3,3,6.5,90,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,17
25/26,26,Deportivo Alavés,Levante UD,0,Jonny,Jonny Otto,D,3,2,7.0,90,0,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,7
25/26,26,Deportivo Alavés,Levante UD,0,Pacheco,Jon Pacheco,D,1,1,6.7,90,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,8
25/26,26,Deportivo Alavés,Levante UD,0,Tenaglia,Nahuel Tenaglia,D,2,1,6.7,90,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,10
25/26,26,Deportivo Alavés,Levante UD,0,Parada,Victor Parada,D,4,1,5.9,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
25/26,26,Deportivo Alavés,Levante UD,0,Ángel Pérez,Ángel Pérez,M,4,2,6.5,89,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,19
25/26,26,Deportivo Alavés,Levante UD,0,Aleñá,Carles Aleñá,M,5,1,6.8,72,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,11
25/26,26,Deportivo Alavés,Levante UD,0,Blanco,Antonio Blanco,M,4,1,7.3,89,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,4
25/26,26,Deportivo Alavés,Levante UD,0,Ibáñez,Pablo Ibáñez,M,2,2,7.1,90,0,0,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,13
25/26,26,Deportivo Alavés,Levante UD,0,Toni Martinez,Toni Martínez,F,6,2,6.8,63,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,12
25/26,26,Deportivo Alavés,Levante UD,0,Boyé,Lucas Boyé,F,0,0,6.0,90,0,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,14
25/26,26,Deportivo Alavés,Levante UD,0,Garcés,Facundo Garcés,D,0,0,6.3,27,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2
25/26,26,Deportivo Alavés,Levante UD,0,Guevara,Ander Guevara,M,1,1,6.6,18,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2
25/26,26,Deportivo Alavés,Levante UD,0,Protesoni,Carlos Benavídez,M,2,1,6.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,26,Deportivo Alavés,Levante UD,0,Rebbach,Abderrahman Rebbach,F,2,1,6.6,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,26,Rayo Vallecano,Athletic Club,1,Batalla,Augusto Batalla,G,1,1,6.2,90,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,25
25/26,26,Rayo Vallecano,Athletic Club,1,Lejeune,Florian Lejeune,D,7,2,7.3,90,0,0,1,0,1,0,4,12,0,0,0,0,0,0,0,0,0,13
25/26,26,Rayo Vallecano,Athletic Club,1,Ratiu,Andrei Rațiu,D,4,2,6.4,90,0,0,2,2,0,0,5,2,0,0,0,0,0,0,0,0,0,19
25/26,26,Rayo Vallecano,Athletic Club,1,Espino,Alfonso Espino,D,7,3,6.9,90,0,0,0,0,1,0,9,6,0,0,0,0,0,0,0,0,0,20
25/26,26,Rayo Vallecano,Athletic Club,1,Mendy,Nobel Mendy,D,7,2,7.0,61,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,9
25/26,26,Rayo Vallecano,Athletic Club,1,Álvaro García,Álvaro García,M,3,1,6.5,61,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,10
25/26,26,Rayo Vallecano,Athletic Club,1,Gumbau,Gerard Gumbau,M,6,2,6.5,61,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5
25/26,26,Rayo Vallecano,Athletic Club,1,De Frutos,Jorge de Frutos,F,11,4,7.6,90,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,6
25/26,26,Rayo Vallecano,Athletic Club,1,Isi,Isi Palazón,M,4,2,6.9,69,0,0,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,12
25/26,26,Rayo Vallecano,Athletic Club,1,Pathé Ciss,Pathé Ismaël Ciss,M,7,2,7.0,90,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,4
25/26,26,Rayo Vallecano,Athletic Club,1,Akhomach,Ilias Akhomach,M,2,2,6.5,86,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,14
25/26,26,Rayo Vallecano,Athletic Club,1,Unai López,Unai López,M,2,1,6.6,29,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7
25/26,26,Rayo Vallecano,Athletic Club,1,Pedro Díaz,Pedro Díaz,M,3,2,6.7,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
25/26,26,Rayo Vallecano,Athletic Club,1,Valentín,Óscar Valentín,M,2,1,6.7,29,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
25/26,26,Rayo Vallecano,Athletic Club,1,Fran Pérez,Fran Pérez,M,2,1,6.6,29,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
25/26,26,Rayo Vallecano,Athletic Club,1,Alemão,Alemão,F,2,1,6.7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25/26,26,Athletic Club,Rayo Vallecano,0,Unai Simón,Unai Simón,G,11,4,7.2,90,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,22
25/26,26,Athletic Club,Rayo Vallecano,0,Laporte,Aymeric Laporte,D,5,2,6.6,90,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,9
25/26,26,Athletic Club,Rayo Vallecano,0,Yuri,Yuri Berchiche,D,4,2,6.8,90,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,8
25/26,26,Athletic Club,Rayo Vallecano,0,Vivian,Daniel Vivian,D,4,1,6.4,90,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,12
25/26,26,Athletic Club,Rayo Vallecano,0,Areso,Jesús Areso,D,2,1,6.7,73,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,19
25/26,26,Athletic Club,Rayo Vallecano,0,R. de Galarreta,Iñigo Ruiz de Galarreta,M,3,1,6.9,59,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
25/26,26,Athletic Club,Rayo Vallecano,0,Sancet,Oihan Sancet,M,2,1,6.6,86,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12
25/26,26,Athletic Club,Rayo Vallecano,0,Unai Gómez,Unai Gómez,M,1,1,6.4,45,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10
