Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Bardghji,Bardghji,20363,2025/26,30,Barcelona,Delantero,6.0,20,SE,15%,Sano,16,1,1,0,0,0,1,51,3.2,0,4,0
Barrenetxea,Barrenetxea,20371,2025/26,30,Real Sociedad,Mediocampista,14.0,24,ES,70%,Sano,23,3,3,0,2,0,0.8,119,5.2,4,5,3
Barrios,Barrios,20363,2025/26,30,Atlético,Mediocampista,18.0,22,ES,10%,Lesionado/Duda,21,1,1,0,0,0,-1,123,5.9,0,0,0
Bartra,Bartra,20369,2025/26,30,Betis,Defensa,17.0,35,ES,50%,Sano,22,1,0,0,3,0,0.8,125,5.7,0,6,5
Batalla,A. Batalla,20368,2025/26,30,Rayo,Portero,17.0,29,AR,95%,Sano,29,0,0,0,4,0,1.4,168,5.8,4,6,3
Bellerín,Bellerín,20369,2025/26,30,Betis,Defensa,10.0,31,ES,70%,Sano,18,1,2,0,1,0,1.7,84,4.7,4,12,0
Bellingham,Bellingham,20367,2025/26,30,Real Madrid,Mediocampista,25.0,22,EN,50%,Sano,19,4,3,0,1,0,1,139,7.3,2,0,0
Beltrán,Fran Beltrán,20366,2025/26,30,Girona,Mediocampista,9.0,27,ES,60%,Sano,9,1,0,0,2,0,1.2,75,3.9,5,7,3
Beltrán,Lucas Beltrán,20372,2025/26,30,Valencia,Mediocampista,9.0,25,AR,40%,Sano,23,1,2,0,1,0,1.1,80,3.5,0,2,0
Benito,I. Benito,20364,2025/26,30,Osasuna,Delantero,5.0,23,ES,0%,Lesionado/Duda,5,1,0,0,1,0,-1,19,3.8,0,0,0
Berenguer,Berenguer,20365,2025/26,30,Athletic,Delantero,15.0,30,ES,70%,Sano,24,2,3,0,4,0,1.1,129,5.4,6,2,6
Bergstrom,Bergstrom,20367,2025/26,30,Mallorca,Portero,9.0,23,FI,5%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20363,2025/26,30,Barcelona,Mediocampista,7.0,18,ES,70%,Sano,16,2,1,0,4,0,1.6,62,3.9,6,6,4
Bigas,R.P. Bigas,20368,2025/26,30,Elche,Defensa,10.0,35,ES,70%,Sano,21,0,2,0,3,0,1.1,92,4.4,3,1,0
Birmancevic,Birma,20365,2025/26,30,Getafe,Delantero,3.0,28,RS,30%,Sano,2,0,0,0,0,0,1,4,2,0,2,0
Blanco,Blanco,20364,2025/26,30,Alavés,Mediocampista,10.0,25,ES,90%,Sano,27,1,1,0,6,0,1.6,114,4.2,1,1,5
Blind,Daley Blind,20366,2025/26,30,Girona,Defensa,12.0,36,NL,95%,Sano,27,0,0,0,1,0,1.5,132,4.9,5,12,7
Boiro,Adama,20365,2025/26,30,Athletic,Defensa,5.0,23,ES,10%,Sano,9,0,0,0,1,0,1.5,18,2,0,0,3
Borbas,T. Borbas,20370,2025/26,30,Real Oviedo,Delantero,2.0,23,UY,0%,Sano,5,0,0,0,1,0,-1,6,1.2,0,0,0
Boselli,Boselli,20365,2025/26,30,Getafe,Defensa,4.0,22,UY,50%,Sano,6,0,0,0,1,0,0.9,14,2.3,0,0,2
Boyomo,Boyomo,20364,2025/26,30,Osasuna,Defensa,10.0,24,CM,90%,Sano,22,1,1,0,4,0,1.9,97,4.4,9,1,0
Boyé,Lucas Boyé,20364,2025/26,30,Alavés,Delantero,17.0,30,AR,60%,Sano,23,9,1,0,4,1,1.3,131,5.7,1,2,15
Brahim,Brahim,20367,2025/26,30,Real Madrid,Mediocampista,7.0,26,MA,50%,Sano,21,0,4,0,1,0,1.6,86,4.1,4,5,4
Brais,Brais Méndez,20371,2025/26,30,Real Sociedad,Mediocampista,12.0,29,ES,50%,Sano,25,5,2,0,5,1,1,122,4.9,4,8,2
Bretones,Abel Bretones,20364,2025/26,30,Osasuna,Defensa,9.0,25,ES,10%,Sano,22,1,0,0,5,1,1,66,3,1,0,0
Brugui,R. Brugué,20371,2025/26,30,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20366,2025/26,30,Girona,Delantero,10.0,25,ES,0%,Lesionado/Duda,23,0,3,0,4,0,-1,94,4.1,0,0,0
Buchanan,Buchanan,20366,2025/26,30,Villarreal,Mediocampista,11.0,27,CA,30%,Sano,27,6,1,0,7,0,1.4,126,4.7,1,1,15
Budimir,Budimir,20364,2025/26,30,Osasuna,Delantero,19.0,34,HR,95%,Sano,28,14,0,0,1,0,1.7,169,6,11,1,9
C. Álvarez,C. Alvarez,20371,2025/26,30,Levante,Mediocampista,10.0,22,ES,0%,Sano,26,3,1,0,3,0,-1,104,4,0,0,0
Cabanes,Cabanes,20366,2025/26,30,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20369,2025/26,30,Espanyol,Defensa,10.0,34,UY,95%,Sano,28,3,0,0,2,0,1.2,125,4.5,4,2,5
Calebe,Calebe,20364,2025/26,30,Alavés,Mediocampista,7.0,25,BR,30%,Sano,17,0,0,0,2,0,-1,48,2.8,0,0,0
Calero,F. Calero,20369,2025/26,30,Espanyol,Defensa,10.0,30,ES,50%,Lesionado/Duda,21,0,0,0,3,0,1,96,4.6,0,0,2
Caleta-Car,Caleta-Car,20371,2025/26,30,Real Sociedad,Defensa,10.0,29,HR,50%,Sano,20,1,0,0,4,1,1.5,82,4.1,3,7,4
Calvo,Dani Calvo,20370,2025/26,30,Real Oviedo,Defensa,9.0,32,ES,40%,Sano,13,0,0,0,3,0,0.9,56,4.3,0,4,8
Camavinga,Camavinga,20367,2025/26,30,Real Madrid,Mediocampista,10.0,23,FR,50%,Sano,21,1,0,0,1,0,1,95,4.5,2,3,0
Camello,Camello,20368,2025/26,30,Rayo,Delantero,5.0,25,ES,10%,Sano,14,0,0,0,2,1,-1,26,1.9,3,0,0
Cancelo,Cancelo,20363,2025/26,30,Barcelona,Defensa,20.0,31,PT,80%,Sano,7,1,2,0,0,0,2.2,66,9.4,14,14,9
Cardoso,Johnny,20363,2025/26,30,Atlético,Mediocampista,7.0,24,US,0%,Lesionado/Duda,13,0,0,0,5,0,1.3,41,3.2,-1,0,2
Cardoso,Cardoso,20370,2025/26,30,Sevilla,Defensa,7.0,31,PT,20%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20371,2025/26,30,Levante,Delantero,7.0,20,ES,90%,Sano,16,7,0,0,1,0,2.7,72,4.5,15,10,9
Carlos Martín,Carlos Martín,20368,2025/26,30,Rayo,Mediocampista,4.0,23,ES,10%,Sano,6,0,0,0,1,0,1,12,2,2,0,2
Carlos Soler,C. Soler,20371,2025/26,30,Real Sociedad,Mediocampista,16.0,29,ES,80%,Sano,24,4,2,0,2,1,1.4,135,5.6,4,4,12
Carmo,David Carmo,20370,2025/26,30,Real Oviedo,Defensa,10.0,26,AO,0%,Lesionado/Duda,21,1,0,0,8,1,1,95,4.5,0,0,8
Carmona,Carmona,20370,2025/26,30,Sevilla,Defensa,9.0,24,ES,50%,Sano,27,1,3,0,9,0,0.7,85,3.1,2,-3,4
Carreira,Carreira,20372,2025/26,30,Celta,Defensa,10.0,25,ES,60%,Sano,25,2,1,0,2,0,1.3,105,4.2,0,5,1
Carvajal,Carvajal,20367,2025/26,30,Real Madrid,Defensa,7.0,34,ES,40%,Sano,12,0,0,0,0,0,1.2,43,3.6,3,5,0
Casadó,M. Casadó,20363,2025/26,30,Barcelona,Mediocampista,7.0,22,ES,30%,Sano,19,0,1,0,0,0,1,60,3.2,2,2,6
Castrín,A. Castrín,20370,2025/26,30,Sevilla,Defensa,8.0,22,ES,30%,Sano,11,0,0,0,3,0,1,45,4.1,2,3,0
Catena,Catena,20364,2025/26,30,Osasuna,Defensa,16.0,31,ES,90%,Sano,27,2,2,0,8,1,1.2,152,5.6,8,1,4
Cazorla,S. Cazorla,20370,2025/26,30,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,20,0,1,0,1,1,1.2,53,2.7,1,2,2
Ceballos,D. Ceballos,20367,2025/26,30,Real Madrid,Mediocampista,6.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20368,2025/26,30,Elche,Delantero,6.0,23,CL,20%,Sano,6,0,0,0,1,0,0,16,2.7,0,1,0
Cervi,Franco Cervi,20372,2025/26,30,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20370,2025/26,30,Real Oviedo,Delantero,10.0,25,MA,70%,Sano,27,4,1,0,1,1,1.3,114,4.2,5,2,3
Chimy,Chimy Ávila,20369,2025/26,30,Betis,Delantero,5.0,32,AR,10%,Sano,12,1,0,0,4,0,0.7,29,2.4,2,0,5
Chust,V. Chust,20368,2025/26,30,Elche,Defensa,9.0,26,ES,0%,Lesionado/Duda,23,0,0,0,8,1,1.2,64,2.8,4,-3,3
Colombatto,Colobatto,20370,2025/26,30,Real Oviedo,Mediocampista,10.0,29,AR,50%,Sano,24,0,1,0,6,0,1.1,87,3.6,2,4,0
Comesaña,Comesaña,20366,2025/26,30,Villarreal,Mediocampista,15.0,29,ES,80%,Sano,27,3,5,0,4,1,2.1,144,5.3,10,12,11
Conde,Diego Conde,20366,2025/26,30,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20372,2025/26,30,Valencia,Defensa,10.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20371,2025/26,30,Levante,Delantero,5.0,18,ES,30%,Sano,11,0,0,0,2,0,1,29,2.6,2,0,8
Costa,Costa,20366,2025/26,30,Villarreal,Defensa,4.9,25,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20370,2025/26,30,Real Oviedo,Defensa,13.0,31,ES,90%,Sano,19,1,0,0,2,0,1.3,97,5.1,1,16,0
Courtois,Courtois,20367,2025/26,30,Real Madrid,Portero,21.0,33,BE,0%,Lesionado/Duda,28,0,0,0,1,0,2,179,6.4,0,2,5
Cubarsí,Pau Cubrasí,20363,2025/26,30,Barcelona,Defensa,15.0,19,ES,90%,Sano,24,1,0,0,3,0,2,127,5.3,6,4,8
Cucho,Cucho,20369,2025/26,30,Betis,Delantero,18.0,26,CO,90%,Sano,24,8,3,0,3,0,1.4,143,6,6,0,4
Cuéllar,Cuéllar,20367,2025/26,30,Mallorca,Portero,1.0,41,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20371,2025/26,30,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20368,2025/26,30,Rayo,Portero,1.0,29,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cömert,Cömert,20372,2025/26,30,Valencia,Defensa,10.0,28,CH,90%,Sano,12,2,0,0,2,0,1.5,65,5.4,9,5,9
D. Duarte,Domingos Duar...,20365,2025/26,30,Getafe,Defensa,13.0,31,PT,95%,Sano,26,1,1,0,9,0,1.7,133,5.1,19,3,5
D. Llorente,Llorente,20369,2025/26,30,Betis,Defensa,7.0,32,ES,70%,Sano,11,1,0,0,3,0,1,46,4.2,3,0,2
Danjuma,Danjuma,20372,2025/26,30,Valencia,Delantero,10.0,29,NL,30%,Sano,26,3,2,0,0,0,0.4,113,4.3,0,1,2
Darder,Darder,20367,2025/26,30,Mallorca,Mediocampista,13.0,32,ES,40%,Sano,29,1,4,0,3,0,0.8,147,5.1,2,4,6
David López,David López,20366,2025/26,30,Girona,Defensa,3.0,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20367,2025/26,30,Mallorca,Defensa,6.0,23,ES,10%,Sano,6,0,0,0,1,0,1,18,3,0,0,-1
Davinchi,Davinchi,20365,2025/26,30,Getafe,Defensa,5.0,18,ES,0%,Lesionado/Duda,7,0,0,0,1,0,-1,19,2.7,0,0,0
De Frutos,De Frutos,20368,2025/26,30,Rayo,Delantero,18.0,29,ES,80%,Sano,27,10,1,0,3,0,1.2,159,5.9,2,2,2
De la Fuente,Dela,20371,2025/26,30,Levante,Defensa,10.0,27,ES,90%,Sano,25,2,1,0,5,0,0.9,98,3.9,0,0,3
Dendoncker,Dendoncker,20370,2025/26,30,Real Oviedo,Mediocampista,9.0,30,BE,10%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20364,2025/26,30,Alavés,Mediocampista,8.0,32,ES,0%,Sano,22,1,1,0,5,0,1.6,72,3.3,0,0,11
Deossa,Nelson Deossa,20369,2025/26,30,Betis,Mediocampista,6.0,26,CO,30%,Sano,16,0,0,0,3,0,1,46,2.9,0,0,3
Diabaté,Diabate,20364,2025/26,30,Alavés,Delantero,3.0,26,CI,40%,Sano,1,0,0,0,0,0,1.5,2,2,2,0,0
Diakhaby,Diakhaby,20372,2025/26,30,Valencia,Defensa,8.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20368,2025/26,30,Elche,Delantero,6.0,27,CD,0%,Lesionado/Duda,17,1,0,0,2,0,0.9,39,2.3,3,2,1
Diego López,Diego López,20372,2025/26,30,Valencia,Delantero,9.0,23,ES,30%,Sano,26,3,0,0,2,0,1,85,3.3,1,3,2
Diego Rico,Rico,20365,2025/26,30,Getafe,Defensa,9.0,33,ES,60%,Sano,25,0,0,0,4,0,0.7,69,2.8,2,2,1
Dimitrievski,Dimitrievski,20372,2025/26,30,Valencia,Portero,10.0,32,MK,95%,Sano,11,0,0,0,0,0,1.6,67,6.1,11,6,4
Dituro,M. Dituro,20368,2025/26,30,Elche,Portero,15.0,38,AR,70%,Sano,13,0,0,0,1,0,1.3,80,6.2,7,1,5
Djené,Djene,20365,2025/26,30,Getafe,Defensa,10.0,34,TG,90%,Sano,27,0,0,0,7,1,1,110,4.1,3,4,8
Dmitrovic,Dmitrovic,20369,2025/26,30,Espanyol,Portero,16.0,34,RS,95%,Sano,29,0,0,0,0,0,1.7,160,5.5,1,10,5
Dolan,Dolan,20369,2025/26,30,Espanyol,Delantero,10.0,24,EN,70%,Sano,28,1,4,0,6,1,1.3,114,4.1,2,6,5
Domínguez,C. Dominguez,20372,2025/26,30,Celta,Defensa,6.0,25,ES,20%,Sano,8,0,0,0,1,0,0.5,24,3,-1,0,0
Duro,Hugo Duro,20372,2025/26,30,Valencia,Delantero,10.0,26,ES,70%,Sano,28,9,0,0,5,0,1.8,114,4.1,9,2,11
Durán,Pablo Durán,20372,2025/26,30,Celta,Delantero,8.0,24,ES,50%,Sano,22,2,2,0,0,0,1.2,77,3.5,0,4,0
Echeverri,Echeverri,20366,2025/26,30,Girona,Mediocampista,6.0,20,AR,30%,Lesionado/Duda,9,1,1,0,3,0,1.2,35,3.9,2,15,2
Edu Expósito,Edu Expósito,20369,2025/26,30,Espanyol,Mediocampista,17.0,29,ES,70%,Sano,27,1,6,0,6,0,1.5,156,5.8,4,1,0
Egiluz,Egiluz,20365,2025/26,30,Athletic,Defensa,0.4,24,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Ejaria,Ejaria,20370,2025/26,30,Real Oviedo,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20370,2025/26,30,Sevilla,Delantero,7.0,28,NG,40%,Sano,21,1,1,0,0,0,1.2,83,4,0,3,4
El Hilali,El Hilali,20369,2025/26,30,Espanyol,Defensa,9.0,22,MA,60%,Sano,27,0,2,0,5,0,1,74,2.7,3,-1,6
El-Abdellaoui,El-Abdellaoui,20372,2025/26,30,Celta,Delantero,6.0,20,MA,10%,Sano,19,2,0,0,0,0,0.9,51,2.7,2,1,2
Elgezabal,Elgezabal,20371,2025/26,30,Levante,Defensa,7.0,32,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20363,2025/26,30,Barcelona,Defensa,17.0,25,ES,70%,Sano,27,1,2,0,3,0,1.5,155,5.7,0,0,9
Espart,Xavi Espart,20363,2025/26,30,Barcelona,Defensa,4.0,18,ES,20%,Sano,2,0,0,0,0,0,1.5,5,2.5,2,3,0
Espino,Pacha,20368,2025/26,30,Rayo,Defensa,8.0,34,UY,30%,Sano,22,2,0,0,2,0,1.3,73,3.3,3,4,11
Etta Eyong,Etta Eyong,20371,2025/26,30,Levante,Delantero,10.0,22,CM,15%,Sano,23,5,2,0,2,0,1,115,4.4,0,1,1
F. de Jong,F. De Jong,20363,2025/26,30,Barcelona,Mediocampista,20.0,28,NL,0%,Lesionado/Duda,19,1,4,0,6,1,-1,119,6.3,0,0,0
Febas,Febas,20368,2025/26,30,Elche,Mediocampista,13.0,30,ES,90%,Sano,28,2,1,0,7,0,1.8,141,5,4,4,2
Femenia,Kiko F.,20365,2025/26,30,Getafe,Defensa,10.0,35,ES,0%,Sano,24,1,1,0,5,0,1.3,102,4.3,3,2,12
Fer López,Fer López,20372,2025/26,30,Celta,Mediocampista,7.0,21,ES,50%,Sano,8,0,0,0,1,0,1.2,25,3.1,1,2,2
Fermín,Fermín,20363,2025/26,30,Barcelona,Mediocampista,26.0,22,ES,70%,Sano,23,5,8,0,2,0,1.3,168,7.3,6,11,2
Ferran,Ferran,20363,2025/26,30,Barcelona,Delantero,18.0,26,ES,50%,Sano,26,12,1,0,2,0,1,154,5.9,2,0,4
Fidalgo,Fidalgo,20369,2025/26,30,Betis,Mediocampista,9.0,28,ES,30%,Sano,6,1,0,0,0,0,1,30,5,0,4,3
Fonseca,Fonseca,20370,2025/26,30,Real Oviedo,Mediocampista,6.0,27,UY,50%,Sano,12,0,0,0,3,0,1.2,25,2.1,4,5,4
Fornals,Fornals,20369,2025/26,30,Betis,Mediocampista,25.0,30,ES,80%,Sano,29,7,4,0,2,0,1.6,207,7.1,9,6,4
Fort,Héctor Fort,20368,2025/26,30,Elche,Defensa,7.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20369,2025/26,30,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20370,2025/26,30,Real Oviedo,Delantero,4.0,24,ES,10%,Lesionado/Duda,15,0,1,0,0,0,1,28,1.9,1,0,0
