Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Bellingham,Bellingham,20350,2025/26,28,Real Madrid,Mediocampista,29.0,22,EN,0%,Lesionado/Duda,18,4,3,0,1,0,-1,137,7.6,0,0,0
Beltrán,Fran Beltrán,20346,2025/26,28,Girona,Mediocampista,8.0,27,ES,70%,Sano,7,1,0,0,2,0,1.3,63,3.7,3,3,1
Beltrán,Lucas Beltrán,20351,2025/26,28,Valencia,Mediocampista,9.0,24,AR,20%,Sano,21,1,2,0,0,0,-1,78,3.7,0,0,0
Benito,I. Benito,20352,2025/26,28,Osasuna,Delantero,5.0,23,ES,0%,Lesionado/Duda,5,1,0,0,1,0,-1,19,3.8,0,0,0
Berenguer,Berenguer,20346,2025/26,28,Athletic,Delantero,16.0,30,ES,70%,Sano,22,2,3,0,3,0,1.7,121,5.5,6,8,0
Bergstrom,Bergstrom,20347,2025/26,28,Mallorca,Portero,9.0,23,FI,5%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20344,2025/26,28,Barcelona,Mediocampista,6.0,18,ES,50%,Sano,14,2,1,0,4,0,1.9,50,3.6,4,4,11
Bigas,R.P. Bigas,20350,2025/26,28,Elche,Defensa,11.0,35,ES,50%,Sano,19,0,2,0,3,0,1.1,88,4.6,0,2,-2
Birmancevic,Birma,20343,2025/26,28,Getafe,Delantero,3.0,28,RS,10%,Sano,1,0,0,0,0,0,1,2,2,0,0,2
Blanco,Blanco,20345,2025/26,28,Alavés,Mediocampista,11.0,25,ES,90%,Sano,25,1,1,0,5,0,1.8,112,4.5,5,4,5
Blind,Daley Blind,20346,2025/26,28,Girona,Defensa,10.0,36,NL,95%,Sano,25,0,0,0,1,0,1.7,115,4.6,7,2,4
Boiro,Adama,20346,2025/26,28,Athletic,Defensa,5.0,23,ES,20%,Sano,9,0,0,0,1,0,1.5,18,2,3,0,0
Borbas,T. Borbas,20351,2025/26,28,Real Oviedo,Delantero,2.0,23,UY,0%,Lesionado/Duda,5,0,0,0,1,0,1,6,1.2,0,2,0
Boselli,Boselli,20343,2025/26,28,Getafe,Defensa,5.0,22,UY,20%,Sano,5,0,0,0,0,0,1,14,2.8,2,8,0
Boyomo,Boyomo,20352,2025/26,28,Osasuna,Defensa,11.0,24,CM,50%,Lesionado/Duda,20,1,1,0,4,0,-1,87,4.4,0,0,0
Boyé,Lucas Boyé,20345,2025/26,28,Alavés,Delantero,20.0,30,AR,90%,Sano,21,9,1,0,3,1,2.3,128,6.1,15,0,15
Brahim,Brahim,20350,2025/26,28,Real Madrid,Mediocampista,7.0,26,MA,50%,Sano,19,0,4,0,1,0,0.8,77,4.1,4,2,2
Brais,Brais Méndez,20352,2025/26,28,Real Sociedad,Mediocampista,12.0,29,ES,30%,Sano,23,5,2,0,5,1,1,110,4.8,2,0,2
Bretones,Abel Bretones,20352,2025/26,28,Osasuna,Defensa,9.0,25,ES,20%,Sano,21,1,0,0,5,1,1,65,3.1,0,0,1
Brugui,R. Brugué,20348,2025/26,28,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20346,2025/26,28,Girona,Delantero,10.0,25,ES,0%,Lesionado/Duda,23,0,3,0,4,0,1.7,94,4.1,0,2,4
Buchanan,Buchanan,20345,2025/26,28,Villarreal,Mediocampista,13.0,27,CA,70%,Sano,25,6,1,0,7,0,1.6,124,5,15,0,1
Budimir,Budimir,20352,2025/26,28,Osasuna,Delantero,20.0,34,HR,90%,Lesionado/Duda,26,13,0,0,1,0,1.8,157,6,9,4,12
C. Álvarez,C. Alvarez,20348,2025/26,28,Levante,Mediocampista,10.0,22,ES,0%,Lesionado/Duda,26,3,1,0,3,0,2,104,4,0,4,0
Cabanes,Cabanes,20345,2025/26,28,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20347,2025/26,28,Espanyol,Defensa,10.0,34,UY,95%,Sano,26,3,0,0,2,0,1.7,119,4.6,5,6,-2
Calebe,Calebe,20345,2025/26,28,Alavés,Mediocampista,7.0,25,BR,40%,Sano,17,0,0,0,2,0,0.5,48,2.8,0,0,1
Calero,F. Calero,20347,2025/26,28,Espanyol,Defensa,10.0,30,ES,40%,Sano,21,0,0,0,3,0,0.8,96,4.6,2,0,1
Caleta-Car,Caleta-Car,20352,2025/26,28,Real Sociedad,Defensa,10.0,29,HR,60%,Sano,18,1,0,0,4,1,1.5,72,4,4,9,10
Calvo,Dani Calvo,20351,2025/26,28,Real Oviedo,Defensa,9.0,31,ES,40%,Sano,12,0,0,0,3,0,1,52,4.3,8,4,4
Camavinga,Camavinga,20350,2025/26,28,Real Madrid,Mediocampista,10.0,23,FR,70%,Sano,19,1,0,0,0,0,0.5,90,4.7,0,0,7
Camello,Camello,20348,2025/26,28,Rayo,Delantero,5.0,25,ES,5%,Sano,13,0,0,0,2,1,-1,23,1.8,0,0,0
Cancelo,Cancelo,20344,2025/26,28,Barcelona,Defensa,10.0,31,PT,70%,Sano,5,0,1,0,0,0,2.1,38,7.6,9,0,16
Cardoso,Johnny,20343,2025/26,28,Atlético,Mediocampista,7.0,24,US,50%,Sano,12,0,0,0,4,0,1.1,42,3.5,2,7,3
Cardoso,Cardoso,20344,2025/26,28,Sevilla,Defensa,7.0,31,PT,40%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20348,2025/26,28,Levante,Delantero,6.0,20,ES,70%,Sano,14,4,0,0,1,0,2.7,47,3.4,9,14,0
Carlos Martín,Carlos Martín,20348,2025/26,28,Rayo,Mediocampista,4.0,23,ES,50%,Sano,5,0,0,0,1,0,1,10,2,2,0,0
Carlos Soler,C. Soler,20352,2025/26,28,Real Sociedad,Mediocampista,18.0,29,ES,80%,Sano,22,4,2,0,2,1,2,127,5.8,12,14,0
Carmo,David Carmo,20351,2025/26,28,Real Oviedo,Defensa,10.0,26,AO,50%,Sano,21,1,0,0,8,1,1,95,4.5,8,2,4
Carmona,Carmona,20344,2025/26,28,Sevilla,Defensa,10.0,24,ES,50%,Sano,25,1,3,0,9,0,0.5,86,3.4,4,-1,3
Carreira,Carreira,20349,2025/26,28,Celta,Defensa,11.0,25,ES,50%,Sano,23,2,1,0,2,0,2,100,4.3,1,4,0
Carvajal,Carvajal,20350,2025/26,28,Real Madrid,Defensa,6.0,34,ES,70%,Sano,10,0,0,0,0,0,0.8,35,3.5,0,3,4
Casadó,M. Casadó,20344,2025/26,28,Barcelona,Mediocampista,7.0,22,ES,70%,Sano,17,0,1,0,0,0,1,56,3.3,6,0,0
Castrín,A. Castrín,20344,2025/26,28,Sevilla,Defensa,8.0,22,ES,40%,Sano,9,0,0,0,3,0,-1,40,4.4,0,0,0
Catena,Catena,20352,2025/26,28,Osasuna,Defensa,18.0,31,ES,95%,Sano,25,2,2,0,8,1,1.6,143,5.7,4,5,5
Cazorla,S. Cazorla,20351,2025/26,28,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,18,0,1,0,0,1,1.2,50,2.8,2,1,4
Ceballos,D. Ceballos,20350,2025/26,28,Real Madrid,Mediocampista,6.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,0,45,3,0,0,1
Cepeda,Cepeda,20350,2025/26,28,Elche,Delantero,7.0,23,CL,30%,Sano,5,0,0,0,1,0,1,15,3,0,4,1
Cervi,Franco Cervi,20349,2025/26,28,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20351,2025/26,28,Real Oviedo,Delantero,11.0,25,MA,70%,Sano,25,3,1,0,1,1,1.3,107,4.3,3,2,7
Chimy,Chimy Ávila,20349,2025/26,28,Betis,Delantero,5.0,32,AR,30%,Sano,11,1,0,0,4,0,1,27,2.5,5,0,0
Chust,V. Chust,20350,2025/26,28,Elche,Defensa,9.0,26,ES,70%,Sano,21,0,0,0,7,1,1.2,63,3,3,3,3
Colombatto,Colobatto,20351,2025/26,28,Real Oviedo,Mediocampista,10.0,29,AR,50%,Sano,22,0,1,0,6,0,1,81,3.7,0,1,2
Comesaña,Comesaña,20345,2025/26,28,Villarreal,Mediocampista,12.0,29,ES,70%,Sano,25,3,3,0,4,1,1.6,122,4.9,11,1,12
Conde,Diego Conde,20345,2025/26,28,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20351,2025/26,28,Valencia,Defensa,10.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,1,76,3.6,0,0,2
Cortés,Paco Cortes,20348,2025/26,28,Levante,Delantero,5.0,18,ES,70%,Sano,9,0,0,0,1,0,1.5,27,3,8,5,2
Costa,Costa,20345,2025/26,28,Villarreal,Defensa,4.9,24,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20351,2025/26,28,Real Oviedo,Defensa,11.0,30,ES,60%,Sano,17,0,0,0,2,0,-1,80,4.7,0,0,0
Courtois,Courtois,20350,2025/26,28,Real Madrid,Portero,23.0,33,BE,70%,Sano,27,0,0,0,1,0,1.4,177,6.6,5,6,-3
Cubarsí,Pau Cubrasí,20344,2025/26,28,Barcelona,Defensa,15.0,19,ES,60%,Sano,22,1,0,0,2,0,2,117,5.3,8,4,0
Cucho,Cucho,20349,2025/26,28,Betis,Delantero,21.0,26,CO,50%,Sano,22,8,3,0,2,0,1.4,137,6.2,4,2,4
Cuéllar,Cuéllar,20347,2025/26,28,Mallorca,Portero,1.0,41,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20348,2025/26,28,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20348,2025/26,28,Rayo,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cömert,Cömert,20351,2025/26,28,Valencia,Defensa,9.0,28,CH,90%,Sano,10,2,0,0,2,0,1.7,51,5.1,9,7,1
D. Duarte,Domingos Duar...,20343,2025/26,28,Getafe,Defensa,11.0,31,PT,90%,Sano,24,0,0,0,9,0,1.6,111,4.6,5,8,3
D. Llorente,Llorente,20349,2025/26,28,Betis,Defensa,7.0,32,ES,70%,Sano,10,1,0,0,3,0,1.2,43,4.3,2,2,3
Danjuma,Danjuma,20351,2025/26,28,Valencia,Delantero,11.0,29,NL,30%,Sano,25,3,2,0,0,0,0.9,112,4.5,2,2,1
Darder,Darder,20347,2025/26,28,Mallorca,Mediocampista,15.0,32,ES,40%,Sano,27,1,4,0,3,0,0.7,141,5.2,6,5,3
David López,David López,20346,2025/26,28,Girona,Defensa,3.0,36,ES,35%,Sano,3,0,0,0,0,0,-1,4,1.3,0,0,0
David López,David López,20347,2025/26,28,Mallorca,Defensa,6.0,23,ES,40%,Sano,6,0,0,0,1,0,1,18,3,-1,0,0
Davinchi,Davinchi,20343,2025/26,28,Getafe,Defensa,5.0,18,ES,0%,Lesionado/Duda,7,0,0,0,1,0,-1,19,2.7,0,0,0
De Frutos,De Frutos,20348,2025/26,28,Rayo,Delantero,21.0,29,ES,95%,Sano,25,10,1,0,2,0,1.9,155,6.2,2,16,11
De la Fuente,Dela,20348,2025/26,28,Levante,Defensa,10.0,27,ES,0%,Sano,24,2,1,0,5,0,1.5,98,4.1,3,13,0
Dendoncker,Dendoncker,20351,2025/26,28,Real Oviedo,Mediocampista,9.0,30,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20345,2025/26,28,Alavés,Mediocampista,8.0,32,ES,40%,Sano,21,1,1,0,4,0,1,72,3.4,11,0,2
Deossa,Nelson Deossa,20349,2025/26,28,Betis,Mediocampista,6.0,26,CO,50%,Sano,16,0,0,0,3,0,1,46,2.9,3,0,1
Diabaté,Diabate,20345,2025/26,28,Alavés,Delantero,1.0,26,CI,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Diakhaby,Diakhaby,20351,2025/26,28,Valencia,Defensa,8.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20350,2025/26,28,Elche,Delantero,6.0,27,CD,40%,Sano,15,1,0,0,2,0,0.7,34,2.3,1,2,0
Diego López,Diego López,20351,2025/26,28,Valencia,Delantero,10.0,23,ES,30%,Sano,24,3,0,0,2,0,1,81,3.4,2,1,0
Diego Rico,Rico,20343,2025/26,28,Getafe,Defensa,9.0,33,ES,30%,Sano,23,0,0,0,4,0,1.6,65,2.8,1,4,2
Dimitrievski,Dimitrievski,20351,2025/26,28,Valencia,Portero,9.0,32,MK,95%,Sano,9,0,0,0,0,0,1.7,50,5.6,4,9,4
Dituro,M. Dituro,20350,2025/26,28,Elche,Portero,13.0,38,AR,60%,Sano,11,0,0,0,1,0,2.1,72,6.5,5,5,5
Djené,Djene,20343,2025/26,28,Getafe,Defensa,10.0,34,TG,80%,Sano,25,0,0,0,6,1,0.6,103,4.1,8,0,-2
Dmitrovic,Dmitrovic,20347,2025/26,28,Espanyol,Portero,17.0,34,RS,95%,Sano,27,0,0,0,0,0,1.4,149,5.5,5,7,1
Dolan,Dolan,20347,2025/26,28,Espanyol,Delantero,10.0,24,EN,70%,Sano,26,1,3,0,5,1,1.2,106,4.1,5,0,2
Domínguez,C. Dominguez,20349,2025/26,28,Celta,Defensa,6.0,25,ES,50%,Sano,7,0,0,0,1,0,1.5,25,3.6,0,4,0
Duro,Hugo Duro,20351,2025/26,28,Valencia,Delantero,10.0,26,ES,30%,Sano,26,8,0,0,5,0,1.9,103,4,11,2,1
Durán,Pablo Durán,20349,2025/26,28,Celta,Delantero,8.0,24,ES,50%,Sano,20,2,2,0,0,0,1,73,3.7,0,0,2
Echeverri,Echeverri,20346,2025/26,28,Girona,Mediocampista,5.0,20,AR,50%,Sano,7,0,0,0,3,0,1.3,18,2.6,2,1,2
Eder García,Eder García,20346,2025/26,28,Athletic,Mediocampista,2.0,2026,N/A,10%,Sano,2,0,0,0,1,0,1,2,1,2,0,0
Edu Expósito,Edu Expósito,20347,2025/26,28,Espanyol,Mediocampista,20.0,29,ES,50%,Sano,25,1,6,0,5,0,1.7,151,6,0,7,9
Egiluz,Egiluz,20346,2025/26,28,Athletic,Defensa,0.4,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Ejaria,Ejaria,20351,2025/26,28,Real Oviedo,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20344,2025/26,28,Sevilla,Delantero,7.0,28,NG,30%,Sano,20,1,1,0,0,0,1.5,80,4,4,3,4
El Hilali,El Hilali,20347,2025/26,28,Espanyol,Defensa,9.0,22,MA,80%,Sano,25,0,2,0,5,0,1.2,72,2.9,6,0,-4
El-Abdellaoui,El-Abdellaoui,20349,2025/26,28,Celta,Delantero,6.0,20,MA,20%,Sano,17,2,0,0,0,0,1.3,48,2.8,2,1,2
Elgezabal,Elgezabal,20348,2025/26,28,Levante,Defensa,8.0,32,ES,40%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric García,Eric,20344,2025/26,28,Barcelona,Defensa,18.0,25,ES,50%,Lesionado/Duda,27,1,2,0,3,0,2,155,5.7,9,5,15
Espart,Xavi Espart,20344,2025/26,28,Barcelona,Defensa,1.0,18,ES,50%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Espino,Pacha,20348,2025/26,28,Rayo,Defensa,8.0,34,UY,70%,Sano,20,2,0,0,2,0,1.8,66,3.3,11,0,7
Etta Eyong,Etta Eyong,20348,2025/26,28,Levante,Delantero,10.0,22,CM,30%,Sano,22,5,2,0,2,0,1,114,4.6,1,7,1
F. de Jong,F. De Jong,20344,2025/26,28,Barcelona,Mediocampista,21.0,28,NL,0%,Lesionado/Duda,19,1,4,0,6,1,2,119,6.3,0,0,15
Febas,Febas,20350,2025/26,28,Elche,Mediocampista,14.0,30,ES,80%,Sano,26,2,1,0,7,0,1.5,133,5.1,2,5,2
Femenia,Kiko F.,20343,2025/26,28,Getafe,Defensa,11.0,35,ES,90%,Sano,22,1,1,0,4,0,1.4,97,4.4,12,2,5
Fer López,Fer López,20349,2025/26,28,Celta,Mediocampista,8.0,21,ES,70%,Sano,6,0,0,0,0,0,1.2,22,3.7,2,1,6
Fermín,Fermín,20344,2025/26,28,Barcelona,Mediocampista,23.0,22,ES,50%,Sano,21,5,7,0,2,0,1.7,151,7.2,2,15,9
Ferran,Ferran,20344,2025/26,28,Barcelona,Delantero,20.0,26,ES,70%,Sano,25,12,1,0,2,0,0.7,152,6.1,4,2,2
Fidalgo,Fidalgo,20349,2025/26,28,Betis,Mediocampista,10.0,28,ES,80%,Sano,5,1,0,0,0,0,1.6,26,5.2,3,11,3
Fonseca,Fonseca,20351,2025/26,28,Real Oviedo,Mediocampista,5.0,27,UY,50%,Sano,10,0,0,0,2,0,1,16,1.6,4,1,7
Fornals,Fornals,20349,2025/26,28,Betis,Mediocampista,27.0,30,ES,50%,Sano,27,6,4,0,2,0,1,192,7.1,4,4,1
Fort,Héctor Fort,20350,2025/26,28,Elche,Defensa,8.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20347,2025/26,28,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20351,2025/26,28,Real Oviedo,Delantero,4.0,24,ES,20%,Sano,14,0,1,0,0,0,-1,27,1.9,0,0,0
