ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20343,2025/26,28,Atlético,González,Mediocampista,11.0,27,AR,70%,Sano,19,3,0,0,3,0,3,99,5.2,17,0,0
20346,2025/26,28,Athletic,Gorosabel,Defensa,7.0,29,ES,50%,Sano,15,0,1,0,2,0,1.3,38,2.5,2,2,0
20352,2025/26,28,Real Sociedad,Gorrotxategi,Mediocampista,11.0,24,ES,50%,Lesionado/Duda,24,1,3,0,6,0,1.2,108,4.5,0,5,2
20343,2025/26,28,Atlético,Griezmann,Delantero,9.0,34,FR,30%,Sano,24,6,1,0,0,0,1.7,116,4.8,7,2,6
20344,2025/26,28,Sevilla,Gudelj,Mediocampista,11.0,34,RS,90%,Sano,23,1,0,0,7,0,1.1,98,4.3,4,5,11
20352,2025/26,28,Real Sociedad,Guedes,Mediocampista,17.0,29,PT,80%,Sano,27,6,4,0,1,0,1,149,5.5,0,5,6
20345,2025/26,28,Alavés,Guevara,Mediocampista,6.0,28,ES,0%,Sano,19,1,0,0,4,1,1,47,2.5,-1,1,2
20351,2025/26,28,Valencia,Guido,Mediocampista,7.0,31,AR,80%,Sano,5,0,0,0,0,0,1.3,16,3.2,1,8,3
20348,2025/26,28,Rayo,Gumbau,Mediocampista,6.0,31,ES,70%,Sano,19,0,1,0,4,0,0.9,45,2.4,2,0,6
20345,2025/26,28,Alavés,Guridi,Mediocampista,5.0,31,ES,50%,Sano,17,0,0,0,1,0,1,34,2,3,0,0
20346,2025/26,28,Athletic,Guruzeta,Delantero,11.0,29,ES,70%,Sano,24,6,1,0,4,1,1.7,106,4.4,2,1,15
20350,2025/26,28,Real Madrid,Güler,Mediocampista,29.0,21,TR,60%,Sano,27,3,8,0,1,0,0.8,200,7.4,8,8,5
20343,2025/26,28,Atlético,Hancko,Defensa,12.0,28,SK,40%,Sano,25,0,2,0,1,0,1.5,122,4.9,2,0,4
20351,2025/26,28,Real Oviedo,Hassan,Mediocampista,10.0,24,FR,50%,Sano,26,0,3,0,1,0,1.3,104,4,2,2,6
20352,2025/26,28,Osasuna,Herrando,Defensa,10.0,25,ES,50%,Sano,23,0,1,0,2,0,1.5,73,3.2,2,4,4
20352,2025/26,28,Osasuna,Herrera,Portero,23.0,32,ES,95%,Sano,27,0,0,0,3,0,0.9,176,6.5,3,0,7
20352,2025/26,28,Real Sociedad,Herrera,Mediocampista,4.0,28,VE,50%,Sano,7,0,0,0,1,0,1.2,8,0.9,1,1,-1
20349,2025/26,28,Celta,Hugo Álvarez,Mediocampista,8.0,22,ES,70%,Sano,18,2,1,0,2,0,1.3,63,3.5,1,3,5
20350,2025/26,28,Real Madrid,Huijsen,Defensa,20.0,20,ES,50%,Sano,19,1,2,0,5,1,0,114,6,0,1,0
20346,2025/26,28,Athletic,I. Williams,Delantero,10.0,31,GH,90%,Sano,19,2,2,0,1,0,1.1,79,4.2,2,10,2
20345,2025/26,28,Alavés,Ibáñez,Mediocampista,10.0,27,ES,50%,Sano,26,1,1,0,5,0,1.7,103,4,0,2,4
20349,2025/26,28,Celta,Iglesias,Delantero,18.0,33,ES,30%,Sano,24,11,2,0,6,0,1.7,137,5.7,8,0,3
20343,2025/26,28,Getafe,Iglesias,Defensa,11.0,27,ES,80%,Sano,26,1,2,0,3,0,1.9,111,4.3,6,9,1
20352,2025/26,28,Osasuna,Iker Muñoz,Mediocampista,6.0,23,ES,50%,Sano,11,0,0,0,3,0,1,31,2.8,0,0,1
20349,2025/26,28,Betis,Isco,Mediocampista,10.0,33,ES,0%,Lesionado/Duda,1,0,1,0,0,0,-1,10,10,0,0,0
20348,2025/26,28,Rayo,Isi,Delantero,11.0,31,ES,50%,Sano,26,3,3,0,8,0,1.4,123,4.7,5,4,4
20350,2025/26,28,Elche,Iturbe,Portero,1.0,22,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20346,2025/26,28,Girona,Iván Martín,Mediocampista,10.0,27,ES,40%,Sano,25,0,1,0,5,1,1.2,113,4.5,4,2,3
20348,2025/26,28,Levante,Iván Romero,Delantero,11.0,24,ES,90%,Sano,23,4,1,0,3,0,1.7,102,4.4,4,4,5
20349,2025/26,28,Celta,Iván Villar,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20346,2025/26,28,Athletic,Izeta,Delantero,3.0,26,ES,0%,Sano,10,0,0,0,2,0,1,14,1.4,0,0,2
20344,2025/26,28,Sevilla,Januzaj,Mediocampista,4.0,31,BE,20%,Sano,12,0,0,0,1,0,1.4,24,2,0,2,2
20346,2025/26,28,Athletic,Jauregizar,Mediocampista,11.0,22,ES,95%,Sano,26,2,0,0,3,0,1.3,121,4.7,2,1,0
20351,2025/26,28,Valencia,Javi Guerra,Mediocampista,10.0,22,ES,80%,Sano,26,1,3,0,3,0,1.9,98,3.8,8,10,2
20351,2025/26,28,Real Oviedo,Javi López,Defensa,8.0,23,ES,70%,Sano,15,0,0,0,2,0,1,39,2.6,3,1,4
20343,2025/26,28,Getafe,Javi Muñoz,Mediocampista,5.0,31,ES,10%,Sano,13,0,0,0,0,0,-1,29,2.2,0,0,0
20349,2025/26,28,Celta,Javi Rodríguez,Defensa,10.0,22,ES,60%,Sano,23,0,0,0,3,0,1.8,94,4.1,3,2,11
20351,2025/26,28,Valencia,Jesús Vázquez,Defensa,6.0,23,ES,10%,Sano,16,0,0,0,2,0,1.1,37,2.3,0,1,2
20344,2025/26,28,Barcelona,Joan Garcia,Portero,39.0,24,ES,95%,Sano,21,0,0,0,1,0,2,188,9,12,3,11
20347,2025/26,28,Espanyol,Jofre,Delantero,7.0,24,ES,30%,Sano,19,1,0,0,1,0,1.1,52,2.7,2,1,5
20350,2025/26,28,Elche,John C.,Defensa,5.0,25,ES,20%,Lesionado/Duda,14,1,0,0,2,0,-1,31,2.2,0,0,0
20352,2025/26,28,Real Sociedad,Jon Martín,Defensa,10.0,19,ES,80%,Sano,17,0,0,0,4,0,1,62,3.6,3,0,2
20345,2025/26,28,Alavés,Jonny,Defensa,10.0,32,ES,90%,Sano,26,0,0,0,5,0,1,83,3.2,0,3,1
20344,2025/26,28,Sevilla,Jordan,Mediocampista,2.0,31,ES,0%,Sano,3,0,0,0,1,1,-1,3,1,0,0,0
20350,2025/26,28,Elche,Josan,Mediocampista,6.0,36,ES,50%,Sano,14,0,2,0,2,0,1,53,3.8,1,4,0
20347,2025/26,28,Mallorca,Joseph,Delantero,10.0,22,ES,70%,Sano,26,2,2,0,2,0,1.4,96,3.7,5,4,0
20346,2025/26,28,Girona,Juan Carlos,Portero,1.0,38,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
20352,2025/26,28,Osasuna,Juan Cruz,Defensa,6.0,33,ES,15%,Sano,14,0,0,0,0,0,1.1,39,2.8,2,2,0
20344,2025/26,28,Sevilla,Juanlu,Mediocampista,10.0,22,ES,70%,Sano,22,0,2,0,4,1,1.2,82,3.7,3,2,0
20343,2025/26,28,Getafe,Juanmi,Delantero,4.0,32,ES,0%,Lesionado/Duda,8,1,0,0,0,0,-1,18,2.3,0,0,0
20343,2025/26,28,Atlético,Julio Díaz,Defensa,8.0,21,ES,50%,Sano,1,0,0,0,0,0,2.5,7,7,0,7,0
20349,2025/26,28,Betis,Junior,Defensa,7.0,29,DO,50%,Sano,9,0,1,0,2,0,0.5,29,3.2,0,0,0
20349,2025/26,28,Celta,Jutglà,Delantero,9.0,27,ES,70%,Sano,19,4,1,0,4,0,1.2,76,4,4,8,3
20347,2025/26,28,Mallorca,Kalumba,Delantero,1.0,21,FR,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20343,2025/26,28,Getafe,Kamara,Delantero,3.0,22,EN,0%,Lesionado/Duda,9,0,0,0,1,0,-1,16,1.8,0,0,0
20345,2025/26,28,Villarreal,Kambwala,Defensa,5.3,21,FR,0%,Sano,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
20352,2025/26,28,Real Sociedad,Karrikaburu,Delantero,3.0,23,ES,0%,Sano,6,0,0,0,0,0,-1,9,1.5,0,0,0
20352,2025/26,28,Osasuna,Kike Barja,Delantero,4.0,28,ES,25%,Sano,17,1,0,0,2,0,1.9,33,1.9,6,5,0
20347,2025/26,28,Espanyol,Kike García,Delantero,10.0,36,ES,70%,Sano,26,6,1,0,3,0,1.6,103,4,11,8,1
20344,2025/26,28,Sevilla,Kike Salas,Defensa,13.0,23,ES,0%,Lesionado/Duda,16,1,0,0,0,0,1.8,84,5.3,4,4,9
20343,2025/26,28,Atlético,Koke,Mediocampista,13.0,34,ES,80%,Sano,25,2,2,0,4,0,1,124,5,5,3,3
20345,2025/26,28,Alavés,Koski,Defensa,1.0,24,FI,40%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20344,2025/26,28,Barcelona,Koundé,Defensa,14.0,27,FR,0%,Lesionado/Duda,25,1,3,0,4,0,1.5,127,5.1,0,13,9
20346,2025/26,28,Girona,Krapyvtsov,Portero,3.0,20,UA,0%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
20352,2025/26,28,Real Sociedad,Kubo,Mediocampista,13.0,24,JP,0%,Lesionado/Duda,18,2,3,0,0,0,-1,104,5.8,0,0,0
20347,2025/26,28,Mallorca,Kumbulla,Defensa,4.0,26,AL,10%,Lesionado/Duda,7,0,0,0,1,0,-1,9,1.3,0,0,0
20351,2025/26,28,Real Oviedo,L. Ilic,Mediocampista,5.0,26,RS,40%,Sano,17,1,0,0,4,1,1,32,1.9,2,1,2
20349,2025/26,28,Celta,Lago,Defensa,5.0,21,ES,0%,Sano,4,0,0,0,2,0,-1,10,2.5,0,0,0
20346,2025/26,28,Athletic,Laporte,Defensa,11.0,31,ES,90%,Sano,16,0,1,0,2,0,1.7,78,4.9,4,5,9
20346,2025/26,28,Girona,Lass,Mediocampista,1.0,21,GN,0%,Sano,5,0,0,0,0,1,-1,0,0,0,0,0
20347,2025/26,28,Mallorca,Lato,Defensa,4.0,28,ES,30%,Sano,8,0,1,0,2,0,1,16,2,0,0,5
20343,2025/26,28,Atlético,Le Normand,Defensa,10.0,29,ES,30%,Sano,20,1,0,0,3,0,1,86,4.3,0,6,1
20348,2025/26,28,Rayo,Lejeune,Defensa,20.0,34,FR,80%,Sano,27,0,0,0,4,0,1.5,162,6,4,11,7
20346,2025/26,28,Athletic,Lekue,Defensa,4.0,32,ES,20%,Sano,8,0,0,0,2,2,0.5,13,1.6,0,0,-1
20346,2025/26,28,Girona,Lemar,Mediocampista,9.0,30,FR,50%,Sano,18,2,1,0,2,0,1.3,83,4.6,5,4,4
20343,2025/26,28,Atlético,Lenglet,Defensa,9.0,30,FR,50%,Sano,11,0,0,0,4,1,-1,48,4.4,0,0,0
20347,2025/26,28,Mallorca,Leo Román,Portero,12.0,25,ES,95%,Sano,22,0,0,1,3,0,1.1,105,4.8,2,3,4
20343,2025/26,28,Getafe,Letácek,Portero,1.0,27,CZ,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20344,2025/26,28,Barcelona,Lewandowski,Delantero,10.0,37,PL,30%,Sano,22,11,1,0,2,0,1,121,5.5,1,7,5
20343,2025/26,28,Getafe,Liso,Delantero,9.0,20,ES,10%,Sano,22,3,0,0,4,1,0.9,67,3,0,-1,1
20347,2025/26,28,Mallorca,Llabrés,Delantero,3.0,23,ES,10%,Lesionado/Duda,14,0,0,0,0,0,-1,23,1.6,0,1,1
20349,2025/26,28,Betis,Lo Celso,Mediocampista,11.0,29,AR,0%,Lesionado/Duda,17,2,2,0,3,0,-1,93,5.5,0,0,0
20343,2025/26,28,Atlético,Lookman,Delantero,7.0,28,NG,30%,Sano,5,1,0,0,1,0,0.6,16,3.2,2,1,9
20348,2025/26,28,Levante,Losada,Delantero,6.0,24,ES,30%,Sano,15,2,0,0,1,0,1,43,2.9,0,2,2
20347,2025/26,28,Espanyol,Lozano,Mediocampista,9.0,26,ES,80%,Sano,25,1,1,0,7,0,1.2,75,3,2,7,2
20343,2025/26,28,Getafe,Luis Milla,Mediocampista,28.0,31,ES,95%,Sano,26,0,8,0,2,1,2,187,7.2,7,10,1
20343,2025/26,28,Getafe,Luis Vázquez,Delantero,14.0,24,AR,90%,Sano,7,2,0,0,0,0,1.3,41,5.9,4,5,3
20348,2025/26,28,Rayo,Luiz Felipe,Defensa,5.0,28,IT,40%,Sano,9,0,0,0,1,0,1.5,26,2.9,0,7,0
20345,2025/26,28,Villarreal,Luiz Junior,Portero,28.0,25,BR,90%,Sano,24,0,0,1,3,0,1.3,173,7.2,10,0,3
20350,2025/26,28,Real Madrid,Lunin,Portero,1.0,27,UA,5%,Sano,0,0,0,0,0,1,-1,-1,0,0,0,0
20347,2025/26,28,Mallorca,Luvumbo,Delantero,4.0,24,AO,30%,Sano,2,0,0,0,0,0,1,4,2,0,2,0
20349,2025/26,28,Celta,M. Alonso,Defensa,23.0,35,ES,60%,Sano,23,1,0,0,2,0,1.4,148,6.4,3,0,10
20343,2025/26,28,Atlético,M. Llorente,Defensa,20.0,31,ES,50%,Lesionado/Duda,23,0,4,0,4,0,1.7,140,6.1,3,3,10
20347,2025/26,28,Mallorca,Maffeo,Defensa,10.0,28,AR,70%,Sano,22,1,0,0,7,0,1,83,3.8,10,3,1
20344,2025/26,28,Sevilla,Manu Bueno,Mediocampista,4.0,21,ES,0%,Sano,4,0,0,0,0,0,-1,10,2.5,0,0,0
20349,2025/26,28,Celta,Manu Fernández,Defensa,7.0,24,ES,40%,Sano,13,0,0,0,2,0,1,43,3.3,0,2,0
20348,2025/26,28,Levante,Manu Sánchez,Defensa,9.0,25,ES,80%,Sano,23,1,1,0,6,0,1.1,72,3.1,2,7,1
20350,2025/26,28,Real Madrid,Manuel Ángel,Mediocampista,3.0,2026,N/A,50%,Sano,1,0,0,0,0,0,-1,2,2,2,0,0
20349,2025/26,28,Betis,Marc Roca,Mediocampista,11.0,29,ES,60%,Sano,21,0,1,0,1,0,1.3,92,4.4,0,3,3
20349,2025/26,28,Celta,Marc Vidal,Portero,0.6,26,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20344,2025/26,28,Sevilla,Marcão,Defensa,8.0,29,BR,0%,Lesionado/Duda,13,0,0,0,4,1,-1,46,3.5,0,0,0
20345,2025/26,28,Alavés,Mariano,Delantero,4.0,32,DO,10%,Sano,10,0,0,0,1,0,0,18,1.8,1,0,0
20343,2025/26,28,Getafe,Mario Martín,Mediocampista,9.0,22,ES,40%,Sano,25,2,0,0,8,0,1.4,64,2.6,2,2,2
20352,2025/26,28,Real Sociedad,Marrero,Portero,1.0,24,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20350,2025/26,28,Elche,Martim Neto,Mediocampista,11.0,23,PT,50%,Sano,21,2,5,0,2,0,1,113,5.4,9,0,0
20344,2025/26,28,Barcelona,Martín,Defensa,10.0,24,ES,70%,Sano,22,0,0,0,5,0,1.7,96,4.4,8,0,6
20352,2025/26,28,Real Sociedad,Marín,Mediocampista,7.0,22,ES,30%,Sano,24,0,0,0,1,0,1,49,2,1,1,0
20347,2025/26,28,Mallorca,Mascarell,Mediocampista,10.0,33,GQ,70%,Sano,20,1,1,0,4,0,1.2,76,3.8,6,3,4
20350,2025/26,28,Real Madrid,Mastantuono,Delantero,8.0,18,AR,0%,Sano,16,1,0,0,4,1,0,58,3.6,0,3,0
20348,2025/26,28,Levante,Matturro,Defensa,7.0,21,UY,70%,Sano,13,1,0,0,0,1,1,42,3.2,2,0,3
20344,2025/26,28,Sevilla,Maupay,Delantero,8.0,29,FR,20%,Sano,4,1,0,0,0,0,1,18,4.5,0,0,4
20343,2025/26,28,Getafe,Mayoral,Delantero,10.0,28,ES,0%,Lesionado/Duda,14,4,1,0,0,0,-1,67,4.8,0,0,0
20350,2025/26,28,Real Madrid,Mbappé,Delantero,60.0,27,FR,40%,Lesionado/Duda,23,23,4,0,3,0,0,279,12.1,0,0,3
20343,2025/26,28,Atlético,Mendoza,Mediocampista,8.0,20,ES,0%,Lesionado/Duda,4,0,0,0,1,0,1.1,58,2.9,2,5,0
20348,2025/26,28,Rayo,Mendy,Defensa,17.0,21,SN,70%,Sano,17,2,0,0,4,1,1,94,5.5,6,0,7
20350,2025/26,28,Real Madrid,Mendy,Defensa,4.0,30,FR,0%,Lesionado/Duda,2,0,0,0,0,0,2,6,3,5,0,0
20344,2025/26,28,Sevilla,Mendy,Mediocampista,10.0,26,FR,40%,Sano,22,1,0,0,6,0,0.9,73,3.3,2,2,2
20347,2025/26,28,Espanyol,Miguel Rubio,Defensa,4.0,28,ES,5%,Sano,9,1,0,0,0,0,-1,24,2.7,0,1,0
20345,2025/26,28,Villarreal,Mikautadze,Delantero,21.0,25,GE,60%,Sano,22,8,4,0,1,0,1.6,136,6.2,4,1,1
20350,2025/26,28,Real Madrid,Militão,Defensa,13.0,28,BR,0%,Lesionado/Duda,13,1,1,0,2,0,-1,86,6.6,0,0,0
20349,2025/26,28,Celta,Mingueza,Defensa,10.0,26,ES,50%,Sano,23,1,3,0,3,0,1.2,96,4.2,3,8,0
20352,2025/26,28,Osasuna,Moi Gómez,Mediocampista,8.0,31,ES,40%,Sano,19,0,1,0,2,0,1.5,72,3.8,9,1,0
20347,2025/26,28,Mallorca,Mojica,Defensa,10.0,33,CO,80%,Sano,27,0,3,0,4,0,1.2,94,3.5,3,7,-2
20351,2025/26,28,Real Oviedo,Moldovan,Portero,1.0,28,RO,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20345,2025/26,28,Villarreal,Moleiro,Mediocampista,24.0,22,ES,90%,Sano,26,9,4,0,3,0,1.2,174,6.7,4,1,5
20343,2025/26,28,Atlético,Molina,Defensa,8.0,27,AR,70%,Sano,19,0,1,0,2,0,0.8,62,3.3,2,5,1
20352,2025/26,28,Osasuna,Moncayola,Mediocampista,11.0,27,ES,80%,Sano,25,0,4,0,6,0,1.2,118,4.7,2,4,2
20348,2025/26,28,Levante,Morales,Delantero,5.0,38,ES,30%,Sano,18,1,1,0,1,0,1,48,2.7,0,2,0
20348,2025/26,28,Levante,Moreno,Defensa,11.0,22,AR,90%,Sano,18,0,0,0,4,0,1.5,85,4.7,7,9,0
20347,2025/26,28,Mallorca,Morey,Defensa,5.0,26,ES,30%,Sano,16,1,0,0,2,0,1,30,1.9,-1,2,0
20349,2025/26,28,Celta,Moriba,Mediocampista,10.0,23,GN,30%,Sano,27,0,1,0,4,0,1.5,86,3.2,3,5,2
20347,2025/26,28,Mallorca,Morlanes,Mediocampista,8.0,27,ES,70%,Sano,21,1,0,0,4,1,1,67,3.2,5,2,0
20345,2025/26,28,Villarreal,Mouriño,Defensa,14.0,24,UY,90%,Sano,20,1,2,0,9,1,1.6,102,5.1,11,5,4
20348,2025/26,28,Rayo,Mumin,Defensa,1.0,27,GH,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20347,2025/26,28,Mallorca,Muriqi,Delantero,24.0,31,XK,95%,Sano,26,18,1,0,3,1,1.5,172,6.6,13,2,2
20343,2025/26,28,Atlético,Musso,Portero,9.0,31,AR,5%,Sano,1,0,0,0,1,0,-1,8,8,0,0,0
20346,2025/26,28,Athletic,N. Williams,Delantero,21.0,23,ES,0%,Lesionado/Duda,19,4,2,0,1,0,-1,121,6.4,0,0,0
20348,2025/26,28,Levante,Nacho Pérez,Defensa,3.0,17,ES,10%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,1
20351,2025/26,28,Real Oviedo,Nacho Vidal,Defensa,10.0,31,ES,80%,Sano,18,0,0,0,3,0,1.2,65,3.6,5,0,7
20349,2025/26,28,Betis,Natan,Defensa,16.0,25,BR,50%,Sano,24,0,0,0,6,0,1,130,5.4,0,-1,5
20346,2025/26,28,Athletic,Navarro,Mediocampista,8.0,23,ES,30%,Sano,22,5,1,0,1,0,1.3,93,4.2,4,0,2
20347,2025/26,28,Espanyol,Ngongé,Delantero,8.0,25,BE,50%,Sano,4,0,2,0,2,0,1.3,23,5.8,9,0,0
20344,2025/26,28,Sevilla,Nianzou,Defensa,6.0,23,FR,70%,Sano,10,0,0,0,5,0,1.5,28,2.8,5,0,2
20348,2025/26,28,Rayo,Nteka,Delantero,3.0,28,AO,5%,Sano,8,0,0,0,0,0,-1,14,1.8,0,0,0
20344,2025/26,28,Sevilla,Nyland,Portero,6.0,35,NO,5%,Sano,4,0,0,0,1,0,-1,16,4,0,0,0
20343,2025/26,28,Getafe,Nyom,Defensa,3.0,37,CM,10%,Sano,11,0,0,0,4,1,1,8,0.7,1,0,0
20351,2025/26,28,Valencia,Núñez,Defensa,10.0,29,ES,90%,Sano,5,0,0,0,1,0,1.5,26,5.2,3,10,-2
20343,2025/26,28,Atlético,Oblak,Portero,25.0,33,SI,95%,Sano,26,0,0,0,0,0,1.3,178,6.8,0,14,0
20352,2025/26,28,Real Sociedad,Odriozola,Defensa,6.0,30,ES,0%,Lesionado/Duda,5,1,0,0,0,0,-1,22,4.4,0,0,2
20348,2025/26,28,Levante,Olasagasti,Mediocampista,7.0,25,ES,0%,Sano,23,1,2,0,3,1,1.2,62,2.7,-2,7,3
20344,2025/26,28,Barcelona,Olmo,Mediocampista,29.0,27,ES,70%,Sano,22,6,6,0,0,0,1,163,7.4,7,2,5
20345,2025/26,28,Villarreal,Oluwaseyi,Delantero,6.0,25,CA,40%,Sano,21,2,1,0,1,0,0,59,2.8,0,2,0
20348,2025/26,28,Levante,Oriol Rey,Mediocampista,8.0,28,ES,70%,Sano,15,0,0,0,2,0,1.2,46,3.1,6,2,2
20352,2025/26,28,Osasuna,Oroz,Mediocampista,11.0,24,ES,80%,Sano,20,0,2,0,5,0,1.5,89,4.5,4,0,3
20349,2025/26,28,Betis,Ortiz,Defensa,5.0,21,ES,50%,Sano,12,0,0,0,1,0,1,29,2.4,1,0,3
20352,2025/26,28,Osasuna,Osambela,Mediocampista,5.0,21,ES,0%,Sano,11,1,0,0,1,0,-1,29,2.6,0,2,0
20344,2025/26,28,Sevilla,Oso,Defensa,8.0,22,ES,50%,Sano,10,0,2,0,1,0,1.9,40,4,4,8,0
20346,2025/26,28,Girona,Ounahi,Mediocampista,15.0,25,MA,50%,Sano,13,3,2,0,6,0,1.6,97,7.5,4,6,10
20352,2025/26,28,Real Sociedad,Oyarzabal,Delantero,27.0,28,ES,90%,Sano,24,11,3,0,2,0,1.4,169,7,7,4,4
20345,2025/26,28,Villarreal,P. Gueye,Mediocampista,19.0,27,SN,80%,Sano,21,4,2,0,7,0,1.6,123,5.9,13,9,13
20349,2025/26,28,Betis,Pablo García,Delantero,5.0,19,ES,0%,Sano,14,0,0,0,1,0,-1,31,2.2,0,0,0
20348,2025/26,28,Levante,Pablo Martínez,Mediocampista,10.0,28,ES,0%,Lesionado/Duda,17,1,2,0,2,0,-1,84,4.9,0,0,0
20347,2025/26,28,Mallorca,Pablo Torre,Mediocampista,7.0,22,ES,60%,Sano,24,1,2,0,3,0,1.3,62,2.6,1,0,0
20345,2025/26,28,Alavés,Pacheco,Defensa,10.0,25,ES,0%,Sano,20,0,0,0,5,1,0.9,71,3.6,-3,1,0
20346,2025/26,28,Athletic,Padilla,Portero,1.0,22,MX,5%,Sano,0,0,0,0,0,1,-1,-3,0,0,0,0
20348,2025/26,28,Levante,Pampín,Mediocampista,5.0,25,ES,20%,Sano,6,0,0,0,2,0,-1,19,3.2,0,0,0
20345,2025/26,28,Alavés,Parada,Defensa,8.0,23,ES,70%,Sano,19,0,2,0,8,1,1.1,45,2.4,0,4,10
20346,2025/26,28,Athletic,Paredes,Defensa,12.0,25,ES,15%,Lesionado/Duda,17,1,0,0,4,0,-1,83,4.9,0,0,0
20345,2025/26,28,Villarreal,Parejo,Mediocampista,8.0,36,ES,30%,Sano,23,0,0,0,2,0,0.7,68,3,2,1,2
20348,2025/26,28,Rayo,Pathé Ciss,Mediocampista,11.0,31,SN,30%,Sano,19,1,0,0,4,2,2,82,4.3,0,7,7
20349,2025/26,28,Betis,Pau López,Portero,10.0,31,ES,40%,Sano,8,0,0,1,1,0,-1,56,7,0,0,0
20345,2025/26,28,Villarreal,Pau Navarro,Defensa,10.0,20,ES,60%,Sano,15,0,0,0,3,0,1.5,56,3.7,10,-1,5
20345,2025/26,28,Villarreal,Pedraza,Defensa,9.0,29,ES,30%,Sano,20,1,2,0,6,0,1,78,3.9,0,-2,4
20344,2025/26,28,Barcelona,Pedri,Mediocampista,29.0,23,ES,50%,Sano,19,2,7,0,2,1,2.2,145,7.6,9,9,3
20348,2025/26,28,Rayo,Pedro Díaz,Mediocampista,8.0,27,ES,50%,Sano,24,0,0,0,2,0,1,60,2.5,2,4,3
20350,2025/26,28,Elche,Pedrosa,Defensa,7.0,27,ES,30%,Sano,17,1,1,0,4,0,1,46,2.6,0,2,2
20348,2025/26,28,Rayo,Pep Chavarría,Defensa,11.0,27,ES,30%,Sano,24,1,2,0,6,1,2,107,4.5,0,8,0
20351,2025/26,28,Valencia,Pepelu,Mediocampista,11.0,27,ES,20%,Sano,22,2,0,0,3,0,-1,102,4.6,0,0,0
20344,2025/26,28,Sevilla,Peque,Delantero,7.0,23,ES,0%,Lesionado/Duda,21,2,1,0,7,0,-1,63,3,0,0,1
20347,2025/26,28,Espanyol,Pere Milla,Delantero,10.0,33,ES,40%,Sano,25,6,0,0,4,1,1,113,4.5,4,1,1
20350,2025/26,28,Elche,Peña,Portero,22.0,27,ES,40%,Sano,16,0,0,0,0,0,-1,102,6.4,0,0,0
20347,2025/26,28,Espanyol,Pickel,Mediocampista,5.0,28,CD,30%,Sano,16,0,0,0,3,1,0,33,2.1,0,-1,0
20346,2025/26,28,Athletic,Prados,Mediocampista,4.0,25,ES,0%,Lesionado/Duda,2,0,0,0,1,0,-1,6,3,0,0,0
20348,2025/26,28,Levante,Primo,Portero,1.0,21,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20345,2025/26,28,Alavés,Protesoni,Mediocampista,4.0,27,UY,30%,Lesionado/Duda,9,0,0,0,2,1,1,20,2.2,3,2,0
20347,2025/26,28,Espanyol,Puado,Mediocampista,8.0,27,ES,0%,Lesionado/Duda,10,2,0,0,2,0,-1,42,4.2,0,0,0
20343,2025/26,28,Atlético,Pubill,Defensa,10.0,22,ES,40%,Sano,11,0,1,0,1,0,2.5,73,6.6,0,0,5
20345,2025/26,28,Villarreal,Pépé,Delantero,19.0,30,CI,80%,Sano,26,3,4,0,3,0,1.4,155,6,6,5,5
20350,2025/26,28,Elche,Pétrot,Defensa,8.0,28,FR,50%,Sano,24,0,0,0,1,0,1.1,51,2.1,1,1,2
20346,2025/26,28,Athletic,R. de Galarreta,Mediocampista,11.0,32,ES,70%,Sano,24,1,1,0,9,0,1.4,102,4.3,0,3,7
20351,2025/26,28,Valencia,Raba,Delantero,4.0,30,ES,0%,Sano,12,0,1,0,0,0,1,31,2.6,2,0,0
20349,2025/26,28,Celta,Radu,Portero,25.0,28,RO,95%,Sano,27,0,0,2,0,0,1.7,185,6.9,2,8,9
20345,2025/26,28,Villarreal,Rafa Marín,Defensa,17.0,23,ES,70%,Sano,17,1,0,0,1,0,1,96,5.6,5,0,0
20350,2025/26,28,Elche,Rafa Mir,Delantero,12.0,28,ES,50%,Sano,22,7,0,0,2,0,1.3,105,4.8,6,6,1
20348,2025/26,28,Levante,Raghouber,Mediocampista,7.0,22,FR,40%,Lesionado/Duda,6,0,0,0,0,0,1,18,3,0,3,0
