ID_Partido,Temporada,Jornada,Equipo_Bando,Equipo_Nombre,Jugador,Posicion,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas,Nota_SofaScore
14083613,T25-26,J36,Local,Celta Vigo,Ionuț Radu,G,90,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,8,5.4
14083613,T25-26,J36,Local,Celta Vigo,Javi Rodríguez,D,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,6.2
14083613,T25-26,J36,Local,Celta Vigo,Yoel Lago,D,90,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,0,0,6,6.8
14083613,T25-26,J36,Local,Celta Vigo,Marcos Alonso,D,90,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,15,6.8
14083613,T25-26,J36,Local,Celta Vigo,Javier Rueda,M,66,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,7,6.5
14083613,T25-26,J36,Local,Celta Vigo,Fer López,M,90,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,6.7
14083613,T25-26,J36,Local,Celta Vigo,Hugo Sotelo,M,76,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,6.4
14083613,T25-26,J36,Local,Celta Vigo,Sergio Carreira,M,90,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,6.5
14083613,T25-26,J36,Local,Celta Vigo,Iago Aspas,F,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,6.3
14083613,T25-26,J36,Local,Celta Vigo,Ferran Jutglà,F,76,2,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,6,8.5
14083613,T25-26,J36,Local,Celta Vigo,Hugo Álvarez,F,66,0,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,11,6.7
14083613,T25-26,J36,Local,Celta Vigo,Williot Swedberg,M,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
14083613,T25-26,J36,Local,Celta Vigo,Pablo Durán,F,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.4
14083613,T25-26,J36,Local,Celta Vigo,Borja Iglesias,F,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6.6
14083613,T25-26,J36,Local,Celta Vigo,Óscar Mingueza,D,14,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7.3
14083613,T25-26,J36,Local,Celta Vigo,Jones El-Abdellaoui,F,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6.2
14083613,T25-26,J36,Visitante,Levante UD,Mathew Ryan,G,90,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,15,7.2
14083613,T25-26,J36,Visitante,Levante UD,Jeremy Toljan,D,90,0,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,9,6.4
14083613,T25-26,J36,Visitante,Levante UD,Adrián de la Fuente,D,90,1,0,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,10,8.1
14083613,T25-26,J36,Visitante,Levante UD,Matias Moreno,D,90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,6.4
14083613,T25-26,J36,Visitante,Levante UD,Diego Pampín,D,77,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9,6.3
14083613,T25-26,J36,Visitante,Levante UD,Kervin Arriaga,M,90,1,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,6,7.6
14083613,T25-26,J36,Visitante,Levante UD,Víctor García,M,61,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6.6
14083613,T25-26,J36,Visitante,Levante UD,Pablo Martínez,M,62,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6.8
14083613,T25-26,J36,Visitante,Levante UD,Jon Ander Olasagasti,M,90,0,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,11,7.3
14083613,T25-26,J36,Visitante,Levante UD,Kareem Tunde,M,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6.4
14083613,T25-26,J36,Visitante,Levante UD,Carlos Espí,F,86,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6.2
14083613,T25-26,J36,Visitante,Levante UD,Iker Losada,F,45,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,6.5
14083613,T25-26,J36,Visitante,Levante UD,Roger Brugué,M,29,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,7.6
14083613,T25-26,J36,Visitante,Levante UD,Ugo Raghouber,M,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.5
14083613,T25-26,J36,Visitante,Levante UD,Manuel Sánchez,D,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6.8
14083613,T25-26,J36,Visitante,Levante UD,Iván Romero,F,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.4
14083608,T25-26,J36,Local,Real Betis,Álvaro Valles,G,90,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,5,6.6
14083608,T25-26,J36,Local,Real Betis,Héctor Bellerín,D,90,0,0,2,0,0,0,3,7,0,0,0,0,0,0,0,0,0,12,7.0
14083608,T25-26,J36,Local,Real Betis,Diego Llorente,D,90,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,9,7.3
14083608,T25-26,J36,Local,Real Betis,Valentín Gómez,D,90,0,0,2,0,1,0,3,5,0,0,0,0,0,0,0,0,0,5,6.6
14083608,T25-26,J36,Local,Real Betis,Junior Firpo,D,66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,6.4
14083608,T25-26,J36,Local,Real Betis,Pablo Fornals,M,83,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,9,8.1
14083608,T25-26,J36,Local,Real Betis,Sofyan Amrabat,M,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,4,6.9
14083608,T25-26,J36,Local,Real Betis,Giovani Lo Celso,M,63,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,11,6.8
14083608,T25-26,J36,Local,Real Betis,Antony,F,90,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10,8.0
14083608,T25-26,J36,Local,Real Betis,Cucho Hernández,F,90,1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,19,7.5
14083608,T25-26,J36,Local,Real Betis,Abdessamad Ezzalzouli,F,83,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,10,7.1
14083608,T25-26,J36,Local,Real Betis,Isco,M,27,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6.7
14083608,T25-26,J36,Local,Real Betis,Natan,D,24,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,6.7
14083608,T25-26,J36,Local,Real Betis,Rodrigo Riquelme,M,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.7
14083608,T25-26,J36,Local,Real Betis,Sergi Altimira,M,16,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,6.6
14083608,T25-26,J36,Visitante,Elche,Matías Dituro,G,90,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,13,6.7
14083608,T25-26,J36,Visitante,Elche,Buba Sangare,D,81,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9,6.0
14083608,T25-26,J36,Visitante,Elche,David Affengruber,D,90,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,5,7.0
14083608,T25-26,J36,Visitante,Elche,Léo Pétrot,D,49,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,5.7
14083608,T25-26,J36,Visitante,Elche,Hector Fort,M,64,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,11,7.3
14083608,T25-26,J36,Visitante,Elche,Gonzalo Villar,M,81,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,11,7.1
14083608,T25-26,J36,Visitante,Elche,Marc Aguado,M,90,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,6.8
14083608,T25-26,J36,Visitante,Elche,Aleix Febas,M,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,6.3
14083608,T25-26,J36,Visitante,Elche,Germán Valera,M,90,0,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,12,6.9
14083608,T25-26,J36,Visitante,Elche,Grady Diangana,F,57,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,6.7
14083608,T25-26,J36,Visitante,Elche,André Silva,F,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6.2
14083608,T25-26,J36,Visitante,Elche,Víctor Chust,D,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.9
14083608,T25-26,J36,Visitante,Elche,Tete Morente,F,26,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,8,6.5
14083608,T25-26,J36,Visitante,Elche,Álvaro Rodriguez,F,26,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,7.0
14083608,T25-26,J36,Visitante,Elche,Adrià Pedrosa,D,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6.6
14083608,T25-26,J36,Visitante,Elche,John Donald,D,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6.7
14083634,T25-26,J36,Local,Osasuna,Aitor Fernández,G,90,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,8,6.8
14083634,T25-26,J36,Local,Osasuna,Valentin Rosier,D,90,0,0,1,1,0,0,7,2,0,0,0,0,0,0,0,0,0,9,7.2
14083634,T25-26,J36,Local,Osasuna,Alejandro Catena,D,90,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,6.6
14083634,T25-26,J36,Local,Osasuna,Enzo Boyomo,D,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,5,6.3
14083634,T25-26,J36,Local,Osasuna,Javi Galán,D,60,0,0,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,8,6.5
14083634,T25-26,J36,Local,Osasuna,Jon Moncayola,M,90,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,18,7.1
14083634,T25-26,J36,Local,Osasuna,Lucas Torró,M,72,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,6.6
14083634,T25-26,J36,Local,Osasuna,Rubén García,M,60,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,6.5
14083634,T25-26,J36,Local,Osasuna,Moi Gómez,M,72,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7.4
14083634,T25-26,J36,Local,Osasuna,Raúl Moro,M,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.3
14083634,T25-26,J36,Local,Osasuna,Ante Budimir,F,90,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,8,5.9
14083634,T25-26,J36,Local,Osasuna,Kike Barja,F,53,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,13,8.4
14083634,T25-26,J36,Local,Osasuna,Abel Bretones,D,30,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,6.4
14083634,T25-26,J36,Local,Osasuna,Raúl García de Haro,F,30,0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7.0
14083634,T25-26,J36,Local,Osasuna,Asier Osambela,M,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,6.1
14083634,T25-26,J36,Local,Osasuna,Aimar Oroz,M,18,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6.4
14083634,T25-26,J36,Visitante,Atlético Madrid,Juan Musso,G,90,0,0,0,0,0,0,13,2,4,0,0,0,0,0,0,0,0,15,8.0
14083634,T25-26,J36,Visitante,Atlético Madrid,Marcos Llorente,D,79,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,6,7.7
14083634,T25-26,J36,Visitante,Atlético Madrid,Marc Pubill,D,90,0,0,0,0,1,0,5,8,0,0,0,0,0,0,0,0,0,4,7.0
14083634,T25-26,J36,Visitante,Atlético Madrid,Dávid Hancko,D,90,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,9,7.0
14083634,T25-26,J36,Visitante,Atlético Madrid,Matteo Ruggeri,D,90,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,14,6.3
14083634,T25-26,J36,Visitante,Atlético Madrid,Thiago Almada,M,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6.6
14083634,T25-26,J36,Visitante,Atlético Madrid,Rodrigo Mendoza,M,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,6.4
14083634,T25-26,J36,Visitante,Atlético Madrid,Koke,M,90,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6.2
14083634,T25-26,J36,Visitante,Atlético Madrid,Obed Vargas,M,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,14,7.1
14083634,T25-26,J36,Visitante,Atlético Madrid,Antoine Griezmann,F,90,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,15,6.8
14083634,T25-26,J36,Visitante,Atlético Madrid,Ademola Lookman,F,82,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,9,7.4
14083634,T25-26,J36,Visitante,Atlético Madrid,Robin Le Normand,D,72,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,6.7
14083634,T25-26,J36,Visitante,Atlético Madrid,Alexander Sørloth,F,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7.1
14083634,T25-26,J36,Visitante,Atlético Madrid,Clément Lenglet,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4
14083629,T25-26,J36,Local,Espanyol,Marko Dmitrović,G,90,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,13,8.9
14083629,T25-26,J36,Local,Espanyol,Omar El Hilali,D,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,19,7.2
14083629,T25-26,J36,Local,Espanyol,Clemens Riedel,D,90,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,10,7.2
14083629,T25-26,J36,Local,Espanyol,Leandro Cabrera,D,90,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,12,7.1
14083629,T25-26,J36,Local,Espanyol,Carlos Romero,D,90,0,1,1,1,1,0,8,4,0,0,0,0,0,0,0,0,0,15,7.4
14083629,T25-26,J36,Local,Espanyol,Rubén Sánchez,M,63,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,12,6.6
14083629,T25-26,J36,Local,Espanyol,Urko González,M,89,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,9,7.9
14083629,T25-26,J36,Local,Espanyol,Pol Lozano,M,90,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,13,7.4
14083629,T25-26,J36,Local,Espanyol,Antoniu Roca,M,63,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6.7
14083629,T25-26,J36,Local,Espanyol,Edu Expósito,F,84,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,19,6.9
14083629,T25-26,J36,Local,Espanyol,Roberto Fernández,F,84,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,6.2
