ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
15805,23-24,27,Celta,Almería,Celta,1,Guaita,Portero,9,3
15805,23-24,27,Celta,Almería,Celta,1,Manquillo,Defensa,6,3
15805,23-24,27,Celta,Almería,Celta,1,Núñez,Defensa,9,2
15805,23-24,27,Celta,Almería,Celta,1,Manu Sánchez,Defensa,10,3
15805,23-24,27,Celta,Almería,Celta,1,Mingueza,Defensa,14,4
15805,23-24,27,Celta,Almería,Celta,1,Starfelt,Defensa,10,3
15805,23-24,27,Celta,Almería,Celta,1,Beltrán,Mediocampista,10,3
15805,23-24,27,Celta,Almería,Celta,1,De la Torre,Mediocampista,5,2
15805,23-24,27,Celta,Almería,Celta,1,Bamba,Mediocampista,8,3
15805,23-24,27,Celta,Almería,Celta,1,Strand Larsen,Delantero,3,1
15805,23-24,27,Celta,Almería,Celta,1,Douvikas,Delantero,4,1
15805,23-24,27,Celta,Almería,Celta,1,Iván Villar,Portero,0,0
15805,23-24,27,Celta,Almería,Celta,1,Carrillo,Portero,0,0
15805,23-24,27,Celta,Almería,Celta,1,Kevin,Defensa,0,0
15805,23-24,27,Celta,Almería,Celta,1,Domínguez,Defensa,0,0
15805,23-24,27,Celta,Almería,Celta,1,Javi Domínguez,Defensa,0,0
15805,23-24,27,Celta,Almería,Celta,1,Javi Rodríguez,Defensa,0,0
15805,23-24,27,Celta,Almería,Celta,1,Jailson,Mediocampista,0,0
15805,23-24,27,Celta,Almería,Celta,1,Cervi,Mediocampista,2,1
15805,23-24,27,Celta,Almería,Celta,1,Carles Pérez,Delantero,0,0
15805,23-24,27,Celta,Almería,Celta,1,Sotelo,Mediocampista,5,2
15805,23-24,27,Celta,Almería,Celta,1,Hugo Álvarez,Mediocampista,0,0
15805,23-24,27,Celta,Almería,Celta,1,Allende,Delantero,2,1
15805,23-24,27,Celta,Almería,Almería,0,Luis Maximiano,Portero,7,3
15805,23-24,27,Celta,Almería,Almería,0,Édgar,Defensa,3,0
15805,23-24,27,Celta,Almería,Almería,0,Pubill,Defensa,4,1
15805,23-24,27,Celta,Almería,Almería,0,Radovanovic,Defensa,5,1
15805,23-24,27,Celta,Almería,Almería,0,Langa,Defensa,1,0
15805,23-24,27,Celta,Almería,Almería,0,Viera,Delantero,4,1
15805,23-24,27,Celta,Almería,Almería,0,Embarba,Delantero,6,2
15805,23-24,27,Celta,Almería,Almería,0,Baba,Mediocampista,3,1
15805,23-24,27,Celta,Almería,Almería,0,Romero,Mediocampista,1,0
15805,23-24,27,Celta,Almería,Almería,0,Robertone,Mediocampista,5,2
15805,23-24,27,Celta,Almería,Almería,0,Lozano,Delantero,4,1
15805,23-24,27,Celta,Almería,Almería,0,Mariño,Portero,0,0
15805,23-24,27,Celta,Almería,Almería,0,Fernando,Portero,0,0
15805,23-24,27,Celta,Almería,Almería,0,Pozo,Defensa,0,0
15805,23-24,27,Celta,Almería,Almería,0,Centelles,Defensa,1,0
15805,23-24,27,Celta,Almería,Almería,0,Chumi,Defensa,0,0
15805,23-24,27,Celta,Almería,Almería,0,Montes,Defensa,0,0
15805,23-24,27,Celta,Almería,Almería,0,Melero,Mediocampista,0,0
15805,23-24,27,Celta,Almería,Almería,0,Arribas,Mediocampista,1,0
15805,23-24,27,Celta,Almería,Almería,0,Lopy,Mediocampista,0,0
15805,23-24,27,Celta,Almería,Almería,0,Baptistão,Delantero,1,0
15805,23-24,27,Celta,Almería,Almería,0,Ramazani,Delantero,3,1
15805,23-24,27,Celta,Almería,Almería,0,Marezi,Delantero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Nyland,Portero,2,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Ramos,Defensa,9,3
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Navas,Defensa,1,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Pedrosa,Defensa,-1,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Kike Salas,Defensa,0,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Badé,Defensa,6,2
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Óliver,Mediocampista,8,4
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Soumaré,Mediocampista,3,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Mejbri,Mediocampista,2,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,En Nesyri,Delantero,15,4
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Romero,Delantero,9,3
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Dmitrovic,Portero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Matías,Portero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Nianzou,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Juanlu,Mediocampista,1,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Sintes,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Darío,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Suso,Delantero,4,2
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Manu Bueno,Mediocampista,2,1
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Lulo,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Idumbo M.,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Sevilla,1,Véliz,Delantero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Remiro,Portero,2,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Zubeldia,Defensa,-2,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Tierney,Defensa,-1,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Pacheco,Defensa,-3,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Aramburu,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Zubimendi,Mediocampista,4,2
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Turrientes,Mediocampista,3,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Olasagasti,Mediocampista,4,2
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Zakharyan,Mediocampista,3,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,André Silva,Delantero,7,2
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Sadiq,Delantero,3,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Ayesa,Portero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Marrero,Portero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Le Normand,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Galán,Defensa,2,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Traoré,Defensa,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Merino,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Brais,Mediocampista,11,3
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Kubo,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Urko,Defensa,2,1
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Marín,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Magunazelaia,Mediocampista,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Oyarzabal,Delantero,0,0
15809,23-24,27,Sevilla,Real Sociedad,Real Sociedad,0,Becker,Mediocampista,2,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Dimitrievski,Portero,6,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,Lejeune,Defensa,16,4
15806,23-24,27,Rayo,Cádiz,Rayo,1,Aridane,Defensa,6,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,Espino,Defensa,3,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Balliu,Defensa,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Álvaro García,Delantero,4,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,Trejo,Mediocampista,3,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,Valentín,Mediocampista,5,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,Isi,Delantero,9,3
15806,23-24,27,Rayo,Cádiz,Rayo,1,Crespo,Mediocampista,2,2
15806,23-24,27,Rayo,Cádiz,Rayo,1,De Tomás,Delantero,4,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Cárdenas,Portero,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Ratiu,Defensa,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Mumin,Defensa,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Unai López,Mediocampista,2,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Pozo,Mediocampista,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,De Frutos,Mediocampista,2,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Kike Pérez,Mediocampista,1,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Pathé Ciss,Mediocampista,2,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Falcao,Delantero,2,1
15806,23-24,27,Rayo,Cádiz,Rayo,1,Bebé,Delantero,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Camello,Delantero,0,0
15806,23-24,27,Rayo,Cádiz,Rayo,1,Nteka,Mediocampista,0,0
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Ledesma,Portero,8,3
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Meré,Defensa,3,1
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Iza Carcelén,Defensa,0,1
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Javi Hernández,Mediocampista,10,3
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Chust,Defensa,9,3
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Alcaraz,Mediocampista,3,1
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Navarro,Mediocampista,4,2
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Kouamé,Mediocampista,7,2
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Juanmi,Delantero,5,2
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Sobrino,Delantero,9,3
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Maxi Gómez,Delantero,3,1
15806,23-24,27,Rayo,Cádiz,Cádiz,0,David Gil,Portero,0,0
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Nando,Portero,0,0
15806,23-24,27,Rayo,Cádiz,Cádiz,0,Momo,Defensa,0,0
