ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
15649,23-24,11,Girona,Celta,Girona,1,Gazzaniga,Portero,11,3
15649,23-24,11,Girona,Celta,Girona,1,David López,Defensa,2,1
15649,23-24,11,Girona,Celta,Girona,1,Blind,Defensa,7,2
15649,23-24,11,Girona,Celta,Girona,1,Miguel,Defensa,8,2
15649,23-24,11,Girona,Celta,Girona,1,Yan Couto,Defensa,4,1
15649,23-24,11,Girona,Celta,Girona,1,Arnau,Defensa,7,2
15649,23-24,11,Girona,Celta,Girona,1,Aleix García,Mediocampista,15,3
15649,23-24,11,Girona,Celta,Girona,1,Herrera,Mediocampista,11,2
15649,23-24,11,Girona,Celta,Girona,1,Iván Martín,Mediocampista,5,1
15649,23-24,11,Girona,Celta,Girona,1,Dovbyk,Delantero,4,1
15649,23-24,11,Girona,Celta,Girona,1,Savinho,Delantero,7,2
15649,23-24,11,Girona,Celta,Girona,1,Fuidias,Portero,0,0
15649,23-24,11,Girona,Celta,Girona,1,Bernardo,Defensa,0,0
15649,23-24,11,Girona,Celta,Girona,1,Juanpe,Defensa,2,1
15649,23-24,11,Girona,Celta,Girona,1,Portu,Delantero,2,1
15649,23-24,11,Girona,Celta,Girona,1,Tsygankov,Delantero,2,1
15649,23-24,11,Girona,Celta,Girona,1,Kébé,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Girona,1,Pablo Torre,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Girona,1,Almena,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Girona,1,Solís,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Girona,1,Stuani,Delantero,0,0
15649,23-24,11,Girona,Celta,Celta,0,Guaita,Portero,5,2
15649,23-24,11,Girona,Celta,Celta,0,Kevin,Defensa,2,0
15649,23-24,11,Girona,Celta,Celta,0,Núñez,Defensa,3,1
15649,23-24,11,Girona,Celta,Celta,0,Manu Sánchez,Defensa,4,1
15649,23-24,11,Girona,Celta,Celta,0,Starfelt,Defensa,5,1
15649,23-24,11,Girona,Celta,Celta,0,Tapia,Mediocampista,4,2
15649,23-24,11,Girona,Celta,Celta,0,De la Torre,Mediocampista,3,0
15649,23-24,11,Girona,Celta,Celta,0,Bamba,Mediocampista,5,1
15649,23-24,11,Girona,Celta,Celta,0,Dotor,Mediocampista,5,1
15649,23-24,11,Girona,Celta,Celta,0,Aspas,Delantero,6,2
15649,23-24,11,Girona,Celta,Celta,0,Strand Larsen,Delantero,2,1
15649,23-24,11,Girona,Celta,Celta,0,Marchesín,Portero,0,0
15649,23-24,11,Girona,Celta,Celta,0,Carrillo,Portero,0,0
15649,23-24,11,Girona,Celta,Celta,0,Mingueza,Defensa,2,1
15649,23-24,11,Girona,Celta,Celta,0,Domínguez,Defensa,0,0
15649,23-24,11,Girona,Celta,Celta,0,Cervi,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Celta,0,Beltrán,Mediocampista,1,0
15649,23-24,11,Girona,Celta,Celta,0,Sotelo,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Celta,0,Swedberg,Mediocampista,0,0
15649,23-24,11,Girona,Celta,Celta,0,Miguel,Delantero,0,0
15649,23-24,11,Girona,Celta,Celta,0,Douvikas,Delantero,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Fernando,Portero,3,2
15642,23-24,11,Almería,Las Palmas,Almería,1,Pozo,Defensa,0,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Centelles,Defensa,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Chumi,Defensa,3,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Montes,Defensa,-2,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Embarba,Delantero,1,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Baba,Mediocampista,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Robertone,Mediocampista,5,2
15642,23-24,11,Almería,Las Palmas,Almería,1,Lopy,Mediocampista,3,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Baptistão,Delantero,4,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Lazaro,Delantero,3,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Mariño,Portero,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Luis Maximiano,Portero,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Édgar,Defensa,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Mendes,Defensa,3,2
15642,23-24,11,Almería,Las Palmas,Almería,1,Kaiky,Defensa,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Melero,Mediocampista,1,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Puigmal,Mediocampista,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Arribas,Mediocampista,2,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Ramazani,Delantero,6,1
15642,23-24,11,Almería,Las Palmas,Almería,1,Marezi,Delantero,0,0
15642,23-24,11,Almería,Las Palmas,Almería,1,Marciano,Delantero,0,0
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Valles,Portero,7,3
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Alex Suárez,Defensa,4,1
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Mármol,Defensa,7,2
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,S. Cardona,Defensa,3,2
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Saúl Coco,Defensa,5,1
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Javi Muñoz,Mediocampista,4,2
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Kirian,Mediocampista,3,2
15642,23-24,11,Almería,Las Palmas,Las Palmas,0,Marvin,Mediocampista,10,3
