ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Jörgensen,Portero,3,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Albiol,Defensa,5,2
15789,23-24,25,Villarreal,Getafe,Villarreal,1,A. Moreno,Defensa,10,3
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Femenia,Defensa,6,2
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Mosquera,Defensa,5,2
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Coquelin,Mediocampista,4,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Comesaña,Mediocampista,4,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Baena,Mediocampista,5,3
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Akhomach,Delantero,3,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Gerard,Delantero,2,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Guedes,Delantero,3,2
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Reina,Portero,0,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Mandi,Defensa,0,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Bailly,Defensa,0,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Cuenca,Defensa,3,2
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Parejo,Mediocampista,2,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Trigueros,Mediocampista,0,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Capoue,Mediocampista,1,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Morales,Delantero,2,1
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Traore,Mediocampista,1,0
15789,23-24,25,Villarreal,Getafe,Villarreal,1,Sörloth,Delantero,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Soria,Portero,7,3
15789,23-24,25,Villarreal,Getafe,Getafe,0,Diego Rico,Defensa,3,2
15789,23-24,25,Villarreal,Getafe,Getafe,0,Djené,Defensa,4,1
15789,23-24,25,Villarreal,Getafe,Getafe,0,Iglesias,Defensa,1,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Alderete,Defensa,0,1
15789,23-24,25,Villarreal,Getafe,Getafe,0,Maksimovic,Mediocampista,14,4
15789,23-24,25,Villarreal,Getafe,Getafe,0,Luis Milla,Mediocampista,4,1
15789,23-24,25,Villarreal,Getafe,Getafe,0,Jordi Martín,Defensa,1,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Mayoral,Delantero,2,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Mata,Delantero,1,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Greenwood,Delantero,4,2
15789,23-24,25,Villarreal,Getafe,Getafe,0,Fuzato,Portero,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Benito,Portero,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,D. Duarte,Defensa,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Carmona,Defensa,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Gastón,Defensa,1,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Herranz,Defensa,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Aleñá,Mediocampista,6,2
15789,23-24,25,Villarreal,Getafe,Getafe,0,Óscar,Mediocampista,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Moriba,Mediocampista,2,1
15789,23-24,25,Villarreal,Getafe,Getafe,0,Yellu,Mediocampista,0,0
15789,23-24,25,Villarreal,Getafe,Getafe,0,Latasa,Delantero,2,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Oblak,Portero,10,3
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Giménez,Defensa,8,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Savic,Defensa,11,3
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Reinildo,Defensa,9,3
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Molina,Defensa,4,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Koke,Mediocampista,10,3
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Saúl,Mediocampista,5,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,M. Llorente,Mediocampista,19,4
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Barrios,Mediocampista,8,2
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Samuel Lino,Mediocampista,8,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Correa,Delantero,23,4
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Gomis,Portero,0,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Moldovan,Portero,0,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Witsel,Defensa,2,1
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Hermoso,Defensa,0,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,M. Moreno,Defensa,0,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,De Paul,Mediocampista,1,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Riquelme,Mediocampista,7,3
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Vermeeren,Mediocampista,2,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Griezmann,Delantero,0,0
15783,23-24,25,Atlético,Las Palmas,Atlético,1,Memphis,Delantero,7,2
15783,23-24,25,Atlético,Las Palmas,Atlético,1,El Jebari,Delantero,0,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Valles,Portero,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Alex Suárez,Defensa,0,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Mármol,Defensa,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,S. Cardona,Defensa,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Saúl Coco,Defensa,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Javi Muñoz,Mediocampista,0,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Kirian,Mediocampista,4,1
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Marvin,Mediocampista,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Perrone,Mediocampista,-1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Munir,Delantero,1,1
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Sandro,Delantero,1,2
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Killane,Portero,0,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Gorrin,Portero,0,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Sinkgraven,Defensa,1,0
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,J. Araujo,Defensa,0,1
15783,23-24,25,Atlético,Las Palmas,Las Palmas,0,Herzog,Defensa,0,0
