Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Calebe,Calebe,20404,2025/26,34,Alavés,Mediocampista,6.0,26,BR,10%,Sano,19,0,0,0,2,0,0.9,52,2.7,2,2,0
Calero,F. Calero,20405,2025/26,34,Espanyol,Defensa,10.0,30,ES,70%,Sano,24,0,0,0,4,0,1.3,109,4.5,8,7,-2
Caleta-Car,Caleta-Car,20410,2025/26,34,Real Sociedad,Defensa,9.0,29,HR,90%,Sano,24,1,0,0,4,1,1,99,4.1,2,6,1
Calvo,Dani Calvo,20409,2025/26,34,Real Oviedo,Defensa,10.0,32,ES,70%,Sano,16,0,0,0,3,0,1.7,77,4.8,0,2,9
Camavinga,Camavinga,20405,2025/26,34,Real Madrid,Mediocampista,10.0,23,FR,50%,Sano,25,1,0,0,1,0,0.7,109,4.4,3,1,4
Camello,Camello,20406,2025/26,34,Rayo,Delantero,6.0,25,ES,70%,Sano,18,2,0,0,2,1,2.4,49,2.7,10,8,4
Cancelo,Cancelo,20408,2025/26,34,Barcelona,Defensa,14.0,31,PT,80%,Sano,11,1,2,0,0,0,1.5,90,8.2,11,2,4
Cardoso,Johnny,20411,2025/26,34,Atlético,Mediocampista,7.0,24,US,30%,Sano,15,0,0,0,5,0,1,47,3.1,4,2,0
Cardoso,Cardoso,20410,2025/26,34,Sevilla,Defensa,6.0,32,PT,0%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20412,2025/26,34,Levante,Delantero,8.0,20,ES,90%,Sano,20,8,0,0,3,0,1.5,90,4.5,3,5,7
Carlos Martín,Carlos Martín,20406,2025/26,34,Rayo,Mediocampista,4.0,24,ES,70%,Sano,8,0,0,0,1,0,1,15,1.9,1,0,0
Carlos Soler,C. Soler,20410,2025/26,34,Real Sociedad,Mediocampista,19.0,29,ES,90%,Sano,28,4,3,0,3,1,1.3,166,5.9,1,8,6
Carmo,David Carmo,20409,2025/26,34,Real Oviedo,Defensa,10.0,26,AO,30%,Sano,22,1,0,0,8,1,0,95,4.3,0,0,0
Carmona,Carmona,20410,2025/26,34,Sevilla,Defensa,8.0,24,ES,50%,Sano,30,1,3,0,10,0,0.7,86,2.9,0,0,0
Carreira,Carreira,20403,2025/26,34,Celta,Defensa,9.0,25,ES,50%,Sano,29,2,1,0,2,0,1.1,111,3.8,0,3,1
Carvajal,Carvajal,20405,2025/26,34,Real Madrid,Defensa,7.0,34,ES,30%,Sano,14,0,0,0,0,0,1.2,47,3.4,0,1,3
Casadó,M. Casadó,20408,2025/26,34,Barcelona,Mediocampista,7.0,22,ES,20%,Sano,21,0,1,0,1,0,1.5,61,2.9,1,0,0
Castrín,A. Castrín,20410,2025/26,34,Sevilla,Defensa,8.0,22,ES,70%,Sano,15,0,0,0,3,0,1.6,59,3.9,1,4,6
Catena,Catena,20408,2025/26,34,Osasuna,Defensa,17.0,31,ES,95%,Sano,30,3,2,0,10,1,1.6,171,5.7,14,0,5
Cazorla,S. Cazorla,20409,2025/26,34,Real Oviedo,Mediocampista,6.0,41,ES,10%,Sano,23,0,1,0,1,1,1.3,63,2.7,3,4,0
Ceballos,D. Ceballos,20405,2025/26,34,Real Madrid,Mediocampista,5.0,29,ES,0%,Sano,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20403,2025/26,34,Elche,Delantero,6.0,23,CL,30%,Sano,8,1,0,0,1,0,1.4,30,3.8,0,3,11
Cervi,Franco Cervi,20403,2025/26,34,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20409,2025/26,34,Real Oviedo,Delantero,11.0,25,MA,90%,Sano,31,6,2,0,2,1,1.8,147,4.7,8,13,10
Chimy,Chimy Ávila,20409,2025/26,34,Betis,Delantero,5.0,32,AR,0%,Sano,13,1,0,0,4,0,-1,31,2.4,0,0,0
Chust,V. Chust,20403,2025/26,34,Elche,Defensa,8.0,26,ES,30%,Sano,26,0,0,0,8,1,1,70,2.7,3,2,1
Colombatto,Colobatto,20409,2025/26,34,Real Oviedo,Mediocampista,9.0,29,AR,30%,Sano,28,0,1,0,6,0,1.2,99,3.5,2,7,1
Comesaña,Comesaña,20412,2025/26,34,Villarreal,Mediocampista,14.0,29,ES,80%,Sano,30,3,5,0,5,1,1.3,158,5.3,4,0,4
Conde,Diego Conde,20412,2025/26,34,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20411,2025/26,34,Valencia,Defensa,9.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20412,2025/26,34,Levante,Delantero,5.0,18,ES,30%,Sano,12,0,0,0,2,0,1,34,2.8,5,0,0
Costa,Costa,20412,2025/26,34,Villarreal,Defensa,1.0,25,CV,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Costas,David Costas,20409,2025/26,34,Real Oviedo,Defensa,12.0,31,ES,30%,Sano,21,1,0,0,2,0,1,103,4.9,3,0,3
Courtois,Courtois,20405,2025/26,34,Real Madrid,Portero,22.0,33,BE,40%,Lesionado/Duda,28,0,0,0,1,0,-1,179,6.4,0,0,0
Cubarsí,Pau Cubrasí,20408,2025/26,34,Barcelona,Defensa,18.0,19,ES,80%,Sano,28,1,0,0,3,0,2.1,162,5.8,12,9,6
Cucho,Cucho,20409,2025/26,34,Betis,Delantero,16.0,27,CO,70%,Sano,28,8,3,0,4,0,1.5,154,5.5,3,2,2
Cuéllar,Cuéllar,20407,2025/26,34,Mallorca,Portero,1.0,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20412,2025/26,34,Levante,Portero,8.0,24,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20406,2025/26,34,Rayo,Portero,8.0,29,ES,40%,Sano,3,0,0,1,0,0,2.1,22,7.3,5,17,0
Cömert,Cömert,20411,2025/26,34,Valencia,Defensa,9.0,28,CH,40%,Lesionado/Duda,14,2,0,0,2,0,0.5,74,5.3,0,0,6
D. Duarte,Domingos Duar...,20406,2025/26,34,Getafe,Defensa,13.0,31,PT,90%,Sano,29,1,1,0,10,0,1,145,5,1,0,3
D. Llorente,Llorente,20409,2025/26,34,Betis,Defensa,9.0,32,ES,90%,Sano,14,1,0,0,3,0,2,71,5.1,5,0,7
Danjuma,Danjuma,20411,2025/26,34,Valencia,Delantero,10.0,29,NL,30%,Sano,29,3,2,0,0,0,0.7,124,4.3,0,4,5
Darder,Darder,20407,2025/26,34,Mallorca,Mediocampista,15.0,32,ES,80%,Sano,33,1,5,0,3,0,1.9,175,5.3,4,13,9
David López,David López,20407,2025/26,34,Girona,Defensa,3.0,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20407,2025/26,34,Mallorca,Defensa,6.0,23,ES,45%,Sano,10,0,0,0,2,0,1,33,3.3,3,2,7
Davinchi,Davinchi,20406,2025/26,34,Getafe,Defensa,5.0,18,ES,40%,Sano,9,0,0,0,1,0,1,18,2,-2,0,1
De Frutos,De Frutos,20406,2025/26,34,Rayo,Delantero,16.0,29,ES,30%,Sano,31,10,1,0,3,0,1,172,5.5,2,4,2
De la Fuente,Dela,20412,2025/26,34,Levante,Defensa,10.0,27,ES,0%,Lesionado/Duda,29,2,1,0,5,0,1.7,126,4.3,8,9,9
Dendoncker,Dendoncker,20409,2025/26,34,Real Oviedo,Mediocampista,9.0,31,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20404,2025/26,34,Alavés,Mediocampista,8.0,32,ES,50%,Sano,25,1,2,0,6,0,1.1,81,3.2,2,1,6
Deossa,Nelson Deossa,20409,2025/26,34,Betis,Mediocampista,6.0,26,CO,10%,Sano,17,0,0,0,3,0,1,50,2.9,0,0,4
Diabaté,Diabate,20404,2025/26,34,Alavés,Delantero,5.0,26,CI,70%,Sano,5,1,0,0,0,0,1,17,3.4,3,2,8
Diakhaby,Diakhaby,20411,2025/26,34,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20403,2025/26,34,Elche,Delantero,6.0,28,CD,30%,Sano,17,1,0,0,2,0,-1,39,2.3,0,0,0
Diego López,Diego López,20411,2025/26,34,Valencia,Delantero,9.0,23,ES,30%,Sano,29,3,0,0,2,0,1,95,3.3,3,4,3
Diego Rico,Rico,20406,2025/26,34,Getafe,Defensa,8.0,33,ES,20%,Sano,27,0,0,0,4,0,1,74,2.7,0,2,0
Dimitrievski,Dimitrievski,20411,2025/26,34,Valencia,Portero,20.0,32,MK,95%,Sano,15,0,0,0,1,0,2.3,91,6.1,5,9,7
Dituro,M. Dituro,20403,2025/26,34,Elche,Portero,22.0,38,AR,70%,Sano,17,0,0,0,1,0,1.8,108,6.4,7,1,12
Djené,Djene,20406,2025/26,34,Getafe,Defensa,10.0,34,TG,0%,Sano,31,0,0,0,10,1,1.3,130,4.2,0,9,5
Dmitrovic,Dmitrovic,20405,2025/26,34,Espanyol,Portero,18.0,34,RS,95%,Sano,33,0,0,0,0,0,2,193,5.8,12,6,3
Dolan,Dolan,20405,2025/26,34,Espanyol,Delantero,9.0,24,EN,50%,Sano,32,1,4,0,6,1,0.8,128,4,2,5,0
Domínguez,C. Dominguez,20403,2025/26,34,Celta,Defensa,6.0,25,ES,50%,Sano,8,0,0,0,1,0,-1,24,3,0,0,0
Duro,Hugo Duro,20411,2025/26,34,Valencia,Delantero,9.0,26,ES,30%,Sano,31,9,0,0,5,0,1,120,3.9,2,0,2
Durán,Pablo Durán,20403,2025/26,34,Celta,Delantero,9.0,24,ES,40%,Sano,26,2,2,0,1,0,0.9,84,3.2,-1,4,2
Echeverri,Echeverri,20407,2025/26,34,Girona,Mediocampista,6.0,20,AR,50%,Sano,12,1,1,0,3,0,1,42,3.5,1,3,3
Edu Expósito,Edu Expósito,20405,2025/26,34,Espanyol,Mediocampista,17.0,29,ES,80%,Sano,31,1,6,0,8,0,1,177,5.7,9,7,-1
Egiluz,Egiluz,20404,2025/26,34,Athletic,Defensa,1.0,24,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Ejaria,Ejaria,20409,2025/26,34,Real Oviedo,Delantero,4.0,28,EN,10%,Sano,8,0,0,0,1,0,1,19,2.4,0,4,0
Ejuke,Ejuke,20410,2025/26,34,Sevilla,Delantero,7.0,28,NG,30%,Sano,23,1,1,0,0,0,1,87,3.8,0,2,0
El Hilali,El Hilali,20405,2025/26,34,Espanyol,Defensa,8.0,22,MA,90%,Sano,31,0,2,0,7,0,0.7,89,2.9,8,2,-1
El-Abdellaoui,El-Abdellaoui,20403,2025/26,34,Celta,Delantero,6.0,20,MA,10%,Sano,20,2,0,0,0,0,-1,53,2.7,0,0,0
Elgezabal,Elgezabal,20412,2025/26,34,Levante,Defensa,7.0,33,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20408,2025/26,34,Barcelona,Defensa,17.0,25,ES,70%,Sano,30,1,2,0,5,0,1.7,168,5.6,0,6,4
Espino,Pacha,20406,2025/26,34,Rayo,Defensa,8.0,34,UY,70%,Sano,25,2,0,0,2,0,1,81,3.2,0,3,4
Etta Eyong,Etta Eyong,20412,2025/26,34,Levante,Delantero,9.0,22,CM,20%,Sano,26,5,2,0,3,0,1,119,4.1,1,1,2
F. de Jong,F. De Jong,20408,2025/26,34,Barcelona,Mediocampista,18.0,28,NL,50%,Sano,22,1,5,0,6,1,1.3,129,5.9,2,2,6
Febas,Febas,20403,2025/26,34,Elche,Mediocampista,14.0,30,ES,95%,Sano,32,2,2,0,8,0,1.8,164,5.1,3,3,14
Femenia,Kiko F.,20406,2025/26,34,Getafe,Defensa,9.0,35,ES,80%,Sano,27,1,1,0,6,0,1,112,4.1,1,8,1
Fer López,Fer López,20403,2025/26,34,Celta,Mediocampista,7.0,21,ES,60%,Sano,12,1,0,0,2,0,1.2,40,3.3,1,5,-1
Fermín,Fermín,20408,2025/26,34,Barcelona,Mediocampista,27.0,22,ES,80%,Sano,27,6,8,0,3,0,2.2,192,7.1,13,4,6
Ferran,Ferran,20408,2025/26,34,Barcelona,Delantero,20.0,26,ES,50%,Sano,29,14,1,0,2,0,1.9,176,6.1,0,4,15
Fidalgo,Fidalgo,20409,2025/26,34,Betis,Mediocampista,7.0,29,ES,25%,Sano,7,1,0,0,0,0,1,33,4.7,3,0,0
Fonseca,Fonseca,20409,2025/26,34,Real Oviedo,Mediocampista,6.0,27,UY,70%,Sano,15,0,0,0,6,0,0.9,36,2.4,1,0,5
Fornals,Fornals,20409,2025/26,34,Betis,Mediocampista,25.0,30,ES,80%,Sano,33,7,4,0,2,0,1.6,227,6.9,5,4,3
Fort,Héctor Fort,20403,2025/26,34,Elche,Defensa,7.0,19,ES,50%,Sano,10,1,2,0,0,0,1,43,4.3,7,0,0
Fortuño,A. Fortuño,20405,2025/26,34,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20409,2025/26,34,Real Oviedo,Delantero,4.0,25,ES,0%,Lesionado/Duda,15,0,1,0,0,0,-1,28,1.9,0,0,0
Foulquier,Foulquier,20411,2025/26,34,Valencia,Defensa,8.0,33,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
Foyth,Foyth,20412,2025/26,34,Villarreal,Defensa,9.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
Fraga,Fraga,20410,2025/26,34,Real Sociedad,Portero,1.0,23,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
