Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,6,Deportivo Alavés,Athletic Club,1,Sivera,Antonio Sivera,G,2,2,6.5,90,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,11
23-24,6,Deportivo Alavés,Athletic Club,1,R. Duarte,Rubén Duarte,D,2,1,6.6,48,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,11
23-24,6,Deportivo Alavés,Athletic Club,1,Gorosabel,Andoni Gorosabel,D,2,1,6.8,90,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,9
23-24,6,Deportivo Alavés,Athletic Club,1,Álex Sola,Álex Sola,M,3,1,6.8,67,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,12
23-24,6,Deportivo Alavés,Athletic Club,1,Abqar,Abdelkabir Abqar,D,3,1,6.6,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7
23-24,6,Deportivo Alavés,Athletic Club,1,Sedlar,Aleksandar Sedlar,D,3,1,6.8,90,0,0,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,8
23-24,6,Deportivo Alavés,Athletic Club,1,Guevara,Ander Guevara,M,3,1,6.8,90,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,18
23-24,6,Deportivo Alavés,Athletic Club,1,Rioja,Luis Rioja,M,2,1,6.9,84,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10
23-24,6,Deportivo Alavés,Athletic Club,1,Hagi,Ianis Hagi,M,3,1,6.9,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
23-24,6,Deportivo Alavés,Athletic Club,1,Protesoni,Carlos Benavídez,M,3,1,6.7,49,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
23-24,6,Deportivo Alavés,Athletic Club,1,Kike García,Kike García,F,0,0,6.2,90,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,16
23-24,6,Deportivo Alavés,Athletic Club,1,Javi López,Javi López,D,2,2,6.8,42,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,17
23-24,6,Deportivo Alavés,Athletic Club,1,Guridi,Jon Guridi,M,2,1,6.6,41,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
23-24,6,Deportivo Alavés,Athletic Club,1,Alkain,Xeber Alkain,F,3,1,6.8,14,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
23-24,6,Deportivo Alavés,Athletic Club,1,Rebbach,Abderrahman Rebbach,F,4,2,6.8,23,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5
23-24,6,Deportivo Alavés,Athletic Club,1,Omorodion,Samu Aghehowa,F,1,0,5.8,23,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,6,Athletic Club,Deportivo Alavés,0,Unai Simón,Unai Simón,G,11,4,8.2,90,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,15
23-24,6,Athletic Club,Deportivo Alavés,0,De Marcos,Óscar de Marcos,D,7,2,7.7,90,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,14
23-24,6,Athletic Club,Deportivo Alavés,0,Yuri,Yuri Berchiche,D,5,1,6.8,82,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,11
23-24,6,Athletic Club,Deportivo Alavés,0,Vivian,Daniel Vivian,D,7,1,7.3,90,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,9
23-24,6,Athletic Club,Deportivo Alavés,0,Paredes,Aitor Paredes,D,8,1,6.7,71,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,4
23-24,6,Athletic Club,Deportivo Alavés,0,R. de Galarreta,Iñigo Ruiz de Galarreta,M,6,2,6.9,82,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,16
23-24,6,Athletic Club,Deportivo Alavés,0,Berenguer,Álex Berenguer,M,2,1,6.7,64,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,14
23-24,6,Athletic Club,Deportivo Alavés,0,Vesga,Mikel Vesga,M,12,3,7.5,90,0,1,1,0,1,0,9,4,0,0,0,0,0,0,0,0,0,19
23-24,6,Athletic Club,Deportivo Alavés,0,Sancet,Oihan Sancet,M,11,3,7.8,90,1,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,23
23-24,6,Athletic Club,Deportivo Alavés,0,I. Williams,Iñaki Williams,M,13,3,7.9,90,1,1,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,18
