Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,38,Girona FC,Granada,1,Gazzaniga,Paulo Gazzaniga,G,12,3,7.5,90,0,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,2
23-24,38,Girona FC,Granada,1,David López,David López,D,1,1,6.6,50,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2
23-24,38,Girona FC,Granada,1,Blind,Daley Blind,D,7,2,7.3,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10
23-24,38,Girona FC,Granada,1,Miguel,Miguel Gutiérrez,D,12,4,7.2,65,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,38,Girona FC,Granada,1,Eric García,Eric García,D,15,4,8.1,90,1,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,7
23-24,38,Girona FC,Granada,1,Portu,Portu,F,2,0,6.8,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
23-24,38,Girona FC,Granada,1,Aleix García,Aleix García,M,7,3,7.5,90,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,16
23-24,38,Girona FC,Granada,1,Tsygankov,Viktor Tsygankov,F,19,4,9.4,56,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,11
23-24,38,Girona FC,Granada,1,Herrera,Yangel Herrera,M,2,1,7.2,50,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9
23-24,38,Girona FC,Granada,1,Iván Martín,Iván Martín,M,12,4,7.9,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
23-24,38,Girona FC,Granada,1,Dovbyk,Artem Dovbyk,F,24,4,9.6,90,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
23-24,38,Girona FC,Granada,1,Yan Couto,Yan Couto,D,3,3,7.0,40,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,38,Girona FC,Granada,1,Arnau,Arnau Martínez,D,2,1,6.5,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,38,Girona FC,Granada,1,Pablo Torre,Pablo Torre,M,2,1,6.8,40,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
23-24,38,Girona FC,Granada,1,Stuani,Cristhian Stuani,F,13,4,8.3,34,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23-24,38,Girona FC,Granada,1,Savinho,Savinho,F,12,4,7.6,40,0,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,11
23-24,38,Granada,Girona FC,0,Marc Martínez,Marc Martínez,G,-3,0,6.0,90,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,8
23-24,38,Granada,Girona FC,0,Miguel Rubio,Miguel Rubio,D,-1,0,6.3,90,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,1
23-24,38,Granada,Girona FC,0,Ricard,Ricard Sánchez,D,-5,0,5.8,72,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
23-24,38,Granada,Girona FC,0,Maouassa,Faitout Maouassa,D,-2,0,5.8,60,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5
23-24,38,Granada,Girona FC,0,Torrente,Raúl Torrente,D,1,0,6.1,72,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3
23-24,38,Granada,Girona FC,0,Gumbau,Gerard Gumbau,M,-2,0,6.2,90,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10
23-24,38,Granada,Girona FC,0,Villar,Gonzalo Villar,M,0,0,6.3,45,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,38,Granada,Girona FC,0,Sergio Ruiz,Sergio Ruiz Alonso,M,-2,0,5.6,90,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,8
23-24,38,Granada,Girona FC,0,Pellistri,Facundo Pellistri,M,-2,0,5.8,61,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,38,Granada,Girona FC,0,Rodelas,Sergio Rodelas,M,0,0,6.7,45,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4
23-24,38,Granada,Girona FC,0,Boyé,Lucas Boyé,F,0,0,6.5,90,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19
23-24,38,Granada,Girona FC,0,Piatkowski,Kamil Piątkowski,D,-2,0,6.3,45,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2
23-24,38,Granada,Girona FC,0,Brau,Miguel Ángel Brau,D,0,0,6.2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
23-24,38,Granada,Girona FC,0,Bruno Méndez,Bruno Méndez,D,-1,0,5.7,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
