Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,18,Rayo Vallecano,Valencia,1,Dimitrievski,Stole Dimitrievski,G,6,3,6.6,90,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,15
23-24,18,Rayo Vallecano,Valencia,1,Lejeune,Florian Lejeune,D,4,2,7.0,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,9
23-24,18,Rayo Vallecano,Valencia,1,Ratiu,Andrei Rațiu,D,5,2,6.2,80,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,15
23-24,18,Rayo Vallecano,Valencia,1,Pep Chavarría,Josep Chavarría,D,5,2,6.8,90,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,15
23-24,18,Rayo Vallecano,Valencia,1,Mumin,Abdul Mumin,D,5,2,6.9,90,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,14
23-24,18,Rayo Vallecano,Valencia,1,Unai López,Unai López,M,7,3,7.1,69,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,11
23-24,18,Rayo Vallecano,Valencia,1,De Frutos,Jorge de Frutos,M,4,1,6.7,69,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,8
23-24,18,Rayo Vallecano,Valencia,1,Isi,Isi Palazón,M,3,2,6.8,80,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,26
23-24,18,Rayo Vallecano,Valencia,1,Pathé Ciss,Pathé Ismaël Ciss,M,8,3,7.2,90,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,14
23-24,18,Rayo Vallecano,Valencia,1,De Tomás,Raúl de Tomás,F,4,1,6.8,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10
23-24,18,Rayo Vallecano,Valencia,1,Camello,Sergio Camello,F,4,2,6.6,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,18,Rayo Vallecano,Valencia,1,Álvaro García,Álvaro García,M,2,1,6.8,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23-24,18,Rayo Vallecano,Valencia,1,Kike Pérez,Kike Pérez,M,2,1,6.7,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
23-24,18,Rayo Vallecano,Valencia,1,Falcao,Radamel Falcao,F,2,1,6.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
