Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,29,Real Sociedad,Cádiz,1,Remiro,Álex Remiro,G,10,3,7.5,90,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,8
23-24,29,Real Sociedad,Cádiz,1,Zubeldia,Igor Zubeldia,D,9,3,7.4,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13
23-24,29,Real Sociedad,Cádiz,1,Le Normand,Robin Le Normand,D,5,2,7.1,90,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,12
23-24,29,Real Sociedad,Cádiz,1,Galán,Javi Galán,D,0,1,6.6,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,29,Real Sociedad,Cádiz,1,Traoré,Hamari Traoré,D,7,3,7.4,90,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,15
23-24,29,Real Sociedad,Cádiz,1,Merino,Mikel Merino,M,13,4,7.9,90,1,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,26
23-24,29,Real Sociedad,Cádiz,1,Brais,Brais Méndez,M,13,4,7.8,90,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,16
23-24,29,Real Sociedad,Cádiz,1,Zubimendi,Martín Zubimendi,M,6,2,7.4,75,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
23-24,29,Real Sociedad,Cádiz,1,Kubo,Takefusa Kubo,F,6,2,6.6,66,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,18
23-24,29,Real Sociedad,Cádiz,1,Oyarzabal,Mikel Oyarzabal,F,10,3,6.6,74,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,7
