Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,8,Barcelona,Sevilla,1,Ter Stegen,Marc-André Ter Stegen,G,11,3,7.7,90,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3
23-24,8,Barcelona,Sevilla,1,Cancelo,João Cancelo,D,11,4,8.4,90,0,0,4,1,0,0,5,2,0,0,0,0,0,0,0,0,0,17
23-24,8,Barcelona,Sevilla,1,A. Christensen,Andreas Christensen,D,9,2,7.1,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6
23-24,8,Barcelona,Sevilla,1,Koundé,Jules Koundé,D,7,2,7.2,90,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8
23-24,8,Barcelona,Sevilla,1,Balde,Alejandro Balde,D,7,2,7.1,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,22
23-24,8,Barcelona,Sevilla,1,Gündogan,İlkay Gündoğan,M,6,2,7.3,90,0,0,2,3,1,0,6,1,0,0,0,0,0,0,0,0,0,11
23-24,8,Barcelona,Sevilla,1,Gavi,Pablo Gavi,M,8,2,7.3,90,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,13
23-24,8,Barcelona,Sevilla,1,Lewandowski,Robert Lewandowski,F,3,1,6.5,90,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13
23-24,8,Barcelona,Sevilla,1,Raphinha,Raphinha,M,2,1,6.7,37,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,8,Barcelona,Sevilla,1,João Félix,João Félix,F,6,2,7.2,71,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8
