Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,16,Getafe,Valencia,1,Soria,David Soria,G,9,2,7.0,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
23-24,16,Getafe,Valencia,1,Djené,Djené,D,5,2,7.0,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9
23-24,16,Getafe,Valencia,1,D. Duarte,Domingos Duarte,D,4,3,7.0,90,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,16
23-24,16,Getafe,Valencia,1,Iglesias,Juan Iglesias,D,12,4,7.8,90,0,1,1,3,0,0,5,3,0,0,0,0,0,0,0,0,0,28
23-24,16,Getafe,Valencia,1,Gastón,Gastón Álvarez,D,7,3,7.0,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,21
23-24,16,Getafe,Valencia,1,Maksimovic,Nemanja Maksimović,M,9,3,7.3,90,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6
23-24,16,Getafe,Valencia,1,Luis Milla,Luis Milla,M,6,3,7.2,70,0,0,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,20
23-24,16,Getafe,Valencia,1,Jordi Martín,Jordi Martín,M,0,0,6.7,83,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,26
23-24,16,Getafe,Valencia,1,Mayoral,Borja Mayoral,F,12,4,7.5,90,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,6
23-24,16,Getafe,Valencia,1,Greenwood,Mason Greenwood,M,6,2,6.5,90,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,23
23-24,16,Getafe,Valencia,1,Latasa,Juanmi Latasa,F,2,1,7.0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
23-24,16,Getafe,Valencia,1,Mitrovic,Stefan Mitrović,D,2,1,6.6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,16,Getafe,Valencia,1,Aleñá,Carles Aleñá,M,2,1,6.9,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
23-24,16,Getafe,Valencia,1,Óscar,Óscar Rodríguez,M,2,1,6.9,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
23-24,16,Getafe,Valencia,1,Mata,Jaime Mata,F,2,1,6.7,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,16,Valencia,Getafe,0,Mamardashvili,Giorgi Mamardashvili,G,5,2,7.1,90,0,0,0,0,0,0,10,2,5,0,0,0,0,0,0,0,0,25
23-24,16,Valencia,Getafe,0,Gabriel,Gabriel Paulista,D,4,0,5.8,50,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,10
23-24,16,Valencia,Getafe,0,Foulquier,Dimitri Foulquier,M,0,0,6.3,90,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,11
23-24,16,Valencia,Getafe,0,Thierry,Thierry Correia,D,3,1,6.6,89,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,31
23-24,16,Valencia,Getafe,0,Mosquera,Cristhian Mosquera,D,5,1,6.7,90,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,11
23-24,16,Valencia,Getafe,0,Yarek,Yarek Gasiorowski,D,0,0,7.0,89,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14
23-24,16,Valencia,Getafe,0,Pepelu,Pepelu,M,6,1,6.8,90,0,0,1,1,0,0,10,4,0,0,0,0,0,0,0,0,0,16
23-24,16,Valencia,Getafe,0,Javi Guerra,Javier Guerra,M,1,1,6.5,88,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,10
23-24,16,Valencia,Getafe,0,Fran Pérez,Fran Pérez,M,2,1,6.4,54,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10
23-24,16,Valencia,Getafe,0,Duro,Hugo Duro,F,3,1,6.7,90,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10
23-24,16,Valencia,Getafe,0,Diego López,Diego López,F,2,0,6.2,82,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13
