Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,3,Las Palmas,Real Sociedad,1,Valles,Álvaro Valles,G,8,3,7.0,90,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,20
23-24,3,Las Palmas,Real Sociedad,1,Alex Suárez,Alex Suárez,D,9,3,8.1,90,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,7
23-24,3,Las Palmas,Real Sociedad,1,Mármol,Mika Mármol,D,7,2,6.8,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
23-24,3,Las Palmas,Real Sociedad,1,S. Cardona,Sergi Cardona,D,5,1,6.5,65,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,7
23-24,3,Las Palmas,Real Sociedad,1,J. Araujo,Julián Araujo,D,0,0,7.1,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14
23-24,3,Las Palmas,Real Sociedad,1,Viera,Jonathan Viera,M,9,0,7.4,79,0,0,4,2,1,0,7,0,0,0,0,0,0,0,0,0,0,10
23-24,3,Las Palmas,Real Sociedad,1,Kirian,Kirian Rodríguez,M,6,2,7.1,79,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11
23-24,3,Las Palmas,Real Sociedad,1,Loiodice,Enzo Loiodice,M,8,2,7.2,90,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,12
23-24,3,Las Palmas,Real Sociedad,1,Munir,Munir El Haddadi,F,4,1,6.4,90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9
23-24,3,Las Palmas,Real Sociedad,1,Sandro,Sandro Ramírez,F,8,2,7.3,79,0,0,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,9
23-24,3,Las Palmas,Real Sociedad,1,Kaba,Sory Kaba,F,0,0,6.6,68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
23-24,3,Las Palmas,Real Sociedad,1,Saúl Coco,Saúl Coco,D,2,1,7.1,25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5
23-24,3,Las Palmas,Real Sociedad,1,Javi Muñoz,Javier Muñoz,M,1,0,6.5,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,3,Las Palmas,Real Sociedad,1,Benito,Benito Ramírez,M,0,0,6.9,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5
23-24,3,Las Palmas,Real Sociedad,1,Pejiño,Pejiño,M,2,1,6.8,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
23-24,3,Las Palmas,Real Sociedad,1,Mfulu,Omenuke Mfulu,M,2,1,6.6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,3,Real Sociedad,Las Palmas,0,Remiro,Álex Remiro,G,13,4,8.4,90,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,10
23-24,3,Real Sociedad,Las Palmas,0,Zubeldia,Igor Zubeldia,D,7,2,7.2,90,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,13
23-24,3,Real Sociedad,Las Palmas,0,Le Normand,Robin Le Normand,D,5,1,6.8,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
23-24,3,Real Sociedad,Las Palmas,0,Aihen,Aihen Muñoz,D,6,1,6.9,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,12
23-24,3,Real Sociedad,Las Palmas,0,Traoré,Hamari Traoré,D,10,3,7.5,90,0,0,2,0,0,0,11,1,0,0,0,0,0,0,0,0,0,10
23-24,3,Real Sociedad,Las Palmas,0,Merino,Mikel Merino,M,6,1,6.9,90,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,16
23-24,3,Real Sociedad,Las Palmas,0,Brais,Brais Méndez,M,4,1,7.0,75,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,17
23-24,3,Real Sociedad,Las Palmas,0,Barrenetxea,Ander Barrenetxea,M,1,1,6.4,45,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,10
23-24,3,Real Sociedad,Las Palmas,0,Zubimendi,Martín Zubimendi,M,7,2,7.2,90,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,8
23-24,3,Real Sociedad,Las Palmas,0,Kubo,Takefusa Kubo,M,9,2,7.4,75,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,0,0,10
23-24,3,Real Sociedad,Las Palmas,0,Carlos,Carlos Fernández,F,1,0,6.3,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,3,Real Sociedad,Las Palmas,0,Zakharyan,Arsen Zakharyan,M,0,0,6.7,15,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
