Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,10,Osasuna,Granada,1,Herrera,Sergio Herrera,G,11,3,7.5,90,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,14
23-24,10,Osasuna,Granada,1,Rubén Peña,Rubén Peña,D,6,1,6.9,85,0,0,1,1,0,0,10,3,0,0,0,0,0,0,0,0,0,20
23-24,10,Osasuna,Granada,1,David García,David García,D,9,2,7.3,90,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,9
23-24,10,Osasuna,Granada,1,Catena,Alejandro Catena,D,6,2,7.2,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10
23-24,10,Osasuna,Granada,1,Areso,Jesús Areso,D,7,2,7.3,85,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,13
23-24,10,Osasuna,Granada,1,Moi Gómez,Moi Gómez,F,9,2,7.0,90,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8
23-24,10,Osasuna,Granada,1,Torró,Lucas Torró,M,7,2,7.2,90,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15
23-24,10,Osasuna,Granada,1,Oroz,Aimar Oroz,M,4,1,6.6,80,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18
23-24,10,Osasuna,Granada,1,Moncayola,Jon Moncayola,M,4,1,6.8,68,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15
23-24,10,Osasuna,Granada,1,Chimy,Chimy Ávila,F,11,0,8.0,90,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,17
23-24,10,Osasuna,Granada,1,Budimir,Ante Budimir,F,16,2,8.5,80,2,0,0,0,3,0,2,2,0,0,1,0,0,0,0,0,0,11
23-24,10,Osasuna,Granada,1,Nacho Vidal,Nacho Vidal,D,2,0,6.6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,10,Osasuna,Granada,1,Juan Cruz,Juan Cruz,D,2,1,6.9,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
23-24,10,Osasuna,Granada,1,Kike Barja,Kike Barja,F,1,0,6.6,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
23-24,10,Osasuna,Granada,1,Ibáñez,Pablo Ibáñez,M,0,0,6.7,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,10,Osasuna,Granada,1,Raúl García,Raúl García de Haro,F,2,1,6.8,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,10,Granada,Osasuna,0,Ferreira,André Ferreira,G,2,2,6.7,90,0,0,0,0,0,0,12,1,4,0,0,1,0,0,0,0,0,14
23-24,10,Granada,Osasuna,0,I. Miquel,Ignasi Miquel,D,2,1,6.6,90,0,0,1,0,0,0,5,8,0,0,0,0,0,0,0,0,0,12
23-24,10,Granada,Osasuna,0,Miguel Rubio,Miguel Rubio,D,3,2,6.8,89,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,19
23-24,10,Granada,Osasuna,0,Ricard,Ricard Sánchez,D,2,2,6.6,83,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,14
23-24,10,Granada,Osasuna,0,Neva,Carlos Neva,D,3,1,6.6,90,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,12
23-24,10,Granada,Osasuna,0,A. F. Carreras,Álvaro Carreras,M,1,1,7.0,63,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,7
23-24,10,Granada,Osasuna,0,Gumbau,Gerard Gumbau,M,1,1,7.3,87,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,17
23-24,10,Granada,Osasuna,0,Melendo,Óscar Melendo,M,2,1,6.8,63,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
23-24,10,Granada,Osasuna,0,Villar,Gonzalo Villar,M,5,1,6.7,83,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,6
23-24,10,Granada,Osasuna,0,Bryan,Bryan Zaragoza,M,3,1,6.8,90,0,0,2,2,1,0,6,0,0,0,0,0,0,0,0,0,0,11
23-24,10,Granada,Osasuna,0,Boyé,Lucas Boyé,F,-1,1,6.4,76,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
23-24,10,Granada,Osasuna,0,Puertas,Antonio Puertas,M,2,1,6.5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23-24,10,Granada,Osasuna,0,Sergio Ruiz,Sergio Ruiz Alonso,M,2,1,6.6,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,10,Granada,Osasuna,0,Petrovic,Njegoš Petrović,M,1,0,6.4,12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
23-24,10,Granada,Osasuna,0,Callejón,José Callejón,F,2,1,6.8,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
23-24,10,Granada,Osasuna,0,Uzuni,Myrto Uzuni,F,1,0,6.3,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,10,Real Sociedad,Mallorca,1,Remiro,Álex Remiro,G,12,3,8.6,90,0,0,1,0,0,0,6,2,6,0,0,0,0,0,0,0,0,11
23-24,10,Real Sociedad,Mallorca,1,Aritz,Aritz Elustondo,D,6,1,7.0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
23-24,10,Real Sociedad,Mallorca,1,Zubeldia,Igor Zubeldia,D,5,1,6.5,70,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,14
23-24,10,Real Sociedad,Mallorca,1,Aihen,Aihen Muñoz,D,9,3,8.0,90,0,0,2,3,1,0,5,5,0,0,0,0,0,0,0,0,0,17
23-24,10,Real Sociedad,Mallorca,1,Pacheco,Jon Pacheco,D,6,1,6.9,90,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,10
23-24,10,Real Sociedad,Mallorca,1,Merino,Mikel Merino,M,9,3,8.0,90,0,0,3,0,0,0,11,4,0,0,0,0,0,0,0,0,0,17
23-24,10,Real Sociedad,Mallorca,1,Brais,Brais Méndez,M,10,2,7.5,90,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,14
23-24,10,Real Sociedad,Mallorca,1,Zubimendi,Martín Zubimendi,M,5,1,6.3,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,11
23-24,10,Real Sociedad,Mallorca,1,Zakharyan,Arsen Zakharyan,M,2,1,6.6,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
23-24,10,Real Sociedad,Mallorca,1,Carlos,Carlos Fernández,F,4,1,6.5,60,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,13
23-24,10,Real Sociedad,Mallorca,1,Oyarzabal,Mikel Oyarzabal,F,4,0,6.1,84,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,9
23-24,10,Real Sociedad,Mallorca,1,Le Normand,Robin Le Normand,D,3,1,7.0,20,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2
23-24,10,Real Sociedad,Mallorca,1,Traoré,Hamari Traoré,D,3,2,6.8,30,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9
23-24,10,Real Sociedad,Mallorca,1,Barrenetxea,Ander Barrenetxea,F,2,1,6.7,45,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
23-24,10,Real Sociedad,Mallorca,1,Kubo,Takefusa Kubo,M,10,3,7.3,30,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7
23-24,10,Real Sociedad,Mallorca,1,Sadiq,Umar Sadiq,F,2,1,6.6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,10,Mallorca,Real Sociedad,0,Rajkovic,Predrag Rajković,G,7,3,7.7,90,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,18
23-24,10,Mallorca,Real Sociedad,0,Lato,Toni Lato,D,1,0,6.3,69,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
23-24,10,Mallorca,Real Sociedad,0,Nastasic,Matija Nastasić,D,4,1,6.6,90,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,7
23-24,10,Mallorca,Real Sociedad,0,Valjent,Martin Valjent,D,5,1,7.2,90,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,6
23-24,10,Mallorca,Real Sociedad,0,Copete,José Copete,D,2,0,6.6,69,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4
23-24,10,Mallorca,Real Sociedad,0,Giovanni,Giovanni González,D,2,1,6.6,90,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,21
23-24,10,Mallorca,Real Sociedad,0,Dani Rodríguez,Dani Rodríguez,M,4,1,7.1,86,0,0,4,2,1,0,6,0,0,0,0,0,0,0,0,0,0,9
23-24,10,Mallorca,Real Sociedad,0,Antonio,Antonio Sánchez,M,4,1,6.5,73,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,8
23-24,10,Mallorca,Real Sociedad,0,Samú,Samú Costa,M,6,2,7.3,90,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,19
23-24,10,Mallorca,Real Sociedad,0,Larin,Cyle Larin,F,4,0,6.9,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
23-24,10,Mallorca,Real Sociedad,0,Muriqi,Vedat Muriqi,F,3,1,7.4,90,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,16
23-24,10,Mallorca,Real Sociedad,0,Costa,Jaume Costa,D,1,1,6.5,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,10,Mallorca,Real Sociedad,0,Morlanes,Manu Morlanes,M,1,0,6.7,21,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,10,Mallorca,Real Sociedad,0,Llabrés,Javi Llabrés,F,2,1,6.6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
23-24,10,Mallorca,Real Sociedad,0,Abdon,Abdón Prats,F,1,0,6.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,10,Mallorca,Real Sociedad,0,Amath,Amath Ndiaye,F,4,2,6.9,17,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,3
23-24,10,Getafe,Real Betis,1,Soria,David Soria,G,7,3,6.9,90,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,20
23-24,10,Getafe,Real Betis,1,Damián,Damián Suárez,D,3,1,6.6,55,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
23-24,10,Getafe,Real Betis,1,Mitrovic,Stefan Mitrović,D,2,0,6.6,64,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,7
23-24,10,Getafe,Real Betis,1,Diego Rico,Diego Rico,D,9,2,7.4,90,0,1,3,1,0,0,8,3,0,0,0,0,0,0,0,0,0,20
