Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,20,Sevilla,Deportivo Alavés,1,Dmitrovic,Marko Dmitrović,G,4,1,7.4,90,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,1
23-24,20,Sevilla,Deportivo Alavés,1,Ramos,Sergio Ramos,D,2,1,7.2,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,10
23-24,20,Sevilla,Deportivo Alavés,1,Navas,Jesús Navas,D,0,1,6.9,69,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
23-24,20,Sevilla,Deportivo Alavés,1,Marcão,Marcão,D,-1,0,6.8,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10
23-24,20,Sevilla,Deportivo Alavés,1,Kike Salas,Kike Salas,D,0,0,6.3,41,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8
23-24,20,Sevilla,Deportivo Alavés,1,Rakitic,Ivan Rakitić,M,3,2,7.5,55,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,12
23-24,20,Sevilla,Deportivo Alavés,1,Óliver,Óliver Torres,M,2,1,6.8,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10
23-24,20,Sevilla,Deportivo Alavés,1,Suso,Suso,M,9,3,8.2,90,0,0,5,6,0,0,2,0,0,0,0,0,0,0,0,0,0,16
23-24,20,Sevilla,Deportivo Alavés,1,Ocampos,Lucas Ocampos,F,9,3,7.0,90,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,34
23-24,20,Sevilla,Deportivo Alavés,1,Soumaré,Boubakary Soumaré,M,-1,0,6.5,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
23-24,20,Sevilla,Deportivo Alavés,1,Romero,Isaac Romero,F,0,0,6.9,55,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,6
23-24,20,Sevilla,Deportivo Alavés,1,Pedrosa,Adrià Pedrosa,D,1,1,6.4,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
23-24,20,Sevilla,Deportivo Alavés,1,Juanlu,Juanlu Sánchez,M,2,1,6.9,21,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
23-24,20,Sevilla,Deportivo Alavés,1,Sow,Djibril Sow,M,2,1,6.5,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
23-24,20,Sevilla,Deportivo Alavés,1,Rafa Mir,Rafa Mir,F,7,2,7.2,35,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
23-24,20,Sevilla,Deportivo Alavés,1,Mariano,Mariano Díaz,F,2,0,7.6,35,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7
23-24,20,Deportivo Alavés,Sevilla,0,Sivera,Antonio Sivera,G,2,1,6.7,90,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,19
23-24,20,Deportivo Alavés,Sevilla,0,Gorosabel,Andoni Gorosabel,D,1,1,6.7,90,0,0,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,13
23-24,20,Deportivo Alavés,Sevilla,0,Javi López,Javi López,D,1,0,6.5,90,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,9
23-24,20,Deportivo Alavés,Sevilla,0,Rafa Marín,Rafa Marín,D,0,0,6.3,90,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,5
23-24,20,Deportivo Alavés,Sevilla,0,Tenaglia,Nahuel Tenaglia,D,9,2,7.1,90,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,7
23-24,20,Deportivo Alavés,Sevilla,0,Guridi,Jon Guridi,M,9,3,7.1,77,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13
23-24,20,Deportivo Alavés,Sevilla,0,Guevara,Ander Guevara,M,2,0,6.7,89,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
23-24,20,Deportivo Alavés,Sevilla,0,Rioja,Luis Rioja,M,7,2,7.3,77,0,0,4,3,0,0,4,4,0,0,0,0,0,0,0,0,0,8
23-24,20,Deportivo Alavés,Sevilla,0,Protesoni,Carlos Benavídez,M,0,1,6.6,90,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,10
23-24,20,Deportivo Alavés,Sevilla,0,Carlos Vicente,Carlos Vicente,M,9,3,7.6,89,0,1,7,3,1,0,3,0,0,0,0,0,0,0,0,0,0,22
23-24,20,Deportivo Alavés,Sevilla,0,Kike García,Kike García,F,9,2,8.0,72,1,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,5
23-24,20,Deportivo Alavés,Sevilla,0,R. Duarte,Rubén Duarte,D,11,3,7.3,13,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1
23-24,20,Deportivo Alavés,Sevilla,0,Álex Sola,Álex Sola,D,2,0,6.3,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
23-24,20,Deportivo Alavés,Sevilla,0,Parada,Victor Parada,D,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-24,20,Deportivo Alavés,Sevilla,0,Blanco,Antonio Blanco,M,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,20,Deportivo Alavés,Sevilla,0,Omorodion,Samu Aghehowa,F,7,2,6.7,18,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,20,Las Palmas,Villarreal,1,Valles,Álvaro Valles,G,12,4,7.5,90,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,0,11
23-24,20,Las Palmas,Villarreal,1,Alex Suárez,Alex Suárez,D,6,2,7.1,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
23-24,20,Las Palmas,Villarreal,1,Mármol,Mika Mármol,D,9,3,7.5,90,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5
23-24,20,Las Palmas,Villarreal,1,S. Cardona,Sergi Cardona,D,5,2,7.2,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,16
23-24,20,Las Palmas,Villarreal,1,Herzog,Juanma Herzog,D,15,4,7.8,90,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,5
23-24,20,Las Palmas,Villarreal,1,Javi Muñoz,Javier Muñoz,M,10,3,7.1,73,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
23-24,20,Las Palmas,Villarreal,1,Kirian,Kirian Rodríguez,M,19,4,8.6,86,2,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,13
23-24,20,Las Palmas,Villarreal,1,Moleiro,Alberto Moleiro,F,12,3,7.1,61,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8
23-24,20,Las Palmas,Villarreal,1,Perrone,Máximo Perrone,M,7,2,6.7,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,9
23-24,20,Las Palmas,Villarreal,1,Munir,Munir El Haddadi,F,3,1,6.6,86,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15
23-24,20,Las Palmas,Villarreal,1,Sandro,Sandro Ramírez,F,8,3,7.2,73,0,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,14
23-24,20,Las Palmas,Villarreal,1,Benito,Benito Ramírez,M,2,1,6.6,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
23-24,20,Las Palmas,Villarreal,1,Loiodice,Enzo Loiodice,M,2,1,6.9,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
23-24,20,Las Palmas,Villarreal,1,Marvin,Marvin Park,D,2,1,6.8,29,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,20,Las Palmas,Villarreal,1,Iñaki González,Iñaki González,M,2,1,6.6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-24,20,Las Palmas,Villarreal,1,M. Cardona,Marc Cardona,F,2,1,6.7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,20,Villarreal,Las Palmas,0,Jörgensen,Filip Jørgensen,G,0,0,5.8,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2
23-24,20,Villarreal,Las Palmas,0,Bailly,Eric Bailly,D,2,0,6.6,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6
23-24,20,Villarreal,Las Palmas,0,Pedraza,Alfonso Pedraza,D,-1,0,6.5,68,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,10
23-24,20,Villarreal,Las Palmas,0,Cuenca,Jorge Cuenca,D,2,0,6.3,90,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4
