Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,33,Las Palmas,Girona FC,1,Valles,Álvaro Valles,G,7,2,7.0,90,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,12
23-24,33,Las Palmas,Girona FC,1,Sinkgraven,Daley Sinkgraven,D,0,0,6.8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
23-24,33,Las Palmas,Girona FC,1,Alex Suárez,Alex Suárez,D,0,0,6.3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,33,Las Palmas,Girona FC,1,Mármol,Mika Mármol,D,-2,1,6.1,90,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,11
23-24,33,Las Palmas,Girona FC,1,Saúl Coco,Saúl Coco,D,0,1,6.5,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10
23-24,33,Las Palmas,Girona FC,1,Javi Muñoz,Javier Muñoz,M,1,1,6.6,81,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10
23-24,33,Las Palmas,Girona FC,1,Kirian,Kirian Rodríguez,M,-1,1,6.5,90,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,12
23-24,33,Las Palmas,Girona FC,1,Marvin,Marvin Park,M,1,0,6.4,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19
23-24,33,Las Palmas,Girona FC,1,Moleiro,Alberto Moleiro,M,5,0,6.9,90,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,17
23-24,33,Las Palmas,Girona FC,1,Perrone,Máximo Perrone,M,2,1,6.8,78,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8
23-24,33,Las Palmas,Girona FC,1,Sandro,Sandro Ramírez,F,1,1,6.4,63,0,0,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,5
23-24,33,Las Palmas,Girona FC,1,S. Cardona,Sergi Cardona,D,2,2,6.6,27,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9
23-24,33,Las Palmas,Girona FC,1,Benito,Benito Ramírez,M,2,1,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
23-24,33,Las Palmas,Girona FC,1,Fabio,Fabio González,M,3,1,6.9,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
23-24,33,Las Palmas,Girona FC,1,Munir,Munir El Haddadi,F,2,1,6.4,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
23-24,33,Las Palmas,Girona FC,1,M. Cardona,Marc Cardona,F,3,2,7.0,27,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9
23-24,33,Girona FC,Las Palmas,0,Gazzaniga,Paulo Gazzaniga,G,18,4,8.8,90,0,0,0,0,0,0,12,0,5,0,0,0,1,0,0,0,0,14
23-24,33,Girona FC,Las Palmas,0,David López,David López,D,15,4,7.8,90,1,0,1,0,1,0,5,4,0,0,0,1,0,0,0,0,0,5
23-24,33,Girona FC,Las Palmas,0,Blind,Daley Blind,D,6,2,7.0,90,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,11
23-24,33,Girona FC,Las Palmas,0,Miguel,Miguel Gutiérrez,D,8,2,7.0,90,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,8
23-24,33,Girona FC,Las Palmas,0,Eric García,Eric García,D,7,2,7.5,90,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,18
23-24,33,Girona FC,Las Palmas,0,Yan Couto,Yan Couto,M,11,2,7.2,70,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,15
23-24,33,Girona FC,Las Palmas,0,Aleix García,Aleix García,M,6,1,6.8,90,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,15
23-24,33,Girona FC,Las Palmas,0,Herrera,Yangel Herrera,M,5,2,7.0,89,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,11
23-24,33,Girona FC,Las Palmas,0,Iván Martín,Iván Martín,M,5,1,6.7,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,33,Girona FC,Las Palmas,0,Dovbyk,Artem Dovbyk,F,7,2,6.2,70,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,5
23-24,33,Girona FC,Las Palmas,0,Savinho,Savinho,M,4,1,6.9,80,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
23-24,33,Girona FC,Las Palmas,0,Arnau,Arnau Martínez,D,2,1,6.6,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,33,Girona FC,Las Palmas,0,Portu,Portu,F,2,1,6.6,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,33,Girona FC,Las Palmas,0,Tsygankov,Viktor Tsygankov,F,3,1,6.6,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10
23-24,33,Girona FC,Las Palmas,0,Pablo Torre,Pablo Torre,M,2,1,6.5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,33,Girona FC,Las Palmas,0,Solís,Jhon Solís,M,1,0,6.4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
23-24,33,Almería,Getafe,1,Luis Maximiano,Luís Maximiano,G,2,0,6.2,90,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,6
23-24,33,Almería,Getafe,1,Chumi,Chumi,D,0,0,6.4,90,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,3
23-24,33,Almería,Getafe,1,Pubill,Marc Pubill,D,-1,1,6.3,90,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,33
23-24,33,Almería,Getafe,1,Montes,César Montes,D,-1,0,6.4,80,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,13
23-24,33,Almería,Getafe,1,Langa,Bruno Langa,D,2,2,7.0,90,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,11
23-24,33,Almería,Getafe,1,Viera,Jonathan Viera,M,3,2,7.2,90,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,10
23-24,33,Almería,Getafe,1,Embarba,Adrián Embarba,M,6,2,7.3,90,0,0,4,4,4,0,2,0,0,0,0,0,0,0,0,0,0,20
23-24,33,Almería,Getafe,1,Robertone,Lucas Robertone,M,2,1,6.7,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9
23-24,33,Almería,Getafe,1,Lopy,Dion Lopy,M,3,1,6.4,45,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3
