Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,13,Athletic Club,Celta Vigo,1,Unai Simón,Unai Simón,G,6,0,6.7,90,0,0,0,0,0,0,8,1,2,0,0,0,1,0,0,0,0,7
23-24,13,Athletic Club,Celta Vigo,1,De Marcos,Óscar de Marcos,D,2,2,7.2,90,0,0,3,3,1,0,2,1,0,0,0,0,0,0,0,0,0,17
23-24,13,Athletic Club,Celta Vigo,1,Lekue,Íñigo Lekue,D,3,2,6.7,90,0,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,17
23-24,13,Athletic Club,Celta Vigo,1,Vivian,Daniel Vivian,D,2,0,6.2,90,0,0,1,0,0,0,16,3,0,0,0,0,0,0,0,0,0,11
23-24,13,Athletic Club,Celta Vigo,1,Paredes,Aitor Paredes,D,-1,0,6.1,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,7
23-24,13,Athletic Club,Celta Vigo,1,R. de Galarreta,Iñigo Ruiz de Galarreta,M,6,2,7.3,90,0,0,1,2,0,0,9,2,0,0,0,0,0,0,0,0,0,12
23-24,13,Athletic Club,Celta Vigo,1,Vesga,Mikel Vesga,M,1,0,6.2,69,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,11
23-24,13,Athletic Club,Celta Vigo,1,Sancet,Oihan Sancet,M,9,3,7.8,85,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,9
23-24,13,Athletic Club,Celta Vigo,1,N. Williams,Nico Williams,M,13,4,8.2,90,0,1,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,13
23-24,13,Athletic Club,Celta Vigo,1,I. Williams,Iñaki Williams,M,3,1,6.4,80,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24
23-24,13,Athletic Club,Celta Vigo,1,Guruzeta,Gorka Guruzeta,F,11,3,7.9,80,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,8
23-24,13,Athletic Club,Celta Vigo,1,Dani García,Dani García,M,2,1,6.4,21,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1
23-24,13,Athletic Club,Celta Vigo,1,Berenguer,Álex Berenguer,F,8,3,7.2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,13,Athletic Club,Celta Vigo,1,Unai Gómez,Unai Gómez,M,1,0,6.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-24,13,Athletic Club,Celta Vigo,1,Raúl García,Raúl García,M,0,0,6.5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,13,Celta Vigo,Athletic Club,0,Guaita,Vicente Guaita,G,2,0,7.8,90,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,0,0,14
