Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,1,Almería,Rayo Vallecano,1,Mariño,Diego Mariño,G,4,2,6.8,90,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,4
23-24,1,Almería,Rayo Vallecano,1,Akieme,Sergio Akieme,D,4,3,7.4,90,0,0,2,0,1,0,6,2,0,0,0,1,0,0,0,0,0,16
23-24,1,Almería,Rayo Vallecano,1,Babic,Srđan Babić,D,1,1,6.9,90,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4
23-24,1,Almería,Rayo Vallecano,1,Pozo,Alejandro Pozo,D,1,1,6.4,66,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,11
23-24,1,Almería,Rayo Vallecano,1,Édgar,Edgar González,D,1,2,6.6,90,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,7
23-24,1,Almería,Rayo Vallecano,1,Embarba,Adrián Embarba,M,5,2,7.2,90,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,20
23-24,1,Almería,Rayo Vallecano,1,Baba,Iddrisu Baba,M,3,1,7.0,77,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
23-24,1,Almería,Rayo Vallecano,1,Robertone,Lucas Robertone,M,3,2,6.9,77,0,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,15
23-24,1,Almería,Rayo Vallecano,1,Luis Suárez,Luis Javier Suárez,F,3,1,6.8,90,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8
23-24,1,Almería,Rayo Vallecano,1,Ramazani,Largie Ramazani,M,4,1,6.9,83,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,11
23-24,1,Almería,Rayo Vallecano,1,Lazaro,Lázaro,M,0,0,6.3,45,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
23-24,1,Almería,Rayo Vallecano,1,Pubill,Marc Pubill,D,0,0,6.8,24,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,6
23-24,1,Almería,Rayo Vallecano,1,Melero,Gonzalo Melero,M,2,1,6.8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
23-24,1,Almería,Rayo Vallecano,1,Arribas,Sergio Arribas,M,0,0,7.2,45,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,1,Almería,Rayo Vallecano,1,Lopy,Dion Lopy,M,0,0,6.7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,1,Almería,Rayo Vallecano,1,Marezi,Marko Milovanović,F,2,0,6.5,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,1,Rayo Vallecano,Almería,0,Dimitrievski,Stole Dimitrievski,G,11,3,8.1,90,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,13
23-24,1,Rayo Vallecano,Almería,0,Lejeune,Florian Lejeune,D,9,2,7.3,90,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,8
23-24,1,Rayo Vallecano,Almería,0,Aridane,Aridane Hernández,D,7,2,7.2,90,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,10
23-24,1,Rayo Vallecano,Almería,0,Espino,Alfonso Espino,D,8,2,7.6,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9
23-24,1,Rayo Vallecano,Almería,0,Balliu,Iván Balliu,D,7,2,7.3,90,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,11
23-24,1,Rayo Vallecano,Almería,0,Álvaro García,Álvaro García,M,2,0,6.2,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,1,Rayo Vallecano,Almería,0,Unai López,Unai López,M,0,0,6.6,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,1,Rayo Vallecano,Almería,0,Trejo,Óscar Trejo,M,5,2,6.7,63,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,10
23-24,1,Rayo Vallecano,Almería,0,Valentín,Óscar Valentín,M,4,0,6.3,86,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
23-24,1,Rayo Vallecano,Almería,0,Isi,Isi Palazón,M,11,3,7.5,90,1,0,1,1,1,0,5,2,0,0,0,0,0,0,0,0,0,11
23-24,1,Rayo Vallecano,Almería,0,Nteka,Randy Nteka,F,14,2,7.8,82,1,0,1,0,1,0,2,3,0,0,1,0,0,0,0,0,0,8
23-24,1,Rayo Vallecano,Almería,0,Pep Chavarría,Josep Chavarría,D,2,1,6.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,1,Rayo Vallecano,Almería,0,Salvi,Salvi Sánchez,M,1,0,6.5,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,1,Rayo Vallecano,Almería,0,Pathé Ciss,Pathé Ismaël Ciss,M,3,1,6.7,45,0,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5
23-24,1,Rayo Vallecano,Almería,0,Méndez,Diego Mendez,M,0,0,6.8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,1,Rayo Vallecano,Almería,0,Falcao,Radamel Falcao,F,1,0,6.5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,1,Sevilla,Valencia,1,Bono,Bono,G,2,2,6.4,90,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,11
23-24,1,Sevilla,Valencia,1,Navas,Jesús Navas,D,3,2,6.6,69,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,13
23-24,1,Sevilla,Valencia,1,Acuña,Marcos Acuña,D,1,2,6.8,90,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,24
23-24,1,Sevilla,Valencia,1,Gudelj,Nemanja Gudelj,D,1,1,6.5,90,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,20
23-24,1,Sevilla,Valencia,1,Badé,Loïc Badé,D,-1,0,6.0,81,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6
23-24,1,Sevilla,Valencia,1,Rakitic,Ivan Rakitić,M,3,2,6.6,90,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,29
23-24,1,Sevilla,Valencia,1,Suso,Suso,M,8,3,7.5,90,0,1,2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,22
23-24,1,Sevilla,Valencia,1,Fernando,Fernando,M,4,1,6.8,69,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
23-24,1,Sevilla,Valencia,1,Lamela,Erik Lamela,M,2,1,6.8,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,1,Sevilla,Valencia,1,Ocampos,Lucas Ocampos,M,2,1,6.5,90,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,20
