Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,23,Athletic Club,Mallorca,1,Unai Simón,Unai Simón,G,8,2,7.0,90,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,13
23-24,23,Athletic Club,Mallorca,1,De Marcos,Óscar de Marcos,D,13,4,7.3,90,0,1,2,2,0,0,4,3,0,0,0,0,0,0,0,0,0,17
23-24,23,Athletic Club,Mallorca,1,Yuri,Yuri Berchiche,D,22,4,9.0,90,2,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,11
23-24,23,Athletic Club,Mallorca,1,Yeray,Yeray Álvarez,D,6,2,6.8,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
23-24,23,Athletic Club,Mallorca,1,Paredes,Aitor Paredes,D,9,3,7.3,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,9
23-24,23,Athletic Club,Mallorca,1,R. de Galarreta,Iñigo Ruiz de Galarreta,M,6,2,7.1,68,0,0,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,13
23-24,23,Athletic Club,Mallorca,1,Sancet,Oihan Sancet,M,12,3,7.1,79,0,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,7
23-24,23,Athletic Club,Mallorca,1,Prados,Beñat Prados,M,7,2,7.3,90,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,7
23-24,23,Athletic Club,Mallorca,1,N. Williams,Nico Williams,M,12,3,7.1,68,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,11
23-24,23,Athletic Club,Mallorca,1,I. Williams,Iñaki Williams,M,6,3,7.3,82,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,15
23-24,23,Athletic Club,Mallorca,1,Guruzeta,Gorka Guruzeta,F,14,4,8.3,79,1,1,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,18
23-24,23,Athletic Club,Mallorca,1,Muniain,Iker Muniain,F,9,3,7.3,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,23,Athletic Club,Mallorca,1,Herrera,Ander Herrera,M,3,2,7.0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
23-24,23,Athletic Club,Mallorca,1,Ares,Malcom Ares,F,2,1,6.6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,23,Athletic Club,Mallorca,1,Jauregizar,Mikel Jauregizar,M,0,0,6.4,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,23,Athletic Club,Mallorca,1,Raúl García,Raúl García,M,2,1,6.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,23,Mallorca,Athletic Club,0,Rajkovic,Predrag Rajković,G,-1,0,5.8,90,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,18
23-24,23,Mallorca,Athletic Club,0,Costa,Jaume Costa,D,-3,0,6.3,90,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,16
23-24,23,Mallorca,Athletic Club,0,Raíllo,Antonio Raíllo,D,1,1,6.9,90,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,6
23-24,23,Mallorca,Athletic Club,0,Valjent,Martin Valjent,D,-2,0,5.8,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11
23-24,23,Mallorca,Athletic Club,0,Copete,José Copete,D,0,1,6.6,45,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5
23-24,23,Mallorca,Athletic Club,0,Giovanni,Giovanni González,D,1,1,6.5,57,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8
23-24,23,Mallorca,Athletic Club,0,Mascarell,Omar Mascarell,M,0,0,6.2,90,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,12
23-24,23,Mallorca,Athletic Club,0,Morlanes,Manu Morlanes,M,2,1,7.0,90,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,8
23-24,23,Mallorca,Athletic Club,0,Dani Rodríguez,Dani Rodríguez,M,4,1,7.0,76,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,12
23-24,23,Mallorca,Athletic Club,0,Antonio,Antonio Sánchez,M,1,1,6.5,57,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,9
23-24,23,Mallorca,Athletic Club,0,Larin,Cyle Larin,F,1,0,6.6,76,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
23-24,23,Mallorca,Athletic Club,0,Nacho Vidal,Nacho Vidal,D,-1,0,6.2,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
23-24,23,Mallorca,Athletic Club,0,Darder,Sergi Darder,M,2,1,6.9,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
23-24,23,Mallorca,Athletic Club,0,Llabrés,Javi Llabrés,F,2,1,6.5,14,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,23,Mallorca,Athletic Club,0,Abdon,Abdón Prats,F,2,1,6.5,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,23,Mallorca,Athletic Club,0,Muriqi,Vedat Muriqi,F,0,0,6.5,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
23-24,23,Valencia,Almería,1,Mamardashvili,Giorgi Mamardashvili,G,5,2,7.1,90,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,14
23-24,23,Valencia,Almería,1,Gayà,José Luis Gayà,D,1,1,6.8,90,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,16
23-24,23,Valencia,Almería,1,Foulquier,Dimitri Foulquier,D,2,1,6.6,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,18
23-24,23,Valencia,Almería,1,Mosquera,Cristhian Mosquera,D,7,2,7.4,90,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,5
23-24,23,Valencia,Almería,1,Özkacar,Cenk Özkaçar,D,7,2,7.2,90,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,9
23-24,23,Valencia,Almería,1,Pepelu,Pepelu,M,9,4,7.5,90,0,1,1,2,0,0,3,1,0,0,0,0,0,1,0,0,0,9
23-24,23,Valencia,Almería,1,Guillamón,Hugo Guillamón,M,2,1,7.0,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
23-24,23,Valencia,Almería,1,Javi Guerra,Javier Guerra,M,0,0,6.2,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12
