Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Dimitrievski,Stole Dimitrievski,G,9,3,7.0,90,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,14
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Lejeune,Florian Lejeune,D,8,2,7.4,90,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,12
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Aridane,Aridane Hernández,D,6,1,7.1,90,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Espino,Alfonso Espino,D,8,2,7.2,90,0,0,4,2,0,0,9,1,0,0,0,0,0,0,0,0,0,16
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Balliu,Iván Balliu,D,8,2,7.2,90,0,0,1,0,1,0,6,3,0,0,0,0,0,0,0,0,0,13
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Álvaro García,Álvaro García,M,14,4,8.5,88,0,1,3,3,0,0,2,1,0,0,1,0,0,0,0,0,0,11
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Unai López,Unai López,M,7,2,6.9,87,0,0,1,1,0,0,7,2,0,0,0,0,0,0,0,0,0,10
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Valentín,Óscar Valentín,M,8,2,7.3,90,0,0,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,10
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Isi,Isi Palazón,M,10,3,7.5,77,1,0,2,1,3,0,4,2,0,0,0,0,0,0,0,0,0,13
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Kike Pérez,Kike Pérez,M,5,1,6.6,65,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,13
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Camello,Sergio Camello,F,6,2,7.1,77,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,9
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Trejo,Óscar Trejo,M,1,0,6.3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,5,Rayo Vallecano,Deportivo Alavés,1,De Frutos,Jorge de Frutos,F,9,2,7.7,13,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Pathé Ciss,Pathé Ismaël Ciss,M,2,1,6.7,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23-24,5,Rayo Vallecano,Deportivo Alavés,1,De Tomás,Raúl de Tomás,F,0,0,6.7,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,5,Rayo Vallecano,Deportivo Alavés,1,Bebé,Bebé,F,1,0,6.4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Sivera,Antonio Sivera,G,7,3,8.9,90,0,0,1,0,0,0,6,1,9,0,0,0,0,0,0,0,0,10
23-24,5,Deportivo Alavés,Rayo Vallecano,0,R. Duarte,Rubén Duarte,D,5,2,7.1,68,0,0,1,3,0,0,6,1,0,0,0,0,0,0,0,0,0,13
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Gorosabel,Andoni Gorosabel,D,0,1,6.2,90,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,18
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Álex Sola,Álex Sola,M,4,2,6.9,64,0,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,16
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Abqar,Abdelkabir Abqar,D,3,1,7.0,90,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,12
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Rafa Marín,Rafa Marín,D,3,1,6.5,90,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Guridi,Jon Guridi,M,3,1,6.8,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Guevara,Ander Guevara,M,3,2,6.7,90,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,21
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Rioja,Luis Rioja,M,2,1,6.6,83,0,0,2,3,0,0,3,2,0,0,0,0,0,0,0,0,0,13
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Blanco,Antonio Blanco,M,4,2,7.4,90,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,11
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Kike García,Kike García,F,3,1,6.9,68,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Javi López,Javi López,D,2,1,6.6,22,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Hagi,Ianis Hagi,M,0,0,6.8,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Rebbach,Abderrahman Rebbach,F,1,0,6.6,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Karrikaburu,Jon Karrikaburu,F,1,0,6.5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,5,Deportivo Alavés,Rayo Vallecano,0,Omorodion,Samu Aghehowa,F,1,0,6.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,5,Athletic Club,Cádiz,1,Unai Simón,Unai Simón,G,13,3,8.0,90,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,7
23-24,5,Athletic Club,Cádiz,1,De Marcos,Óscar de Marcos,D,11,3,7.9,90,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,17
23-24,5,Athletic Club,Cádiz,1,Yuri,Yuri Berchiche,D,6,2,7.1,90,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,17
23-24,5,Athletic Club,Cádiz,1,Vivian,Daniel Vivian,D,8,2,7.3,90,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,9
23-24,5,Athletic Club,Cádiz,1,Paredes,Aitor Paredes,D,5,1,6.6,68,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
23-24,5,Athletic Club,Cádiz,1,R. de Galarreta,Iñigo Ruiz de Galarreta,M,7,2,7.0,81,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,12
23-24,5,Athletic Club,Cádiz,1,Berenguer,Álex Berenguer,M,7,2,7.1,63,0,0,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,14
23-24,5,Athletic Club,Cádiz,1,Vesga,Mikel Vesga,M,6,1,6.5,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18
23-24,5,Athletic Club,Cádiz,1,Sancet,Oihan Sancet,M,7,2,7.3,81,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,13
23-24,5,Athletic Club,Cádiz,1,I. Williams,Iñaki Williams,M,12,3,8.3,90,1,0,2,0,3,0,6,1,0,0,0,0,0,0,0,0,0,23
23-24,5,Athletic Club,Cádiz,1,Guruzeta,Gorka Guruzeta,F,10,3,8.0,68,1,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,13
23-24,5,Athletic Club,Cádiz,1,Yeray,Yeray Álvarez,D,2,1,6.4,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
23-24,5,Athletic Club,Cádiz,1,Muniain,Iker Muniain,F,3,2,6.7,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
23-24,5,Athletic Club,Cádiz,1,Herrera,Ander Herrera,M,2,1,6.6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,5,Athletic Club,Cádiz,1,Unai Gómez,Unai Gómez,M,2,1,6.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,5,Athletic Club,Cádiz,1,Villalibre,Asier Villalibre,F,12,3,8.5,22,1,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3
23-24,5,Cádiz,Athletic Club,0,Ledesma,Jeremías Ledesma,G,5,3,7.0,90,0,0,0,0,0,0,11,2,5,0,0,0,0,0,0,0,0,16
23-24,5,Cádiz,Athletic Club,0,Luis Hernández,Luis Hernández,D,1,0,6.0,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9
23-24,5,Cádiz,Athletic Club,0,Fali,Fali,D,3,1,6.7,90,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,11
23-24,5,Cádiz,Athletic Club,0,Iza Carcelén,Iza Carcelén,D,3,2,7.3,90,0,0,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,8
23-24,5,Cádiz,Athletic Club,0,Javi Hernández,Javier Hernández,D,1,0,6.4,90,0,0,0,1,1,0,9,7,0,0,0,0,0,0,0,0,0,19
23-24,5,Cádiz,Athletic Club,0,Escalante,Gonzalo Escalante,M,2,0,5.9,90,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9
23-24,5,Cádiz,Athletic Club,0,Alejo,Iván Alejo,M,0,0,6.6,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
23-24,5,Cádiz,Athletic Club,0,Alcaraz,Rubén Alcaraz,M,1,0,6.3,78,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7
23-24,5,Cádiz,Athletic Club,0,Roger,Roger Martí,F,1,0,6.4,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,5,Cádiz,Athletic Club,0,Sobrino,Rubén Sobrino,M,3,1,6.4,59,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14
23-24,5,Cádiz,Athletic Club,0,Ramos,Chris Ramos,F,2,0,6.5,77,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8
23-24,5,Cádiz,Athletic Club,0,Álex Fernández,Álex Fernández,M,2,1,6.4,12,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4
23-24,5,Cádiz,Athletic Club,0,Navarro,Robert Navarro,M,0,0,6.5,30,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
23-24,5,Cádiz,Athletic Club,0,Machís,Darwin Machís,F,1,1,6.7,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
23-24,5,Cádiz,Athletic Club,0,Negredo,Álvaro Negredo,F,2,1,6.9,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,5,Cádiz,Athletic Club,0,Maxi Gómez,Maximiliano Gómez,F,-1,0,6.8,31,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,5,Valencia,Atlético Madrid,1,Mamardashvili,Giorgi Mamardashvili,G,7,2,7.6,90,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,20
23-24,5,Valencia,Atlético Madrid,1,Gayà,José Luis Gayà,D,7,2,6.9,70,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,11
23-24,5,Valencia,Atlético Madrid,1,Diakhaby,Mouctar Diakhaby,D,9,2,7.4,90,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,3
23-24,5,Valencia,Atlético Madrid,1,Thierry,Thierry Correia,D,10,2,7.1,83,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,9
23-24,5,Valencia,Atlético Madrid,1,Mosquera,Cristhian Mosquera,D,8,1,7.0,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,5
23-24,5,Valencia,Atlético Madrid,1,Pepelu,Pepelu,M,5,1,6.7,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,12
