Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,21,Deportivo Alavés,Cádiz,1,Sivera,Antonio Sivera,G,10,3,7.4,90,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0,8
23-24,21,Deportivo Alavés,Cádiz,1,R. Duarte,Rubén Duarte,D,6,1,6.8,90,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8
23-24,21,Deportivo Alavés,Cádiz,1,Gorosabel,Andoni Gorosabel,D,6,2,7.0,90,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,11
23-24,21,Deportivo Alavés,Cádiz,1,Javi López,Javi López,D,8,3,7.2,90,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,16
23-24,21,Deportivo Alavés,Cádiz,1,Rafa Marín,Rafa Marín,D,8,1,7.0,90,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,1
23-24,21,Deportivo Alavés,Cádiz,1,Guridi,Jon Guridi,M,5,1,6.7,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
23-24,21,Deportivo Alavés,Cádiz,1,Guevara,Ander Guevara,M,6,2,7.4,90,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,19
23-24,21,Deportivo Alavés,Cádiz,1,Rioja,Luis Rioja,M,14,4,7.3,89,1,0,2,2,1,0,9,1,0,0,0,0,0,0,0,0,0,23
23-24,21,Deportivo Alavés,Cádiz,1,Blanco,Antonio Blanco,M,5,1,6.7,89,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9
23-24,21,Deportivo Alavés,Cádiz,1,Carlos Vicente,Carlos Vicente,M,5,1,7.1,76,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19
23-24,21,Deportivo Alavés,Cádiz,1,Kike García,Kike García,F,6,2,7.7,75,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,10
23-24,21,Deportivo Alavés,Cádiz,1,Álex Sola,Álex Sola,D,3,2,7.1,14,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3
23-24,21,Deportivo Alavés,Cádiz,1,Tenaglia,Nahuel Tenaglia,D,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-24,21,Deportivo Alavés,Cádiz,1,Giuliano,Giuliano Simeone,F,3,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,21,Deportivo Alavés,Cádiz,1,Protesoni,Carlos Benavídez,M,2,1,6.8,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
23-24,21,Deportivo Alavés,Cádiz,1,Omorodion,Samu Aghehowa,F,1,0,6.4,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,21,Cádiz,Deportivo Alavés,0,Ledesma,Jeremías Ledesma,G,7,2,7.4,90,0,0,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,8
23-24,21,Cádiz,Deportivo Alavés,0,Zaldua,Joseba Zaldúa,D,4,1,7.0,87,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,9
23-24,21,Cádiz,Deportivo Alavés,0,Fali,Fali,D,4,1,6.8,90,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,6
23-24,21,Cádiz,Deportivo Alavés,0,Chust,Víctor Chust,D,4,1,7.0,90,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7
23-24,21,Cádiz,Deportivo Alavés,0,Lucas Pires,Lucas Pires,D,2,1,6.8,88,0,0,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,15
23-24,21,Cádiz,Deportivo Alavés,0,Escalante,Gonzalo Escalante,M,4,1,6.9,75,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7
23-24,21,Cádiz,Deportivo Alavés,0,Alejo,Iván Alejo,M,1,1,6.3,70,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,12
23-24,21,Cádiz,Deportivo Alavés,0,Alcaraz,Rubén Alcaraz,M,5,2,6.9,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,11
23-24,21,Cádiz,Deportivo Alavés,0,Navarro,Robert Navarro,M,9,3,7.5,90,0,0,5,2,0,0,5,2,0,0,0,0,0,0,0,0,0,13
23-24,21,Cádiz,Deportivo Alavés,0,Guardiola,Sergi Guardiola,F,1,0,6.7,70,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8
23-24,21,Cádiz,Deportivo Alavés,0,Ramos,Chris Ramos,F,2,1,7.1,90,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,13
23-24,21,Cádiz,Deportivo Alavés,0,Iza Carcelén,Iza Carcelén,D,1,0,6.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,21,Cádiz,Deportivo Alavés,0,Álex Fernández,Álex Fernández,M,2,1,6.7,15,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3
23-24,21,Cádiz,Deportivo Alavés,0,Ocampo,Brian Ocampo,F,2,1,6.5,20,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8
23-24,21,Cádiz,Deportivo Alavés,0,Negredo,Álvaro Negredo,F,2,1,6.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23-24,21,Cádiz,Deportivo Alavés,0,Etta Eyong,Etta Eyong,M,0,0,6.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,21,Villarreal,Mallorca,1,Jörgensen,Filip Jørgensen,G,4,1,6.7,90,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,6
