Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,12,Las Palmas,Atlético Madrid,1,Valles,Álvaro Valles,G,6,2,6.8,90,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,9
23-24,12,Las Palmas,Atlético Madrid,1,Alex Suárez,Alex Suárez,D,3,2,7.3,90,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,16
23-24,12,Las Palmas,Atlético Madrid,1,Mármol,Mika Mármol,D,6,2,7.0,90,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5
23-24,12,Las Palmas,Atlético Madrid,1,S. Cardona,Sergi Cardona,D,5,2,7.2,90,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,11
23-24,12,Las Palmas,Atlético Madrid,1,Saúl Coco,Saúl Coco,D,6,1,6.9,90,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,3
23-24,12,Las Palmas,Atlético Madrid,1,Javi Muñoz,Javier Muñoz,M,6,2,6.9,90,0,0,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,10
23-24,12,Las Palmas,Atlético Madrid,1,Kirian,Kirian Rodríguez,M,10,3,7.7,90,1,0,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,20
23-24,12,Las Palmas,Atlético Madrid,1,Marvin,Marvin Park,M,6,2,6.7,71,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,11
23-24,12,Las Palmas,Atlético Madrid,1,Moleiro,Alberto Moleiro,M,9,2,6.7,63,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
23-24,12,Las Palmas,Atlético Madrid,1,Perrone,Máximo Perrone,M,5,1,6.7,70,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9
