Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,17,Osasuna,Rayo Vallecano,1,Herrera,Sergio Herrera,G,11,4,7.3,90,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,13
23-24,17,Osasuna,Rayo Vallecano,1,Rubén Peña,Rubén Peña,D,9,4,7.1,83,0,0,3,2,1,0,4,2,0,0,0,0,0,0,0,0,0,19
23-24,17,Osasuna,Rayo Vallecano,1,David García,David García,D,9,3,6.9,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16
23-24,17,Osasuna,Rayo Vallecano,1,Juan Cruz,Juan Cruz,D,8,3,7.1,90,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10
23-24,17,Osasuna,Rayo Vallecano,1,Areso,Jesús Areso,D,6,3,6.7,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,20
23-24,17,Osasuna,Rayo Vallecano,1,Rubén G.,Rubén García,F,4,1,6.7,69,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,15
23-24,17,Osasuna,Rayo Vallecano,1,Moi Gómez,Moi Gómez,M,4,1,6.7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
23-24,17,Osasuna,Rayo Vallecano,1,Oroz,Aimar Oroz,M,5,2,7.1,84,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,11
23-24,17,Osasuna,Rayo Vallecano,1,Iker Muñoz,Iker Muñoz,M,7,3,7.1,90,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,12
23-24,17,Osasuna,Rayo Vallecano,1,Chimy,Chimy Ávila,F,8,0,7.0,84,0,0,2,3,0,0,6,1,0,0,0,0,0,0,0,0,0,11
23-24,17,Osasuna,Rayo Vallecano,1,Budimir,Ante Budimir,F,3,1,6.8,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
23-24,17,Osasuna,Rayo Vallecano,1,Nacho Vidal,Nacho Vidal,D,2,0,6.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
