Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,27,Celta Vigo,Almería,1,Guaita,Vicente Guaita,G,9,3,7.0,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5
23-24,27,Celta Vigo,Almería,1,Manquillo,Javier Manquillo,D,6,3,7.1,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16
23-24,27,Celta Vigo,Almería,1,Núñez,Unai Núñez,D,9,2,7.1,90,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,11
23-24,27,Celta Vigo,Almería,1,Manu Sánchez,Manuel Sánchez,D,10,3,6.9,79,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,9
23-24,27,Celta Vigo,Almería,1,Mingueza,Óscar Mingueza,M,14,4,7.4,89,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,18
23-24,27,Celta Vigo,Almería,1,Starfelt,Carl Starfelt,D,10,3,7.5,90,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,6
23-24,27,Celta Vigo,Almería,1,Beltrán,Fran Beltrán,M,10,3,7.8,90,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,10
23-24,27,Celta Vigo,Almería,1,De la Torre,Luca De La Torre,M,5,2,7.0,89,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13
23-24,27,Celta Vigo,Almería,1,Bamba,Jonathan Bamba,M,8,3,7.5,90,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19
23-24,27,Celta Vigo,Almería,1,Strand Larsen,Jørgen Strand Larsen,F,3,1,6.1,90,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,21
