Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,2,Mallorca,Villarreal,1,Rajkovic,Predrag Rajković,G,7,3,7.6,90,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,6
23-24,2,Mallorca,Villarreal,1,Costa,Jaume Costa,D,4,1,6.8,90,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,9
23-24,2,Mallorca,Villarreal,1,Raíllo,Antonio Raíllo,D,3,2,7.0,45,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1
23-24,2,Mallorca,Villarreal,1,Maffeo,Pablo Maffeo,D,1,1,6.9,90,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,18
23-24,2,Mallorca,Villarreal,1,Valjent,Martin Valjent,D,4,1,6.7,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4
23-24,2,Mallorca,Villarreal,1,Copete,José Copete,D,4,2,7.1,90,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,0,0,8
23-24,2,Mallorca,Villarreal,1,Mascarell,Omar Mascarell,M,1,0,6.6,72,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2
23-24,2,Mallorca,Villarreal,1,Morlanes,Manu Morlanes,M,2,1,6.6,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,2,Mallorca,Villarreal,1,Dani Rodríguez,Dani Rodríguez,M,4,1,6.9,63,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,7
23-24,2,Mallorca,Villarreal,1,Amath,Amath Ndiaye,F,2,1,6.5,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,2,Mallorca,Villarreal,1,Muriqi,Vedat Muriqi,F,2,1,7.0,90,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,13
23-24,2,Mallorca,Villarreal,1,Giovanni,Giovanni González,D,3,2,6.7,45,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
23-24,2,Mallorca,Villarreal,1,Darder,Sergi Darder,M,1,1,6.8,45,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,10
23-24,2,Mallorca,Villarreal,1,Samú,Samú Costa,M,2,1,6.6,45,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7
23-24,2,Mallorca,Villarreal,1,Llabrés,Javi Llabrés,F,0,0,6.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,2,Mallorca,Villarreal,1,Larin,Cyle Larin,F,2,1,6.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,2,Villarreal,Mallorca,0,Jörgensen,Filip Jørgensen,G,7,2,7.0,90,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,11
23-24,2,Villarreal,Mallorca,0,Pedraza,Alfonso Pedraza,D,9,3,7.3,90,0,0,2,2,0,0,8,1,0,0,0,0,0,0,0,0,0,14
