Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,30,Cádiz,Granada,1,Ledesma,Jeremías Ledesma,G,10,3,7.2,90,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,12
23-24,30,Cádiz,Granada,1,Fali,Fali,D,8,3,7.1,66,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,9
23-24,30,Cádiz,Granada,1,Iza Carcelén,Iza Carcelén,D,6,2,7.3,90,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,13
23-24,30,Cádiz,Granada,1,Javi Hernández,Javier Hernández,D,8,3,7.5,90,0,0,3,3,0,0,4,3,0,0,0,0,0,0,0,0,0,23
23-24,30,Cádiz,Granada,1,Chust,Víctor Chust,D,9,3,7.4,90,0,0,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,9
23-24,30,Cádiz,Granada,1,Alcaraz,Rubén Alcaraz,M,13,4,7.8,90,0,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,11
23-24,30,Cádiz,Granada,1,Navarro,Robert Navarro,M,13,4,7.1,76,1,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,20
23-24,30,Cádiz,Granada,1,Kouamé,Rominigue Kouamé,M,2,1,6.8,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,30,Cádiz,Granada,1,Juanmi,Juanmi,F,6,1,6.7,90,0,0,2,0,1,0,10,0,0,0,0,0,0,0,0,0,0,14
23-24,30,Cádiz,Granada,1,Sobrino,Rubén Sobrino,M,4,1,6.5,76,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,14
