Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,14,Deportivo Alavés,Granada,1,Sivera,Antonio Sivera,G,5,2,7.0,90,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,11
23-24,14,Deportivo Alavés,Granada,1,Gorosabel,Andoni Gorosabel,D,3,1,6.6,90,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,10
23-24,14,Deportivo Alavés,Granada,1,Abqar,Abdelkabir Abqar,D,6,2,6.8,90,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,13
23-24,14,Deportivo Alavés,Granada,1,Javi López,Javi López,D,8,3,7.2,90,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,18
23-24,14,Deportivo Alavés,Granada,1,Rafa Marín,Rafa Marín,D,5,2,7.2,90,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,11
23-24,14,Deportivo Alavés,Granada,1,Guridi,Jon Guridi,M,5,1,6.2,74,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
23-24,14,Deportivo Alavés,Granada,1,Guevara,Ander Guevara,M,5,2,6.8,69,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,15
23-24,14,Deportivo Alavés,Granada,1,Rioja,Luis Rioja,M,12,4,7.7,89,0,1,1,1,1,0,6,1,0,0,0,0,0,0,0,0,0,12
23-24,14,Deportivo Alavés,Granada,1,Blanco,Antonio Blanco,M,5,2,7.3,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3
23-24,14,Deportivo Alavés,Granada,1,Rebbach,Abderrahman Rebbach,M,12,3,7.3,69,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,12
23-24,14,Deportivo Alavés,Granada,1,Omorodion,Samu Aghehowa,F,9,3,6.9,74,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,15
23-24,14,Deportivo Alavés,Granada,1,Álex Sola,Álex Sola,D,2,1,6.9,21,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
23-24,14,Deportivo Alavés,Granada,1,Tenaglia,Nahuel Tenaglia,D,2,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23-24,14,Deportivo Alavés,Granada,1,Hagi,Ianis Hagi,M,2,1,6.3,16,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,14,Deportivo Alavés,Granada,1,Protesoni,Carlos Benavídez,M,1,1,6.3,21,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,4
23-24,14,Deportivo Alavés,Granada,1,Kike García,Kike García,F,2,1,6.5,16,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
23-24,14,Granada,Deportivo Alavés,0,Ferreira,André Ferreira,G,5,1,6.5,90,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,0,1
23-24,14,Granada,Deportivo Alavés,0,Manafá,Wilson Manafá,D,1,1,6.4,79,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,19
23-24,14,Granada,Deportivo Alavés,0,I. Miquel,Ignasi Miquel,D,7,2,7.1,90,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,8
23-24,14,Granada,Deportivo Alavés,0,Neva,Carlos Neva,D,-1,0,6.2,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12
23-24,14,Granada,Deportivo Alavés,0,Torrente,Raúl Torrente,D,-1,2,6.5,90,0,0,1,0,0,0,4,2,0,0,0,0,0,0,1,0,0,10
23-24,14,Granada,Deportivo Alavés,0,A. F. Carreras,Álvaro Carreras,F,-1,0,6.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
23-24,14,Granada,Deportivo Alavés,0,Gumbau,Gerard Gumbau,M,4,3,7.0,90,0,0,2,1,1,0,6,1,0,0,0,0,0,0,0,0,0,19
23-24,14,Granada,Deportivo Alavés,0,Melendo,Óscar Melendo,M,2,1,6.5,79,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,9
23-24,14,Granada,Deportivo Alavés,0,Villar,Gonzalo Villar,M,2,1,6.7,62,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8
23-24,14,Granada,Deportivo Alavés,0,Boyé,Lucas Boyé,F,0,1,6.7,62,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12
23-24,14,Granada,Deportivo Alavés,0,Uzuni,Myrto Uzuni,F,8,2,6.9,90,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,4
23-24,14,Granada,Deportivo Alavés,0,Ricard,Ricard Sánchez,D,0,0,6.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,14,Granada,Deportivo Alavés,0,Puertas,Antonio Puertas,M,3,2,6.9,28,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,6
23-24,14,Granada,Deportivo Alavés,0,Sergio Ruiz,Sergio Ruiz Alonso,M,4,2,6.9,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,14,Granada,Deportivo Alavés,0,Weissman,Shon Weissman,F,2,1,6.6,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,14,Granada,Deportivo Alavés,0,F. Diédhiou,Famara Diédhiou,F,5,2,7.4,28,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,12
23-24,14,Rayo Vallecano,Barcelona,1,Dimitrievski,Stole Dimitrievski,G,8,3,7.5,90,0,0,0,0,0,0,12,2,4,0,0,0,0,0,0,0,0,12
23-24,14,Rayo Vallecano,Barcelona,1,Lejeune,Florian Lejeune,D,0,0,6.1,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,8
