Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,31,Real Betis,Celta Vigo,1,Rui Silva,Rui Silva,G,6,3,7.4,90,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10
23-24,31,Real Betis,Celta Vigo,1,Pezzella,Germán Pezzella,D,3,1,7.0,90,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,5
23-24,31,Real Betis,Celta Vigo,1,Bellerín,Héctor Bellerín,D,14,4,7.2,70,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12
23-24,31,Real Betis,Celta Vigo,1,Miranda,Juan Miranda,D,16,4,7.9,75,1,0,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,14
23-24,31,Real Betis,Celta Vigo,1,Chadi Riad,Chadi Riad,D,3,1,6.6,90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4
23-24,31,Real Betis,Celta Vigo,1,Isco,Isco,M,12,4,7.7,86,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19
23-24,31,Real Betis,Celta Vigo,1,Fornals,Pablo Fornals,M,8,4,8.0,90,0,0,2,2,1,0,5,1,0,0,0,0,0,0,0,0,0,13
23-24,31,Real Betis,Celta Vigo,1,Guido,Guido Rodríguez,M,6,2,6.8,90,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,16
23-24,31,Real Betis,Celta Vigo,1,Cardoso,Johnny Cardoso,M,6,2,7.3,90,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,3
23-24,31,Real Betis,Celta Vigo,1,Willian José,Willian José,F,2,1,6.6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
