Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,4,Cádiz,Villarreal,1,Ledesma,Jeremías Ledesma,G,6,3,6.8,90,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,12
23-24,4,Cádiz,Villarreal,1,Luis Hernández,Luis Hernández,D,1,1,6.8,90,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,8
23-24,4,Cádiz,Villarreal,1,Fali,Fali,D,1,1,6.7,90,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12
23-24,4,Cádiz,Villarreal,1,Iza Carcelén,Iza Carcelén,D,5,2,6.5,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,10
23-24,4,Cádiz,Villarreal,1,Javi Hernández,Javier Hernández,D,4,2,6.6,90,0,0,1,1,0,0,5,2,0,0,0,0,0,0,0,0,0,15
23-24,4,Cádiz,Villarreal,1,Escalante,Gonzalo Escalante,M,6,1,6.9,90,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6
23-24,4,Cádiz,Villarreal,1,Alejo,Iván Alejo,M,1,1,6.5,57,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,9
23-24,4,Cádiz,Villarreal,1,Alcaraz,Rubén Alcaraz,M,5,2,7.1,89,0,0,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,9
23-24,4,Cádiz,Villarreal,1,Machís,Darwin Machís,M,14,3,8.5,78,2,0,1,1,2,0,7,0,0,0,0,0,0,0,0,0,0,13
23-24,4,Cádiz,Villarreal,1,Roger,Roger Martí,F,4,1,7.0,89,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
