Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
23-24,26,Real Sociedad,Villarreal,1,Remiro,Álex Remiro,G,0,0,6.3,90,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
23-24,26,Real Sociedad,Villarreal,1,Le Normand,Robin Le Normand,D,1,0,6.6,90,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,8
23-24,26,Real Sociedad,Villarreal,1,Galán,Javi Galán,D,0,0,6.5,90,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,19
23-24,26,Real Sociedad,Villarreal,1,Pacheco,Jon Pacheco,D,0,0,5.8,90,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9
23-24,26,Real Sociedad,Villarreal,1,Traoré,Hamari Traoré,D,2,1,6.5,45,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Real Sociedad,Villarreal,1,Brais,Brais Méndez,M,4,2,8.0,64,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,5
23-24,26,Real Sociedad,Villarreal,1,Barrenetxea,Ander Barrenetxea,M,2,1,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,26,Real Sociedad,Villarreal,1,Zubimendi,Martín Zubimendi,M,4,2,7.1,90,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,12
23-24,26,Real Sociedad,Villarreal,1,Kubo,Takefusa Kubo,M,5,3,7.5,90,0,0,3,3,2,0,2,1,0,0,0,0,0,0,0,0,0,25
23-24,26,Real Sociedad,Villarreal,1,Zakharyan,Arsen Zakharyan,M,-1,0,6.7,72,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,12
23-24,26,Real Sociedad,Villarreal,1,André Silva,André Silva,F,0,0,6.9,65,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Real Sociedad,Villarreal,1,Aramburu,Jon Aramburu,D,0,0,6.4,45,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5
23-24,26,Real Sociedad,Villarreal,1,Merino,Mikel Merino,M,9,3,7.3,26,1,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4
23-24,26,Real Sociedad,Villarreal,1,Olasagasti,Jon Ander Olasagasti,M,3,1,7.1,83,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,8
23-24,26,Real Sociedad,Villarreal,1,Sadiq,Umar Sadiq,F,2,1,6.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Real Sociedad,Villarreal,1,Becker,Sheraldo Becker,F,3,1,6.7,18,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5
23-24,26,Villarreal,Real Sociedad,0,Jörgensen,Filip Jørgensen,G,7,2,7.7,90,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,15
23-24,26,Villarreal,Real Sociedad,0,Albiol,Raúl Albiol,D,10,3,7.4,90,0,1,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,8
23-24,26,Villarreal,Real Sociedad,0,A. Moreno,Alberto Moreno,D,7,1,6.6,70,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6
23-24,26,Villarreal,Real Sociedad,0,Bailly,Eric Bailly,D,5,1,6.8,90,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,5
23-24,26,Villarreal,Real Sociedad,0,Mosquera,Yerson Mosquera,D,1,0,6.7,90,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10
23-24,26,Villarreal,Real Sociedad,0,Coquelin,Francis Coquelin,M,5,0,7.3,84,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,2
23-24,26,Villarreal,Real Sociedad,0,Comesaña,Santi Comesaña,M,18,4,8.7,90,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6
23-24,26,Villarreal,Real Sociedad,0,Baena,Alejandro Baena,M,13,3,7.5,84,0,1,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,8
23-24,26,Villarreal,Real Sociedad,0,Akhomach,Ilias Akhomach,M,5,1,6.4,70,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12
23-24,26,Villarreal,Real Sociedad,0,Gerard,Gerard Moreno,F,4,1,6.8,79,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,12
23-24,26,Villarreal,Real Sociedad,0,Guedes,Gonçalo Guedes,F,9,3,7.4,90,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11
23-24,26,Villarreal,Real Sociedad,0,Cuenca,Jorge Cuenca,D,0,0,6.2,20,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4
23-24,26,Villarreal,Real Sociedad,0,Parejo,Dani Parejo,M,1,0,6.4,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
23-24,26,Villarreal,Real Sociedad,0,Capoue,Étienne Capoue,M,1,0,6.3,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
23-24,26,Villarreal,Real Sociedad,0,Morales,José Luis Morales,F,1,0,6.7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,26,Villarreal,Real Sociedad,0,Sörloth,Alexander Sørloth,F,7,2,7.3,11,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Barcelona,Getafe,1,Ter Stegen,Marc-André Ter Stegen,G,13,4,7.9,90,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,0,9
23-24,26,Barcelona,Getafe,1,Cancelo,João Cancelo,D,8,3,7.0,83,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,10
23-24,26,Barcelona,Getafe,1,A. Christensen,Andreas Christensen,M,13,4,7.4,77,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2
23-24,26,Barcelona,Getafe,1,Koundé,Jules Koundé,D,13,4,7.7,90,0,1,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,20
23-24,26,Barcelona,Getafe,1,Araújo,Ronald Araújo,D,9,4,7.4,90,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,11
23-24,26,Barcelona,Getafe,1,Cubarsí,Pau Cubarsí,D,10,3,7.1,90,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,10
23-24,26,Barcelona,Getafe,1,Gündogan,İlkay Gündoğan,M,7,3,7.1,83,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,14
23-24,26,Barcelona,Getafe,1,F. de Jong,Frenkie de Jong,M,14,4,8.3,90,1,0,2,0,1,0,4,5,0,0,0,0,0,0,0,0,0,10
23-24,26,Barcelona,Getafe,1,Lewandowski,Robert Lewandowski,F,3,1,6.2,90,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,13
23-24,26,Barcelona,Getafe,1,Raphinha,Raphinha,F,16,4,8.9,77,1,1,3,1,1,0,8,1,0,0,0,0,0,0,0,0,0,8
23-24,26,Barcelona,Getafe,1,João Félix,João Félix,F,12,4,7.3,63,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,11
23-24,26,Barcelona,Getafe,1,Fort,Hector Fort,D,2,1,6.8,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23-24,26,Barcelona,Getafe,1,Romeu,Oriol Romeu,M,3,1,6.9,13,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
23-24,26,Barcelona,Getafe,1,Pedri,Pedri,M,2,1,6.5,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,26,Barcelona,Getafe,1,Fermín,Fermín López,M,10,3,7.5,27,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8
23-24,26,Barcelona,Getafe,1,Vitor Roque,Vitor Roque,F,2,1,6.6,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,26,Getafe,Barcelona,0,Soria,David Soria,G,-1,0,6.9,90,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,15
23-24,26,Getafe,Barcelona,0,Diego Rico,Diego Rico,M,-4,0,6.7,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21
23-24,26,Getafe,Barcelona,0,Djené,Djené,D,0,0,6.2,68,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6
23-24,26,Getafe,Barcelona,0,Iglesias,Juan Iglesias,D,1,1,6.9,45,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9
23-24,26,Getafe,Barcelona,0,Alderete,Omar Alderete,D,-3,0,6.2,90,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,18
23-24,26,Getafe,Barcelona,0,Gastón,Gastón Álvarez,D,-2,0,6.3,90,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Getafe,Barcelona,0,Maksimovic,Nemanja Maksimović,M,1,0,6.6,67,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
23-24,26,Getafe,Barcelona,0,Luis Milla,Luis Milla,M,3,2,7.1,90,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,16
23-24,26,Getafe,Barcelona,0,Moriba,Ilaix Moriba,M,2,0,6.4,77,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,8
23-24,26,Getafe,Barcelona,0,Mayoral,Borja Mayoral,F,2,1,6.3,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,10
23-24,26,Getafe,Barcelona,0,Greenwood,Mason Greenwood,M,3,1,6.7,67,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,10
23-24,26,Getafe,Barcelona,0,Carmona,José Ángel Carmona,D,0,0,5.9,45,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,5
23-24,26,Getafe,Barcelona,0,Aleñá,Carles Aleñá,M,1,0,6.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Getafe,Barcelona,0,Óscar,Óscar Rodríguez,M,2,1,6.5,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
23-24,26,Getafe,Barcelona,0,Yellu,Yellu Santiago,M,0,0,6.2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,26,Getafe,Barcelona,0,Mata,Jaime Mata,F,2,1,6.7,23,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4
23-24,26,Deportivo Alavés,Mallorca,1,Sivera,Antonio Sivera,G,7,2,7.7,90,0,0,0,0,0,0,8,1,6,0,0,0,0,0,0,0,0,14
23-24,26,Deportivo Alavés,Mallorca,1,Gorosabel,Andoni Gorosabel,D,9,3,7.0,85,0,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,11
23-24,26,Deportivo Alavés,Mallorca,1,Álex Sola,Álex Sola,M,5,1,6.2,60,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,26,Deportivo Alavés,Mallorca,1,Abqar,Abdelkabir Abqar,D,5,2,6.8,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,11
23-24,26,Deportivo Alavés,Mallorca,1,Javi López,Javi López,D,6,3,7.1,90,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,17
23-24,26,Deportivo Alavés,Mallorca,1,Rafa Marín,Rafa Marín,D,4,1,6.9,90,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,15
23-24,26,Deportivo Alavés,Mallorca,1,Guridi,Jon Guridi,M,5,2,6.8,90,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,14
23-24,26,Deportivo Alavés,Mallorca,1,Guevara,Ander Guevara,M,3,2,7.0,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,17
23-24,26,Deportivo Alavés,Mallorca,1,Rioja,Luis Rioja,M,9,3,7.3,85,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,19
23-24,26,Deportivo Alavés,Mallorca,1,Blanco,Antonio Blanco,M,4,1,6.5,72,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10
23-24,26,Deportivo Alavés,Mallorca,1,Omorodion,Samu Aghehowa,F,4,1,6.8,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
23-24,26,Deportivo Alavés,Mallorca,1,R. Duarte,Rubén Duarte,D,1,0,6.3,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
23-24,26,Deportivo Alavés,Mallorca,1,Tenaglia,Nahuel Tenaglia,D,1,0,7.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-24,26,Deportivo Alavés,Mallorca,1,Protesoni,Carlos Benavídez,M,9,3,7.5,18,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2
23-24,26,Deportivo Alavés,Mallorca,1,Carlos Vicente,Carlos Vicente,F,1,0,6.5,30,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4
23-24,26,Deportivo Alavés,Mallorca,1,Kike García,Kike García,F,1,0,6.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Mallorca,Deportivo Alavés,0,Rajkovic,Predrag Rajković,G,5,2,6.7,90,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,14
23-24,26,Mallorca,Deportivo Alavés,0,Lato,Toni Lato,D,3,1,6.8,90,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,12
23-24,26,Mallorca,Deportivo Alavés,0,Nacho Vidal,Nacho Vidal,D,4,1,6.5,60,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,13
23-24,26,Mallorca,Deportivo Alavés,0,Nastasic,Matija Nastasić,D,12,3,7.5,90,1,0,1,0,1,0,3,6,0,0,0,0,0,0,0,0,0,9
23-24,26,Mallorca,Deportivo Alavés,0,Valjent,Martin Valjent,D,6,3,7.3,90,0,0,1,1,0,0,3,8,0,0,0,0,0,0,0,0,0,14
23-24,26,Mallorca,Deportivo Alavés,0,Copete,José Copete,D,3,1,6.9,84,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9
23-24,26,Mallorca,Deportivo Alavés,0,Mascarell,Omar Mascarell,M,3,1,6.9,84,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10
23-24,26,Mallorca,Deportivo Alavés,0,Darder,Sergi Darder,M,9,3,7.2,89,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,16
23-24,26,Mallorca,Deportivo Alavés,0,Morlanes,Manu Morlanes,M,6,2,7.4,90,0,0,2,0,1,0,7,2,0,0,0,0,0,0,0,0,0,8
23-24,26,Mallorca,Deportivo Alavés,0,Radonjic,Nemanja Radonjić,M,6,2,7.0,60,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,17
23-24,26,Mallorca,Deportivo Alavés,0,Muriqi,Vedat Muriqi,F,4,3,7.9,90,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,12
23-24,26,Mallorca,Deportivo Alavés,0,Giovanni,Giovanni González,D,1,1,6.4,30,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8
23-24,26,Mallorca,Deportivo Alavés,0,Dani Rodríguez,Dani Rodríguez,M,2,1,6.4,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,26,Mallorca,Deportivo Alavés,0,Samú,Samú Costa,M,2,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-24,26,Mallorca,Deportivo Alavés,0,Llabrés,Javi Llabrés,F,2,1,6.6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23-24,26,Mallorca,Deportivo Alavés,0,Larin,Cyle Larin,F,0,0,6.5,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
23-24,26,Almería,Atlético Madrid,1,Luis Maximiano,Luís Maximiano,G,6,3,7.7,90,0,0,0,0,0,0,14,1,7,0,0,0,0,0,0,0,0,16
23-24,26,Almería,Atlético Madrid,1,Édgar,Edgar González,D,3,1,7.0,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4
23-24,26,Almería,Atlético Madrid,1,Pubill,Marc Pubill,D,5,2,6.9,90,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,18
23-24,26,Almería,Atlético Madrid,1,Radovanovic,Aleksandar Radovanović,D,1,1,6.7,69,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
23-24,26,Almería,Atlético Madrid,1,Langa,Bruno Langa,D,0,1,6.1,90,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,16
23-24,26,Almería,Atlético Madrid,1,Viera,Jonathan Viera,M,5,2,6.7,78,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13
23-24,26,Almería,Atlético Madrid,1,Embarba,Adrián Embarba,M,1,1,6.5,90,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,16
23-24,26,Almería,Atlético Madrid,1,Baba,Iddrisu Baba,M,3,1,6.5,90,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,10
23-24,26,Almería,Atlético Madrid,1,Romero,Luka Romero,M,16,4,8.5,69,2,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,11
23-24,26,Almería,Atlético Madrid,1,Robertone,Lucas Robertone,M,3,1,6.6,82,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
23-24,26,Almería,Atlético Madrid,1,Lozano,Anthony Lozano,F,2,1,6.7,78,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,10
23-24,26,Almería,Atlético Madrid,1,Chumi,Chumi,D,2,1,6.7,21,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
23-24,26,Almería,Atlético Madrid,1,Melero,Gonzalo Melero,M,2,1,6.8,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Almería,Atlético Madrid,1,Arribas,Sergio Arribas,M,1,0,6.4,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Almería,Atlético Madrid,1,Lopy,Dion Lopy,M,2,1,6.9,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
23-24,26,Almería,Atlético Madrid,1,Baptistão,Léo Baptistão,F,2,1,6.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
23-24,26,Atlético Madrid,Almería,0,Oblak,Jan Oblak,G,2,0,6.5,90,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,2
23-24,26,Atlético Madrid,Almería,0,Gabriel,Gabriel Paulista,D,4,2,6.8,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5
23-24,26,Atlético Madrid,Almería,0,Savic,Stefan Savić,D,2,1,6.7,90,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7
23-24,26,Atlético Madrid,Almería,0,Reinildo,Reinildo Mandava,D,8,4,7.8,90,0,1,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,14
23-24,26,Atlético Madrid,Almería,0,Molina,Nahuel Molina,M,7,4,7.5,90,0,1,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,21
23-24,26,Atlético Madrid,Almería,0,Koke,Koke,M,2,1,6.4,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
23-24,26,Atlético Madrid,Almería,0,De Paul,Rodrigo de Paul,M,11,4,8.3,81,1,0,3,1,2,0,5,0,0,0,0,0,0,0,0,0,0,10
23-24,26,Atlético Madrid,Almería,0,Barrios,Pablo Barrios,M,5,2,6.9,90,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,18
23-24,26,Atlético Madrid,Almería,0,Samuel Lino,Samuel Lino,M,1,1,6.9,45,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,16
23-24,26,Atlético Madrid,Almería,0,Correa,Ángel Correa,F,8,3,7.2,70,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,11
23-24,26,Atlético Madrid,Almería,0,Memphis,Memphis Depay,F,2,1,7.0,69,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6
23-24,26,Atlético Madrid,Almería,0,Witsel,Axel Witsel,M,2,1,6.5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Atlético Madrid,Almería,0,Saúl,Saúl Ñíguez,M,1,0,6.6,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
23-24,26,Atlético Madrid,Almería,0,M. Llorente,Marcos Llorente,M,2,1,6.4,45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
23-24,26,Atlético Madrid,Almería,0,Riquelme,Rodrigo Riquelme,M,2,1,6.8,45,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,9
23-24,26,Atlético Madrid,Almería,0,Morata,Álvaro Morata,F,2,1,6.5,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,26,Cádiz,Celta Vigo,1,Ledesma,Jeremías Ledesma,G,1,1,6.4,90,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,11
23-24,26,Cádiz,Celta Vigo,1,Meré,Jorge Meré,D,2,2,6.9,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,14
23-24,26,Cádiz,Celta Vigo,1,Iza Carcelén,Iza Carcelén,D,-1,1,6.7,86,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,24
23-24,26,Cádiz,Celta Vigo,1,Javi Hernández,Javier Hernández,D,4,3,6.7,90,0,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,25
23-24,26,Cádiz,Celta Vigo,1,Chust,Víctor Chust,D,2,2,6.8,90,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,15
23-24,26,Cádiz,Celta Vigo,1,Escalante,Gonzalo Escalante,M,0,0,6.3,65,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,14
23-24,26,Cádiz,Celta Vigo,1,Alcaraz,Rubén Alcaraz,M,4,3,7.5,90,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,21
23-24,26,Cádiz,Celta Vigo,1,Navarro,Robert Navarro,M,2,2,6.6,87,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,25
23-24,26,Cádiz,Celta Vigo,1,Juanmi,Juanmi,F,9,3,7.3,90,1,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,11
23-24,26,Cádiz,Celta Vigo,1,Sobrino,Rubén Sobrino,M,4,2,7.2,65,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
23-24,26,Cádiz,Celta Vigo,1,Maxi Gómez,Maximiliano Gómez,F,3,2,7.0,65,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
23-24,26,Cádiz,Celta Vigo,1,Zaldua,Joseba Zaldúa,D,2,1,6.6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-24,26,Cádiz,Celta Vigo,1,Kouamé,Rominigue Kouamé,M,5,3,7.2,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
23-24,26,Cádiz,Celta Vigo,1,Machís,Darwin Machís,F,6,2,7.4,14,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12
23-24,26,Cádiz,Celta Vigo,1,Guardiola,Sergi Guardiola,F,10,4,7.3,25,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9
23-24,26,Cádiz,Celta Vigo,1,Ramos,Chris Ramos,F,4,2,6.9,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
23-24,26,Celta Vigo,Cádiz,0,Guaita,Vicente Guaita,G,2,2,7.1,90,0,0,0,0,0,0,9,1,4,0,0,0,0,0,0,0,0,27
23-24,26,Celta Vigo,Cádiz,0,Manquillo,Javier Manquillo,D,0,0,6.2,75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14
23-24,26,Celta Vigo,Cádiz,0,Núñez,Unai Núñez,D,1,1,6.8,90,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,13
23-24,26,Celta Vigo,Cádiz,0,Manu Sánchez,Manuel Sánchez,D,5,2,6.5,90,0,1,1,1,0,0,4,5,0,0,0,0,0,0,0,0,0,21
23-24,26,Celta Vigo,Cádiz,0,Starfelt,Carl Starfelt,D,3,1,7.2,90,0,0,1,0,0,0,6,10,0,0,0,0,0,0,0,0,0,17
23-24,26,Celta Vigo,Cádiz,0,Tapia,Renato Tapia,M,-1,0,6.2,57,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,13
23-24,26,Celta Vigo,Cádiz,0,Beltrán,Fran Beltrán,M,3,1,6.5,90,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,16
23-24,26,Celta Vigo,Cádiz,0,De la Torre,Luca De La Torre,M,4,1,6.0,90,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,15
23-24,26,Celta Vigo,Cádiz,0,Aspas,Iago Aspas,F,8,3,7.4,90,1,0,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,11
23-24,26,Celta Vigo,Cádiz,0,Strand Larsen,Jørgen Strand Larsen,F,1,0,6.4,75,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,15
23-24,26,Celta Vigo,Cádiz,0,Allende,Tadeo Allende,M,3,2,6.8,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
23-24,26,Celta Vigo,Cádiz,0,Mingueza,Óscar Mingueza,D,1,0,6.5,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
23-24,26,Celta Vigo,Cádiz,0,Domínguez,Carlos Domínguez,D,2,0,6.4,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
23-24,26,Celta Vigo,Cádiz,0,Jailson,Jailson,M,2,0,6.5,33,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,6
