ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20389,2025/26,32,Betis,Valles,Portero,28,ES,70%,Sano,23,0,0,1,1,0,1.5,147,6.4,1,6,10
20389,2025/26,32,Betis,Lo Celso,Desconocido,30,AR,50%,Sano,19,2,2,0,4,0,0.7,97,5.1,0,4,0
20389,2025/26,32,Betis,Natan,Desconocido,25,BR,80%,Sano,28,0,0,0,7,0,1.5,140,5,1,4,0
20389,2025/26,32,Betis,Rodríguez,Desconocido,33,CH,70%,Sano,19,0,1,0,0,0,-1,69,3.6,1,0,0
20389,2025/26,32,Betis,Fornals,Desconocido,30,ES,70%,Sano,32,7,4,0,2,0,1.3,222,6.9,4,3,8
20389,2025/26,32,Betis,Bellerín,Desconocido,31,ES,70%,Sano,21,1,3,0,2,0,1.3,98,4.7,2,5,7
20389,2025/26,32,Betis,S. Amrabat,Desconocido,29,MA,70%,Sano,12,0,0,0,3,0,1.6,50,4.2,3,6,7
20389,2025/26,32,Betis,Bartra,Desconocido,35,ES,50%,Sano,24,1,0,0,3,0,1.5,137,5.7,2,0,10
20389,2025/26,32,Betis,Antony,Desconocido,26,BR,70%,Sano,26,7,5,0,5,1,0.4,164,6.3,0,0,3
20389,2025/26,32,Betis,Cucho,Desconocido,27,CO,60%,Sano,27,8,3,0,4,0,1.4,151,5.6,2,2,4
20389,2025/26,32,Betis,Abde,Desconocido,24,MA,80%,Sano,23,7,7,0,3,0,2.1,172,7.5,15,13,2
20389,2025/26,32,Betis,D. Llorente,Desconocido,32,ES,50%,Sano,13,1,0,0,3,0,2,66,5.1,0,7,13
20389,2025/26,32,Betis,Bakambu,Desconocido,35,CD,40%,Sano,16,3,1,0,1,0,2,53,3.3,6,0,0
20389,2025/26,32,Betis,Altimira,Desconocido,24,ES,40%,Sano,22,1,1,0,3,0,1.4,79,3.6,0,1,7
20389,2025/26,32,Betis,Valentín Gómez,Desconocido,22,AR,40%,Sano,24,1,0,0,5,0,1,88,3.7,2,1,7
20389,2025/26,32,Betis,Marc Roca,Desconocido,29,ES,40%,Sano,24,1,1,0,1,0,2,110,4.6,9,0,0
20389,2025/26,32,Betis,Ruibal,Desconocido,30,ES,30%,Sano,26,4,2,0,4,0,1,127,4.9,1,2,6
20389,2025/26,32,Betis,Pau López,Desconocido,31,ES,30%,Sano,9,0,0,1,1,0,-1,61,6.8,0,0,0
20389,2025/26,32,Betis,Riquelme,Desconocido,26,ES,30%,Sano,21,1,1,0,2,0,1.6,60,2.9,8,4,0
20389,2025/26,32,Betis,Fidalgo,Desconocido,29,ES,30%,Sano,6,1,0,0,0,0,-1,30,5,0,0,0
20389,2025/26,32,Betis,Deossa,Desconocido,26,CO,20%,Sano,17,0,0,0,3,0,1,50,2.9,0,4,0
20389,2025/26,32,Betis,Isco,Desconocido,34,ES,10%,Sano,2,0,1,0,0,0,2,11,5.5,1,0,0
20389,2025/26,32,Betis,Chimy,Desconocido,32,AR,0%,Sano,13,1,0,0,4,0,1,31,2.4,0,0,2
20389,2025/26,32,Betis,Pablo García,Desconocido,19,ES,0%,Sano,15,0,0,0,1,0,1.5,33,2.2,0,0,2
20389,2025/26,32,Betis,Adrián,Desconocido,39,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20389,2025/26,32,Betis,Ortiz,Desconocido,21,ES,0%,Lesionado/Duda,13,0,0,0,1,0,-1,29,2.2,0,0,0
20389,2025/26,32,Betis,Junior,Desconocido,29,DO,0%,Lesionado/Duda,10,0,1,0,2,0,-1,31,3.1,0,0,0
20389,2025/26,32,Real Madrid,Camavinga,Desconocido,23,FR,80%,Sano,24,1,0,0,1,0,0.4,106,4.4,1,4,6
20389,2025/26,32,Real Madrid,Mbappé,Desconocido,27,FR,90%,Sano,27,24,4,0,4,0,1.2,300,11.1,13,3,3
20389,2025/26,32,Real Madrid,Mendy,Desconocido,30,FR,50%,Sano,3,0,0,0,0,0,-1,8,2.7,0,2,0
20389,2025/26,32,Real Madrid,Lunin,Portero,27,UA,95%,Sano,4,0,0,0,0,1,1.2,21,5.3,8,5,2
20389,2025/26,32,Real Madrid,Rüdiger,Desconocido,33,DE,80%,Sano,14,1,0,0,0,0,1.2,74,5.3,3,0,1
20389,2025/26,32,Real Madrid,Bellingham,Desconocido,22,EN,80%,Sano,22,4,3,0,1,0,1.1,150,6.8,3,6,2
20389,2025/26,32,Real Madrid,Alexander-Arnold,Desconocido,27,EN,50%,Sano,16,0,4,0,1,0,0.6,73,4.6,10,0,6
20389,2025/26,32,Real Madrid,Vinicius,Desconocido,25,BR,99%,Sano,31,12,5,0,7,0,1,237,7.6,13,6,3
20389,2025/26,32,Real Madrid,Valverde,Desconocido,27,UY,90%,Sano,30,5,8,0,3,1,1.2,230,7.7,9,11,0
20389,2025/26,32,Real Madrid,Huijsen,Desconocido,21,ES,70%,Sano,24,2,2,0,6,1,0.9,144,6,9,4,2
20389,2025/26,32,Real Madrid,Thiago,Desconocido,18,ES,50%,Sano,5,0,0,0,1,0,0.5,12,2.4,0,0,1
20389,2025/26,32,Real Madrid,Brahim,Desconocido,26,MA,50%,Sano,24,0,5,0,1,0,0.9,102,4.3,2,11,3
20389,2025/26,32,Real Madrid,Carvajal,Desconocido,34,ES,50%,Sano,14,0,0,0,0,0,1.2,47,3.4,1,3,0
20389,2025/26,32,Real Madrid,A. F. Carreras,Desconocido,23,ES,40%,Sano,26,2,2,0,5,1,0.8,162,6.2,6,0,1
20389,2025/26,32,Real Madrid,Alaba,Desconocido,33,AT,30%,Sano,8,0,0,0,1,0,-1,18,2.3,0,0,0
20389,2025/26,32,Real Madrid,Asencio,Desconocido,23,ES,30%,Sano,20,2,0,0,3,0,1,98,4.9,0,5,0
20389,2025/26,32,Real Madrid,Mastantuono,Desconocido,18,AR,30%,Sano,18,1,0,0,5,1,0.3,60,3.3,2,0,0
20389,2025/26,32,Real Madrid,Fran García,Desconocido,26,ES,20%,Sano,10,1,1,0,2,1,1,40,4,0,5,0
20389,2025/26,32,Real Madrid,Gonzalo,Desconocido,22,ES,11%,Sano,24,4,0,0,1,0,-1,70,2.9,0,2,0
20389,2025/26,32,Real Madrid,Fran González,Desconocido,20,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20389,2025/26,32,Real Madrid,Ceballos,Desconocido,29,ES,0%,Sano,15,0,0,0,1,0,-1,45,3,0,0,0
20389,2025/26,32,Real Madrid,Tchouaméni,Desconocido,26,FR,0%,Lesionado/Duda,29,1,0,0,8,0,1.3,154,5.3,6,2,4
20389,2025/26,32,Real Madrid,Rodrygo,Desconocido,25,BR,0%,Lesionado/Duda,19,1,3,0,3,0,-1,92,4.8,0,0,0
20389,2025/26,32,Real Madrid,Militão,Desconocido,28,BR,0%,Lesionado/Duda,16,2,1,0,2,0,1.4,103,6.4,4,4,9
20389,2025/26,32,Real Madrid,Güler,Desconocido,21,TR,0%,Lesionado/Duda,32,4,9,0,1,0,1.2,233,7.3,10,2,6
20389,2025/26,32,Real Madrid,Courtois,Desconocido,33,BE,0%,Lesionado/Duda,28,0,0,0,1,0,-1,179,6.4,0,0,0
20384,2025/26,32,Alavés,Blanco,Desconocido,25,ES,90%,Sano,30,1,2,0,7,0,1.6,129,4.3,4,4,7
20384,2025/26,32,Alavés,Ángel Pérez,Desconocido,23,ES,80%,Sano,10,1,1,0,3,0,1.5,45,4.5,2,6,1
20384,2025/26,32,Alavés,Parada,Desconocido,24,ES,80%,Sano,24,0,3,0,8,1,1,60,2.5,1,2,1
20384,2025/26,32,Alavés,Sivera,Portero,29,ES,95%,Sano,32,0,0,0,2,0,1.7,139,4.3,4,2,2
20384,2025/26,32,Alavés,Rebbach,Desconocido,27,DZ,50%,Sano,24,1,1,0,5,0,1.8,74,3.1,0,1,2
20384,2025/26,32,Alavés,Jonny,Desconocido,32,ES,80%,Sano,31,0,0,0,5,0,1,92,3,1,1,2
20384,2025/26,32,Alavés,Tenaglia,Desconocido,30,AR,90%,Sano,30,1,0,0,2,0,0.9,133,4.4,3,3,3
20384,2025/26,32,Alavés,Toni Martinez,Desconocido,28,ES,90%,Sano,31,9,3,0,1,0,1.8,173,5.6,11,3,11
20384,2025/26,32,Alavés,Guridi,Desconocido,31,ES,60%,Sano,22,0,0,0,1,0,1,43,2,0,2,3
20384,2025/26,32,Alavés,Diabaté,Desconocido,26,CI,50%,Sano,4,1,0,0,0,0,1,14,3.5,2,8,2
20384,2025/26,32,Alavés,Ibáñez,Desconocido,27,ES,70%,Sano,31,1,1,0,5,0,1.3,117,3.8,3,1,6
20384,2025/26,32,Alavés,Youssef,Desconocido,20,MA,50%,Sano,23,0,1,0,6,0,0.8,66,2.9,0,-1,3
20384,2025/26,32,Alavés,Boyé,Desconocido,30,AR,50%,Sano,26,11,1,0,4,1,1.5,147,5.7,0,8,8
20384,2025/26,32,Alavés,Aleñá,Desconocido,28,ES,50%,Sano,32,0,4,0,4,0,1,123,3.8,3,2,2
20384,2025/26,32,Alavés,Pacheco,Desconocido,25,ES,40%,Sano,21,0,0,0,6,1,-1,69,3.3,0,0,0
20384,2025/26,32,Alavés,Denis Suárez,Desconocido,32,ES,40%,Sano,24,1,2,0,6,0,1.2,79,3.3,1,6,0
20384,2025/26,32,Alavés,Guevara,Desconocido,28,ES,20%,Sano,22,1,1,0,4,1,1,60,2.7,8,3,2
20384,2025/26,32,Alavés,Calebe,Desconocido,25,BR,10%,Sano,18,0,0,0,2,0,1,50,2.8,2,0,0
20384,2025/26,32,Alavés,Raúl F.,Desconocido,38,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20384,2025/26,32,Alavés,Mariano,Desconocido,32,DO,0%,Sano,10,0,0,0,1,0,-1,18,1.8,0,0,0
20384,2025/26,32,Alavés,Koski,Desconocido,24,FI,0%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
20384,2025/26,32,Alavés,Garcés,Desconocido,26,MY,0%,Lesionado/Duda,10,0,0,0,3,0,-1,43,4.3,0,0,0
20384,2025/26,32,Alavés,Protesoni,Desconocido,28,UY,0%,Lesionado/Duda,9,0,0,0,2,1,-1,20,2.2,0,0,0
20384,2025/26,32,Mallorca,Pablo Torre,Desconocido,23,ES,70%,Sano,29,3,3,0,3,0,2,108,3.7,3,15,8
20384,2025/26,32,Mallorca,Samú,Desconocido,25,PT,90%,Sano,29,6,1,0,9,0,1.7,135,4.7,10,11,6
20384,2025/26,32,Mallorca,Morlanes,Desconocido,27,ES,70%,Sano,26,2,0,0,4,1,1.5,94,3.6,4,7,11
20384,2025/26,32,Mallorca,Muriqi,Desconocido,32,XK,95%,Sano,31,21,1,0,3,1,2.1,200,6.5,2,15,8
20384,2025/26,32,Mallorca,Virgili,Desconocido,19,ES,60%,Sano,25,1,4,0,0,1,1.7,121,4.8,5,11,2
20384,2025/26,32,Mallorca,Darder,Desconocido,32,ES,70%,Sano,32,1,5,0,3,0,2.3,171,5.3,13,9,2
20384,2025/26,32,Mallorca,Valjent,Desconocido,30,SK,90%,Sano,31,0,0,0,5,0,1.7,115,3.7,7,0,5
20384,2025/26,32,Mallorca,Mascarell,Desconocido,33,GQ,60%,Sano,25,1,2,0,4,0,1.3,109,4.4,6,6,5
20384,2025/26,32,Mallorca,Maffeo,Desconocido,28,AR,80%,Sano,26,1,1,0,9,0,1.4,108,4.2,4,9,7
20384,2025/26,32,Mallorca,Mojica,Desconocido,33,CO,70%,Sano,31,0,3,0,5,0,1.5,109,3.5,4,7,2
20384,2025/26,32,Mallorca,Leo Román,Portero,25,ES,95%,Sano,27,0,0,1,4,0,2.1,133,4.9,6,12,4
20384,2025/26,32,Mallorca,David López,Desconocido,23,ES,50%,Sano,9,0,0,0,2,0,1.1,30,3.3,2,7,3
20384,2025/26,32,Mallorca,Antonio,Desconocido,29,ES,40%,Sano,27,0,0,0,4,1,1.1,54,2,2,2,1
20384,2025/26,32,Mallorca,Asano,Desconocido,31,JP,40%,Sano,17,1,0,0,2,0,1,35,2.1,2,3,0
20384,2025/26,32,Mallorca,Lato,Desconocido,28,ES,30%,Sano,9,0,1,0,3,0,-1,19,2.1,0,0,0
20384,2025/26,32,Mallorca,Morey,Desconocido,26,ES,20%,Sano,16,1,0,0,2,0,-1,30,1.9,0,0,0
20384,2025/26,32,Mallorca,Abdon,Desconocido,33,ES,15%,Sano,11,0,0,0,0,0,1,16,1.5,0,1,0
20384,2025/26,32,Mallorca,Kalumba,Desconocido,21,FR,10%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
20384,2025/26,32,Mallorca,Llabrés,Desconocido,23,ES,10%,Sano,15,0,0,0,0,0,1,25,1.7,2,0,0
20384,2025/26,32,Mallorca,Cuéllar,Desconocido,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20384,2025/26,32,Mallorca,Joseph,Desconocido,22,ES,0%,Lesionado/Duda,29,2,3,0,2,0,1.5,112,3.9,0,0,6
20384,2025/26,32,Mallorca,Bergstrom,Desconocido,23,FI,0%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
20384,2025/26,32,Mallorca,Kumbulla,Desconocido,26,AL,0%,Lesionado/Duda,8,0,0,0,1,0,1,10,1.3,0,1,0
20384,2025/26,32,Mallorca,Salas,Desconocido,20,ES,0%,Lesionado/Duda,2,0,0,0,0,0,-1,4,2,0,0,0
