ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
20407,25-26,34,Girona,Mallorca,Girona,1,Gazzaniga,Portero,7,2
20407,25-26,34,Girona,Mallorca,Girona,1,Blind,Defensa,2,1
20407,25-26,34,Girona,Mallorca,Girona,1,Witsel,Mediocampista,5,2
20407,25-26,34,Girona,Mallorca,Girona,1,Francés,Defensa,7,3
20407,25-26,34,Girona,Mallorca,Girona,1,Arnau,Defensa,7,2
20407,25-26,34,Girona,Mallorca,Girona,1,Vitor Reis,Defensa,5,1
20407,25-26,34,Girona,Mallorca,Girona,1,Tsygankov,Delantero,1,1
20407,25-26,34,Girona,Mallorca,Girona,1,Beltrán,Mediocampista,3,1
20407,25-26,34,Girona,Mallorca,Girona,1,Roca,Delantero,3,1
20407,25-26,34,Girona,Mallorca,Girona,1,Ounahi,Mediocampista,8,4
20407,25-26,34,Girona,Mallorca,Girona,1,Echeverri,Mediocampista,3,1
20407,25-26,34,Girona,Mallorca,Girona,1,Rubén,Portero,0,0
20407,25-26,34,Girona,Mallorca,Girona,1,Krapyvtsov,Portero,0,0
20407,25-26,34,Girona,Mallorca,Girona,1,David López,Defensa,0,0
20407,25-26,34,Girona,Mallorca,Girona,1,Rincón,Defensa,4,2
20407,25-26,34,Girona,Mallorca,Girona,1,Lemar,Mediocampista,3,2
20407,25-26,34,Girona,Mallorca,Girona,1,Bryan Gil,Delantero,2,2
20407,25-26,34,Girona,Mallorca,Girona,1,Iván Martín,Mediocampista,0,0
20407,25-26,34,Girona,Mallorca,Girona,1,Artero,Mediocampista,0,0
20407,25-26,34,Girona,Mallorca,Girona,1,Stuani,Delantero,2,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Leo Román,Portero,12,3
20407,25-26,34,Girona,Mallorca,Mallorca,0,Mojica,Defensa,14,4
20407,25-26,34,Girona,Mallorca,Mallorca,0,Maffeo,Defensa,8,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Valjent,Defensa,10,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Mascarell,Mediocampista,6,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Darder,Mediocampista,7,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Morlanes,Mediocampista,7,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Samú,Mediocampista,14,4
20407,25-26,34,Girona,Mallorca,Mallorca,0,Pablo Torre,Mediocampista,7,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Kalumba,Delantero,2,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Muriqi,Delantero,6,2
20407,25-26,34,Girona,Mallorca,Mallorca,0,Cuéllar,Portero,0,0
20407,25-26,34,Girona,Mallorca,Mallorca,0,Torreguitart,Portero,0,0
20407,25-26,34,Girona,Mallorca,Mallorca,0,Lato,Defensa,0,0
20407,25-26,34,Girona,Mallorca,Mallorca,0,Morey,Defensa,0,0
20407,25-26,34,Girona,Mallorca,Mallorca,0,David López,Defensa,3,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Olaizola,Defensa,0,0
20407,25-26,34,Girona,Mallorca,Mallorca,0,Antonio,Mediocampista,2,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Llabrés,Delantero,2,1
20407,25-26,34,Girona,Mallorca,Mallorca,0,Riba,Mediocampista,0,0
