ID_Partido,Temporada,Jornada,Local,Visitante,Equipo_Jugador,Es_Local,Jugador,Posicion,Puntos,Relevo
20176,25/26,11,Getafe,Girona,Getafe,1,Soria,Portero,5,2
20176,25/26,11,Getafe,Girona,Getafe,1,Femenia,Defensa,2,2
20176,25/26,11,Getafe,Girona,Getafe,1,Diego Rico,Defensa,4,2
20176,25/26,11,Getafe,Girona,Getafe,1,Djené,Defensa,4,2
20176,25/26,11,Getafe,Girona,Getafe,1,D. Duarte,Defensa,3,1
20176,25/26,11,Getafe,Girona,Getafe,1,Iglesias,Defensa,0,1
20176,25/26,11,Getafe,Girona,Getafe,1,Arambarri,Mediocampista,5,2
20176,25/26,11,Getafe,Girona,Getafe,1,Luis Milla,Mediocampista,12,4
20176,25/26,11,Getafe,Girona,Getafe,1,Mayoral,Delantero,7,2
20176,25/26,11,Getafe,Girona,Getafe,1,Liso,Delantero,4,1
20176,25/26,11,Getafe,Girona,Getafe,1,Coba,Mediocampista,1,1
20176,25/26,11,Getafe,Girona,Getafe,1,Letácek,Portero,0,0
20176,25/26,11,Getafe,Girona,Getafe,1,Abqar,Defensa,3,1
20176,25/26,11,Getafe,Girona,Getafe,1,Laso,Defensa,0,0
20176,25/26,11,Getafe,Girona,Getafe,1,Javi Muñoz,Mediocampista,0,0
20176,25/26,11,Getafe,Girona,Getafe,1,Neyou,Mediocampista,1,0
20176,25/26,11,Getafe,Girona,Getafe,1,Mario Martín,Mediocampista,9,3
20176,25/26,11,Getafe,Girona,Getafe,1,Sancris,Delantero,8,3
20176,25/26,11,Getafe,Girona,Getafe,1,Yassin,Mediocampista,0,0
20176,25/26,11,Getafe,Girona,Getafe,1,Juanmi,Delantero,0,0
20176,25/26,11,Getafe,Girona,Getafe,1,Kamara,Delantero,2,1
20176,25/26,11,Getafe,Girona,Getafe,1,Joselu,Delantero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Gazzaniga,Portero,1,1
20176,25/26,11,Getafe,Girona,Girona,0,Blind,Defensa,3,1
20176,25/26,11,Getafe,Girona,Girona,0,Witsel,Mediocampista,5,2
20176,25/26,11,Getafe,Girona,Girona,0,Álex Moreno,Defensa,1,1
20176,25/26,11,Getafe,Girona,Girona,0,Arnau,Defensa,6,2
20176,25/26,11,Getafe,Girona,Girona,0,Vitor Reis,Defensa,3,1
20176,25/26,11,Getafe,Girona,Girona,0,Tsygankov,Delantero,4,2
20176,25/26,11,Getafe,Girona,Girona,0,Iván Martín,Mediocampista,6,2
20176,25/26,11,Getafe,Girona,Girona,0,Roca,Delantero,3,2
20176,25/26,11,Getafe,Girona,Girona,0,Ounahi,Mediocampista,3,1
20176,25/26,11,Getafe,Girona,Girona,0,Vanat,Delantero,3,1
20176,25/26,11,Getafe,Girona,Girona,0,Livakovic,Portero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Krapyvtsov,Portero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Rincón,Defensa,2,1
20176,25/26,11,Getafe,Girona,Girona,0,Portu,Delantero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Lemar,Mediocampista,3,2
20176,25/26,11,Getafe,Girona,Girona,0,Bryan Gil,Delantero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Asprilla,Delantero,0,0
20176,25/26,11,Getafe,Girona,Girona,0,Solís,Mediocampista,0,0
