Temporada,Jornada,ID_Partido,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_Fantasy,Jugador_SofaScore,Posicion,Edad,Nacionalidad,Precio_Fantastica,Probabilidad_Jugar,Estado_Medico,Estado_Forma,Partidos_Jugados,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3,Goles_Temporada,Asistencias_Temporada,Penaltis_Parados_Temporada,Amarillas_Temporada,Rojas_Temporada,Minutos_jugados,Nota_SofaScore,Goles_Partido,Asistencias_Partido,Asistencias_sin_gol,Tiros_a_puerta,Regates,Balones_al_area,Balones_recuperados,Posesiones_perdidas,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_Parados_Partido,Penaltis_fallados,Goles_en_propia_puerta,Amarillas_Partido,Rojas_Partido,Puntos,Relevo
2025/26,37,20433,Athletic,Celta Vigo,1,Unai Simón,Unai Simón,Unai Simón,Portero,28,ES,17.0,90%,Sano,1.2,36,206,5.7,3.0,8.0,4,0,0,2,1,0,90,6.7,0,0,0,0,0,0,13,13,0,1,0,0,0,0,0,0,0,0,5,2
2025/26,37,20433,Athletic,Celta Vigo,1,Laporte,Laporte,Aymeric Laporte,Defensa,31,ES,9.0,70%,Sano,1.0,24,103,4.3,3.0,2.0,2,0,1,0,3,0,90,6.4,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,2,1
2025/26,37,20433,Athletic,Celta Vigo,1,Yuri,Yuri,Yuri Berchiche,Defensa,36,ES,12.0,50%,Sano,1.2,31,152,4.9,0.0,4.0,6,0,5,0,4,0,90,9.1,0,1,3,0,0,2,7,10,0,0,0,0,0,0,0,0,0,0,11,4
2025/26,37,20433,Athletic,Celta Vigo,1,Yeray,Yeray,Yeray Álvarez,Defensa,31,ES,6.0,80%,Sano,1.0,5,23,4.6,0.0,5.0,4,0,0,0,0,0,90,7.0,0,0,2,0,0,0,6,9,2,0,0,0,0,0,0,0,0,0,5,2
2025/26,37,20433,Athletic,Celta Vigo,1,Gorosabel,Gorosabel,Andoni Gorosabel,Defensa,29,ES,7.0,70%,Sano,1.2,22,54,2.5,1.0,4.0,0,0,1,0,3,0,90,7.2,0,0,3,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,6,2
2025/26,37,20433,Athletic,Celta Vigo,1,R. de Galarreta,De Galarreta,Iñigo Ruiz de Galarreta,Mediocampista,32,ES,10.0,60%,Sano,1.5,32,146,4.6,9.0,0.0,3,1,2,0,9,0,90,7.7,0,0,4,0,0,3,12,16,0,0,0,0,0,0,0,0,0,0,7,3
2025/26,37,20433,Athletic,Celta Vigo,1,Berenguer,Berenguer,Álex Berenguer,Delantero,30,ES,11.0,50%,Sano,1.3,30,146,4.9,5.0,3.0,0,2,3,0,4,0,82,6.5,0,0,0,0,0,0,4,19,1,0,0,0,0,0,0,0,0,0,2,1
2025/26,37,20433,Athletic,Celta Vigo,1,Unai Gómez,Unai G.,Unai Gómez,Mediocampista,22,ES,6.0,50%,Sano,0.9,24,45,1.9,3.0,2.0,2,1,1,0,1,0,45,6.3,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1
2025/26,37,20433,Athletic,Celta Vigo,1,Jauregizar,Jauregizar,Mikel Jauregizar,Mediocampista,22,ES,9.0,80%,Sano,0.9,34,143,4.2,1.0,5.0,1,2,0,0,6,1,71,6.3,0,0,1,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,1
2025/26,37,20433,Athletic,Celta Vigo,1,I. Williams,Iñaki Williams,Iñaki Williams,Delantero,31,GH,9.0,70%,Sano,0.7,28,110,3.9,5.0,1.0,2,2,4,0,2,0,86,6.9,1,0,1,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,3
