Temporada,Jornada,ID_Partido,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_Fantasy,Jugador_SofaScore,Posicion,Edad,Nacionalidad,Precio_Fantastica,Probabilidad_Jugar,Estado_Medico,Estado_Forma,Partidos_Jugados,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3,Goles_Temporada,Asistencias_Temporada,Penaltis_Parados_Temporada,Amarillas_Temporada,Rojas_Temporada,Minutos_jugados,Nota_SofaScore,Goles_Partido,Asistencias_Partido,Asistencias_sin_gol,Tiros_a_puerta,Regates,Balones_al_area,Balones_recuperados,Posesiones_perdidas,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_Parados_Partido,Penaltis_fallados,Goles_en_propia_puerta,Amarillas_Partido,Rojas_Partido,Puntos,Relevo
2025/26,28,20345,Alavés,Villarreal,1,Sivera,Sivera,Antonio Sivera,Portero,29,ES,11.0,95%,Sano,1.9,27.0,126,4.7,5,3,2.0,0.0,0.0,0.0,1.0,0.0,90,7.2,0,0,0,0,0,0,8,16,1,3,0,0,0,0,0,0,0,0,3,2
2025/26,28,20345,Alavés,Villarreal,1,Jonny,Jonny Otto,Jonny Otto,Defensa,32,ES,10.0,90%,Sano,1.0,26.0,83,3.2,0,3,1.0,0.0,0.0,0.0,5.0,0.0,90,6.9,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,4,2
2025/26,28,20345,Alavés,Villarreal,1,Tenaglia,Tenaglia,Nahuel Tenaglia,Defensa,30,AR,10.0,90%,Sano,1.7,25.0,114,4.6,3,2,4.0,1.0,0.0,0.0,2.0,0.0,89,6.9,0,0,1,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,9,2
2025/26,28,20345,Alavés,Villarreal,1,Parada,V. Parada,Victor Parada,Defensa,23,ES,8.0,70%,Sano,1.1,19.0,45,2.4,0,4,10.0,0.0,2.0,0.0,8.0,1.0,90,6.9,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,5,1
2025/26,28,20345,Alavés,Villarreal,1,Youssef,Youssef,Youssef Enriquez Lekhedim,Defensa,20,MA,8.0,70%,Sano,1.4,20.0,58,2.9,0,0,9.0,0.0,1.0,0.0,4.0,0.0,80,6.7,0,0,0,0,0,1,5,10,1,0,0,0,0,0,0,0,0,0,6,2
2025/26,28,20345,Alavés,Villarreal,1,Ángel Pérez,Ángel Pérez,Ángel Pérez,Delantero,23,ES,7.0,70%,Sano,1.7,5.0,16,3.2,6,4,1.0,0.0,0.0,0.0,0.0,0.0,90,6.8,0,0,0,0,0,2,2,19,3,0,0,0,0,0,0,0,0,0,7,3
2025/26,28,20345,Alavés,Villarreal,1,Aleñá,Aleñá,Carles Aleñá,Mediocampista,28,ES,10.0,70%,Sano,1.1,27.0,110,4.1,2,5,3.0,0.0,4.0,0.0,4.0,0.0,75,6.4,0,0,1,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,6,2
2025/26,28,20345,Alavés,Villarreal,1,Blanco,Blanco,Antonio Blanco,Mediocampista,25,ES,11.0,90%,Sano,1.8,25.0,112,4.5,5,4,5.0,1.0,1.0,0.0,5.0,0.0,90,7.0,0,0,1,0,0,1,4,11,0,0,0,0,0,0,0,0,0,0,1,1
2025/26,28,20345,Alavés,Villarreal,1,Ibáñez,Ibañez,Pablo Ibáñez,Mediocampista,27,ES,10.0,50%,Sano,1.7,26.0,103,4.0,0,2,4.0,1.0,1.0,0.0,5.0,0.0,90,6.7,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,4,1
2025/26,28,20345,Alavés,Villarreal,1,Toni Martinez,T. Martinez,Toni Martínez,Delantero,28,ES,11.0,70%,Sano,0.9,26.0,122,4.7,5,6,1.0,5.0,2.0,0.0,1.0,0.0,89,7.1,0,0,2,0,0,0,5,14,1,0,0,0,0,0,0,0,0,0,7,3
2025/26,28,20345,Alavés,Villarreal,1,Boyé,Lucas Boyé,Lucas Boyé,Delantero,30,AR,20.0,90%,Sano,2.3,21.0,128,6.1,15,0,15.0,9.0,1.0,0.0,3.0,1.0,90,5.9,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,2,1
2025/26,28,20345,Alavés,Villarreal,1,Koski,Koski,Ville Koski,Defensa,24,FI,1.0,40%,Sano,-1.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,6.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2025/26,28,20345,Alavés,Villarreal,1,Guridi,Guridi,Jon Guridi,Mediocampista,31,ES,5.0,50%,Sano,1.0,17.0,34,2.0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,15,6.5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1
2025/26,28,20345,Alavés,Villarreal,1,Rebbach,A. Rebbach,Abderrahman Rebbach,Delantero,27,DZ,7.0,30%,Sano,-1.0,20.0,57,2.9,0,2,0.0,0.0,0.0,0.0,4.0,0.0,9,6.4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
2025/26,28,20345,Villarreal,Deportivo Alavés,0,Luiz Junior,Júnior R.,Luiz Júnior,Portero,25,BR,28.0,90%,Sano,1.3,24.0,173,7.2,10,0,3.0,0.0,0.0,1.0,3.0,0.0,90,6.6,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,4,1
2025/26,28,20345,Villarreal,Deportivo Alavés,0,Pedraza,A. Pedraza,Alfonso Pedraza,Defensa,29,ES,9.0,30%,Sano,1.0,20.0,78,3.9,0,-2,4.0,1.0,2.0,0.0,6.0,0.0,90,6.6,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,3,1
2025/26,28,20345,Villarreal,Deportivo Alavés,0,Rafa Marín,Rafa Marín,Rafa Marín,Defensa,23,ES,17.0,50%,Sano,1.0,17.0,96,5.6,5,0,0.0,1.0,0.0,0.0,1.0,0.0,90,6.5,0,0,0,0,0,0,1,7,9,0,0,0,0,0,0,1,0,0,5,2
2025/26,28,20345,Villarreal,Deportivo Alavés,0,S. Cardona,Cardona,Sergi Cardona,Defensa,26,ES,10.0,70%,Sano,1.0,22.0,87,4.0,2,0,4.0,0.0,3.0,0.0,3.0,0.0,59,6.4,0,0,1,0,0,1,1,9,3,0,0,0,0,0,0,0,0,0,1,1
2025/26,28,20345,Villarreal,Deportivo Alavés,0,Mouriño,Mouriño,Santiago Mouriño,Defensa,24,UY,14.0,90%,Sano,1.6,20.0,102,5.1,11,5,4.0,1.0,2.0,0.0,9.0,1.0,83,6.9,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,6,2
