Nombre,Precio_Fantastica,Equipo,Posicion,Puntos_PFSY
Thiago Fernánd..,7.0,Real Oviedo,Mediocampista,63
Thiago Pitarch,5.0,Real Madrid,Mediocampista,22
Thierry Correia,8.0,Valencia,Defensa,52
Thomas Partey,7.0,Villarreal,Mediocampista,65
Tommy Marqués,2.0,Barcelona,Defensa,2
Toni Fernández DE,3.0,Barcelona,Delantero,2
Toni Lato,5.0,Mallorca,Defensa,23
Torró,8.0,Osasuna,Mediocampista,96
Trejo,3.0,Rayo,Mediocampista,9
Trent,9.0,Real Madrid,Defensa,89
Tristán,1.0,Espanyol,Portero,0
Tsygankov,18.0,Girona,Delantero,178
Turrientes,8.0,Real Sociedad,Mediocampista,89
Tárrega,9.0,Valencia,Defensa,127
Ugrinic,9.0,Valencia,Mediocampista,105
Unai G.,6.0,Athletic,Mediocampista,45
Unai Lopez,10.0,Rayo,Mediocampista,128
Unai Simón,17.0,Athletic,Portero,206
Urko,8.0,Espanyol,Mediocampista,107
V Chust,8.0,Elche,Defensa,77
V Parada,8.0,Alavés,Defensa,74
V. Rosier,9.0,Osasuna,Defensa,131
Valdepeñas,0.5,Real Madrid,Defensa,0
Valentín Gómez,9.0,Betis,Defensa,96
Valjent,9.0,Mallorca,Defensa,140
Valverde,29.0,Real Madrid,Mediocampista,245
Van De Beek,3.0,Girona,Mediocampista,4
Vanat,11.0,Girona,Delantero,130
Vargas DE,17.0,Sevilla,Delantero,125
Vecino,3.0,Celta,Mediocampista,7
Vencedor,6.0,Levante,Mediocampista,38
Vesga,4.0,Athletic,Mediocampista,44
Vilaplana,1.0,Getafe,Defensa,0
Vini Jr.,29.0,Real Madrid,Delantero,268
Vitor Reis,12.0,Girona,Defensa,167
Vivian,9.0,Athletic,Defensa,124
Vlachodimos,11.0,Sevilla,Portero,153
Victor G.,8.0,Levante,Defensa,80
Víctor Muñoz D,15.0,Osasuna,Delantero,179
Wesley,3.0,Real Sociedad,Mediocampista,7
Williot,9.0,Celta,Mediocampista,119
Witsel,10.0,Girona,Mediocampista,143
Xanet Olaiz,1.0,Alavés,Defensa,0
Xavi Espart,4.0,Barcelona,Defensa,7
Y. Santiago,4.0,Elche,Mediocampista,20
Yassin T.,0.2,Getafe,Defensa,0
Yañez D,3.0,Real Madrid,Delantero,2
Yeray,6.0,Athletic,Defensa,23
Yoel Lago,6.0,Celta,Defensa,29
Youssef,8.0,Alavés,Defensa,70
Yuri,12.0,Athletic,Defensa,152
Zaid Romero,25.0,Getafe,Defensa,101
Zakharyan,4.0,Real Sociedad,Mediocampista,28
Zubeldia,9.0,Real Sociedad,Defensa,85
Á. Carreras,21.0,Real Madrid,Defensa,170
Á. Ortiz,5.0,Betis,Defensa,29
Á. Valles,23.0,Betis,Portero,180
Álex Balde,9.0,Barcelona,Defensa,115
Álex Sancris,6.0,Getafe,Delantero,40
Álex Sánchez,6.0,Elche,Mediocampista,6
Álvaro,9.0,Elche,Delantero,144
Álvaro DI,9.0,Elche,Delantero,144
Álvaro García,0.2,Alavés,Defensa,0
Álvaro García,13.0,Rayo,Mediocampista,157
Álvaro Núñez,12.0,Celta,Defensa,125
Ángel Pérez,9.0,Alavés,Delantero,70
Óscar Marcos D,0.35,Celta,Delantero,0
Óscar Valentín,9.0,Rayo,Mediocampista,120
Agudín,2.0,Real Oviedo,Delantero,3
Budimir,18.0,Osasuna,Delantero,204
Gudelj,9.0,Sevilla,Mediocampista,137
Ismael,4.0,Getafe,Defensa,13
Monreal,1.0,Athletic,Defensa,0
Álex Baena,13.0,Atlético,Mediocampista,128
