ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20407,2025/26,34,Girona,Blind,Desconocido,36,NL,80%,Sano,30,0,0,0,1,0,1.2,144,4.8,0,4,0
20407,2025/26,34,Girona,Gazzaniga,Portero,34,AR,95%,Sano,30,0,0,0,4,1,1.1,171,5.7,1,0,10
20407,2025/26,34,Girona,Tsygankov,Desconocido,28,UA,90%,Sano,27,6,4,0,2,0,1,163,6,3,9,4
20407,2025/26,34,Girona,Bryan Gil,Desconocido,25,ES,50%,Sano,25,0,3,0,4,0,1,99,4,3,0,2
20407,2025/26,34,Girona,Arnau,Desconocido,23,ES,90%,Sano,30,1,2,0,6,0,1.3,152,5.1,2,2,8
20407,2025/26,34,Girona,Roca,Desconocido,20,ES,50%,Sano,27,3,1,0,3,1,2,85,3.1,8,3,0
20407,2025/26,34,Girona,Beltrán,Desconocido,27,ES,50%,Sano,12,1,0,0,3,0,1,83,3.8,0,2,2
20407,2025/26,34,Girona,Vitor Reis,Desconocido,20,BR,95%,Sano,31,1,1,0,6,1,1.6,149,4.8,3,2,6
20407,2025/26,34,Girona,Ounahi,Desconocido,26,MA,90%,Sano,19,5,2,0,7,0,1.6,141,7.4,4,8,4
20407,2025/26,34,Girona,Witsel,Desconocido,37,BE,90%,Sano,27,1,2,0,3,1,1.9,132,4.9,5,2,4
20407,2025/26,34,Girona,Francés,Desconocido,23,ES,50%,Sano,20,0,2,0,1,1,2,67,3.4,10,0,6
20407,2025/26,34,Girona,Echeverri,Desconocido,20,AR,50%,Sano,12,1,1,0,3,0,1,42,3.5,1,3,3
20407,2025/26,34,Girona,Iván Martín,Desconocido,27,ES,50%,Sano,31,0,1,0,5,1,1.3,133,4.3,4,2,4
20407,2025/26,34,Girona,Rincón,Desconocido,23,ES,50%,Sano,30,1,1,0,4,0,1.4,80,2.7,2,1,0
20407,2025/26,34,Girona,Lemar,Desconocido,30,FR,50%,Sano,23,3,1,0,2,0,1.4,104,4.5,5,3,9
20407,2025/26,34,Girona,Stuani,Desconocido,39,UY,30%,Sano,16,3,0,0,3,0,1,41,2.6,1,2,2
20407,2025/26,34,Girona,David López,Desconocido,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
20407,2025/26,34,Girona,Rubén,Desconocido,30,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20407,2025/26,34,Girona,Lass,Desconocido,22,GN,0%,Sano,5,0,0,0,0,1,-1,0,0,0,0,0
20407,2025/26,34,Girona,Artero,Desconocido,23,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20407,2025/26,34,Girona,Krapyvtsov,Desconocido,20,UA,0%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
20407,2025/26,34,Girona,Vanat,Desconocido,24,UA,0%,Lesionado/Duda,27,9,1,0,4,0,-1,130,4.8,0,0,0
20407,2025/26,34,Girona,Ter Stegen,Desconocido,34,DE,0%,Lesionado/Duda,2,0,0,0,0,0,-1,12,6,0,0,0
20407,2025/26,34,Girona,Álex Moreno,Desconocido,32,ES,0%,Sano,27,0,3,0,5,0,1.4,98,3.6,-1,-1,2
20407,2025/26,34,Girona,Van de Beek,Desconocido,29,NL,0%,Lesionado/Duda,2,0,0,0,0,0,-1,4,2,0,0,0
20407,2025/26,34,Girona,Abel Ruiz,Desconocido,26,ES,0%,Lesionado/Duda,9,0,0,0,0,0,-1,18,2,0,0,2
20407,2025/26,34,Girona,Juan Carlos,Desconocido,38,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
20407,2025/26,34,Mallorca,Pablo Torre,Desconocido,23,ES,80%,Sano,30,3,3,0,3,0,1.7,113,3.8,5,3,15
20407,2025/26,34,Mallorca,Samú,Desconocido,25,PT,90%,Sano,30,6,2,0,9,0,2,140,4.7,5,10,11
20407,2025/26,34,Mallorca,Morlanes,Desconocido,27,ES,60%,Sano,27,2,0,0,4,1,1.2,96,3.6,2,4,7
20407,2025/26,34,Mallorca,Muriqi,Desconocido,32,XK,95%,Sano,32,21,1,0,3,1,1.5,200,6.3,0,2,15
20407,2025/26,34,Mallorca,Virgili,Desconocido,19,ES,60%,Sano,26,2,4,0,0,1,1.8,128,4.9,7,5,11
20407,2025/26,34,Mallorca,Darder,Desconocido,32,ES,80%,Sano,33,1,5,0,3,0,1.9,175,5.3,4,13,9
20407,2025/26,34,Mallorca,Valjent,Desconocido,30,SK,95%,Sano,32,0,0,0,6,0,1.5,119,3.7,4,7,0
20407,2025/26,34,Mallorca,Mascarell,Desconocido,33,GQ,70%,Sano,26,1,2,0,4,0,1,113,4.3,4,6,6
20407,2025/26,34,Mallorca,Leo Román,Portero,25,ES,95%,Sano,28,0,0,1,4,0,1.4,137,4.9,4,6,12
20407,2025/26,34,Mallorca,Mojica,Desconocido,33,CO,80%,Sano,32,0,3,0,5,0,1.4,111,3.5,2,4,7
20407,2025/26,34,Mallorca,Maffeo,Desconocido,28,AR,80%,Sano,27,1,1,0,9,0,1.1,109,4,1,4,9
20407,2025/26,34,Mallorca,David López,Desconocido,23,ES,45%,Sano,10,0,0,0,2,0,1,33,3.3,3,2,7
