Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,24,Girona FC,Getafe,1,Gazzaniga,Paulo Gazzaniga,G,5,2,6.8,90,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,10
24-25,24,Girona FC,Getafe,1,David López,David López,D,0,1,6.8,69,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9
24-25,24,Girona FC,Getafe,1,Blind,Daley Blind,D,2,2,7.0,90,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,13
24-25,24,Girona FC,Getafe,1,Krejcí,Ladislav Krejčí,D,2,2,6.4,90,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,12
24-25,24,Girona FC,Getafe,1,Miguel,Miguel Gutiérrez,M,1,0,6.8,90,0,0,1,4,0,0,4,1,0,0,0,0,0,0,0,0,0,13
24-25,24,Girona FC,Getafe,1,Arnau,Arnau Martínez,M,4,2,7.3,90,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,17
24-25,24,Girona FC,Getafe,1,Romeu,Oriol Romeu,M,2,1,6.4,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
24-25,24,Girona FC,Getafe,1,Tsygankov,Viktor Tsygankov,F,9,4,7.1,89,0,1,3,3,1,0,3,1,0,0,0,0,0,0,0,0,0,18
24-25,24,Girona FC,Getafe,1,Bryan Gil,Bryan Gil,F,2,1,6.9,78,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6
24-25,24,Girona FC,Getafe,1,Herrera,Yangel Herrera,M,7,2,6.8,73,1,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,15
24-25,24,Girona FC,Getafe,1,Stuani,Cristhian Stuani,F,1,0,6.6,78,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
24-25,24,Girona FC,Getafe,1,Portu,Portu,F,0,0,6.6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Girona FC,Getafe,1,Arthur,Arthur,M,4,2,7.0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Girona FC,Getafe,1,Iván Martín,Iván Martín,M,2,1,6.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Girona FC,Getafe,1,Asprilla,Yáser Asprilla,M,2,1,6.8,21,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,24,Girona FC,Getafe,1,Miovski,Bojan Miovski,F,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,24,Getafe,Girona FC,0,Soria,David Soria,G,3,1,7.1,90,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,13
24-25,24,Getafe,Girona FC,0,Bernat,Juan Bernat,M,2,0,6.5,61,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
24-25,24,Getafe,Girona FC,0,Diego Rico,Diego Rico,D,4,1,7.4,90,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,14
24-25,24,Getafe,Girona FC,0,Djené,Djené,D,1,0,6.5,90,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,9
24-25,24,Getafe,Girona FC,0,D. Duarte,Domingos Duarte,D,4,1,6.7,90,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,4
24-25,24,Getafe,Girona FC,0,Iglesias,Juan Iglesias,M,7,3,7.5,90,0,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,9
24-25,24,Getafe,Girona FC,0,Alderete,Omar Alderete,D,6,1,7.0,90,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,11
24-25,24,Getafe,Girona FC,0,Arambarri,Mauro Arambarri,M,4,1,7.0,77,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,5
24-25,24,Getafe,Girona FC,0,Terrats,Ramón Terrats,M,1,0,6.4,89,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,10
24-25,24,Getafe,Girona FC,0,Uche,Christantus Uche,F,9,2,7.4,89,1,0,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,15
24-25,24,Getafe,Girona FC,0,Juanmi,Juanmi,F,4,1,6.8,61,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,9
24-25,24,Getafe,Girona FC,0,Nyom,Allan Nyom,D,2,1,6.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Getafe,Girona FC,0,Carles Pérez,Carles Pérez,F,0,0,6.8,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Getafe,Girona FC,0,Yellu,Yellu Santiago,M,1,0,6.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,24,Getafe,Girona FC,0,Mayoral,Borja Mayoral,F,8,3,7.1,29,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6
24-25,24,Getafe,Girona FC,0,Yildirim,Bertuğ Yıldırım,F,1,0,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,24,Leganés,Deportivo Alavés,1,Dmitrovic,Marko Dmitrović,G,4,2,6.5,90,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,19
24-25,24,Leganés,Deportivo Alavés,1,Nastasic,Matija Nastasić,D,5,1,7.0,90,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,7
24-25,24,Leganés,Deportivo Alavés,1,Sergio,Sergio González,D,2,1,6.5,90,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
24-25,24,Leganés,Deportivo Alavés,1,Javi Hernández,Javier Hernández,D,2,0,5.9,85,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7
24-25,24,Leganés,Deportivo Alavés,1,Rosier,Valentin Rosier,D,7,3,7.3,90,0,1,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,14
24-25,24,Leganés,Deportivo Alavés,1,Brasanac,Darko Brašanac,M,-1,0,6.4,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
24-25,24,Leganés,Deportivo Alavés,1,Tapia,Renato Tapia,M,4,2,7.0,85,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7
24-25,24,Leganés,Deportivo Alavés,1,Cisse,Seydouba Cisse,M,-1,0,6.0,72,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,9
24-25,24,Leganés,Deportivo Alavés,1,Juan Cruz,Juan Cruz,M,0,0,6.1,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
24-25,24,Leganés,Deportivo Alavés,1,Raba,Dani Raba,M,13,4,8.0,90,2,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,20
24-25,24,Leganés,Deportivo Alavés,1,Diego García,Diego García,F,3,0,7.1,90,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,8
24-25,24,Leganés,Deportivo Alavés,1,Óscar,Óscar Rodríguez,M,2,1,6.7,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
24-25,24,Leganés,Deportivo Alavés,1,Chicco,Julián Chicco,M,1,0,6.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
