Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,18,Girona FC,Real Valladolid,1,Gazzaniga,Paulo Gazzaniga,G,8,2,6.9,90,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
24-25,18,Girona FC,Real Valladolid,1,David López,David López,D,17,4,8.5,90,1,0,0,0,1,0,8,4,0,0,0,0,0,0,0,0,0,3
24-25,18,Girona FC,Real Valladolid,1,Blind,Daley Blind,D,7,3,7.7,90,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,13
24-25,18,Girona FC,Real Valladolid,1,Krejcí,Ladislav Krejčí,D,8,2,7.0,90,0,0,2,0,0,0,8,2,0,0,0,0,0,0,0,0,0,7
24-25,18,Girona FC,Real Valladolid,1,Miguel,Miguel Gutiérrez,M,18,4,8.9,90,0,2,4,4,1,0,8,3,0,0,0,0,0,0,0,0,0,14
24-25,18,Girona FC,Real Valladolid,1,Arnau,Arnau Martínez,M,15,4,8.2,90,0,1,5,1,0,0,5,1,0,0,0,0,0,0,0,0,0,6
24-25,18,Girona FC,Real Valladolid,1,Van de Beek,Donny van de Beek,M,5,1,7.1,83,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
24-25,18,Girona FC,Real Valladolid,1,Bryan Gil,Bryan Gil,F,5,2,7.3,83,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,21
24-25,18,Girona FC,Real Valladolid,1,Iván Martín,Iván Martín,M,4,1,7.3,87,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12
24-25,18,Girona FC,Real Valladolid,1,Asprilla,Yáser Asprilla,F,6,3,7.6,71,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,15
24-25,18,Girona FC,Real Valladolid,1,Abel Ruiz,Abel Ruíz,F,8,2,7.2,72,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
24-25,18,Girona FC,Real Valladolid,1,Portu,Portu,F,1,0,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,18,Girona FC,Real Valladolid,1,Herrera,Yangel Herrera,M,2,1,6.5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,18,Girona FC,Real Valladolid,1,Solís,Jhon Solís,M,1,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,18,Girona FC,Real Valladolid,1,Stuani,Cristhian Stuani,F,2,1,6.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-25,18,Girona FC,Real Valladolid,1,Danjuma,Arnaut Danjuma,F,9,3,7.5,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,18,Real Valladolid,Girona FC,0,Hein,Karl Hein,G,5,2,6.8,90,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,13
24-25,18,Real Valladolid,Girona FC,0,Javi Sánchez,Javi Sánchez,D,2,0,6.7,90,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
24-25,18,Real Valladolid,Girona FC,0,Cömert,Eray Cömert,D,1,0,6.5,90,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5
24-25,18,Real Valladolid,Girona FC,0,Torres,David Torres,D,0,0,6.3,90,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,11
24-25,18,Real Valladolid,Girona FC,0,Rosa,Lucas Rosa,D,1,0,6.5,90,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,11
24-25,18,Real Valladolid,Girona FC,0,Juma Bah,Abdulay Juma Bah,D,0,0,6.8,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,9
24-25,18,Real Valladolid,Girona FC,0,Iván Sánchez,Iván Sánchez,M,0,0,6.7,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
