Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,16,Celta Vigo,Mallorca,1,Guaita,Vicente Guaita,G,14,4,7.8,90,0,0,0,0,0,0,12,1,4,0,0,0,0,0,0,0,0,5
24-25,16,Celta Vigo,Mallorca,1,M. Alonso,Marcos Alonso,D,11,3,7.5,90,0,0,1,0,0,0,8,6,0,0,0,0,0,0,0,0,0,7
24-25,16,Celta Vigo,Mallorca,1,Mingueza,Óscar Mingueza,M,7,3,7.0,90,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,17
24-25,16,Celta Vigo,Mallorca,1,Starfelt,Carl Starfelt,D,9,3,7.3,90,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3
24-25,16,Celta Vigo,Mallorca,1,Javi Rodríguez,Javi Rodríguez,D,7,2,7.3,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,11
24-25,16,Celta Vigo,Mallorca,1,Beltrán,Fran Beltrán,M,7,2,7.2,86,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,6
24-25,16,Celta Vigo,Mallorca,1,Moriba,Ilaix Moriba,M,12,4,7.9,90,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5
24-25,16,Celta Vigo,Mallorca,1,Hugo Álvarez,Hugo Álvarez,M,12,4,7.2,87,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,21
24-25,16,Celta Vigo,Mallorca,1,Swedberg,Williot Swedberg,F,5,1,6.7,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9
24-25,16,Celta Vigo,Mallorca,1,Fer López,Fer López,F,0,0,6.7,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
24-25,16,Celta Vigo,Mallorca,1,Iglesias,Borja Iglesias,F,3,1,6.7,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
24-25,16,Celta Vigo,Mallorca,1,Ristic,Mihailo Ristić,D,2,1,6.6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,16,Celta Vigo,Mallorca,1,De la Torre,Luca De La Torre,M,1,0,6.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,16,Celta Vigo,Mallorca,1,Alfon,Alfon González,F,2,1,6.9,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
24-25,16,Celta Vigo,Mallorca,1,Aspas,Iago Aspas,F,11,4,8.2,47,1,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,12
24-25,16,Celta Vigo,Mallorca,1,Douvikas,Anastasios Douvikas,F,6,2,6.5,25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
24-25,16,Mallorca,Celta Vigo,0,Greif,Dominik Greif,G,2,1,6.5,90,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,0,8
24-25,16,Mallorca,Celta Vigo,0,Raíllo,Antonio Raíllo,D,-1,0,6.3,78,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
24-25,16,Mallorca,Celta Vigo,0,Valjent,Martin Valjent,D,3,2,6.7,90,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,14
