Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,17,Real Valladolid,Valencia,1,Hein,Karl Hein,G,9,3,7.2,90,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,14
24-25,17,Real Valladolid,Valencia,1,Javi Sánchez,Javi Sánchez,D,9,2,7.6,90,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,5
24-25,17,Real Valladolid,Valencia,1,Luis Pérez,Luis Pérez,D,6,2,7.3,90,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,17
24-25,17,Real Valladolid,Valencia,1,Rosa,Lucas Rosa,D,8,2,7.3,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
24-25,17,Real Valladolid,Valencia,1,Juma Bah,Abdulay Juma Bah,D,0,0,8.2,90,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,9
24-25,17,Real Valladolid,Valencia,1,Iván Sánchez,Iván Sánchez,M,2,1,6.8,58,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
24-25,17,Real Valladolid,Valencia,1,Anuar,Anuar,M,13,4,7.7,90,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,7
24-25,17,Real Valladolid,Valencia,1,Kike Pérez,Kike Pérez,M,6,2,6.8,77,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,11
24-25,17,Real Valladolid,Valencia,1,Raul Moro,Raúl Moro,M,5,1,6.6,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
24-25,17,Real Valladolid,Valencia,1,Juric,Stanko Jurić,M,9,2,7.0,90,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,10
24-25,17,Real Valladolid,Valencia,1,Marcos André,Marcos André,F,8,2,7.0,71,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
24-25,17,Real Valladolid,Valencia,1,Meseguer,Víctor Meseguer,M,1,0,6.1,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
24-25,17,Real Valladolid,Valencia,1,Mario Martín,Mario Martín,M,4,1,6.7,32,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
24-25,17,Real Valladolid,Valencia,1,Machís,Darwin Machís,F,4,2,6.9,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
24-25,17,Real Valladolid,Valencia,1,Latasa 70',Juanmi Latasa,F,-2,0,5.1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24-25,17,Valencia,Real Valladolid,0,Dimitrievski,Stole Dimitrievski,G,3,1,6.4,90,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9
24-25,17,Valencia,Real Valladolid,0,Foulquier,Dimitri Foulquier,D,2,1,6.2,67,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,16
24-25,17,Valencia,Real Valladolid,0,Jesús Vázquez,Jesús Vázquez,D,0,0,6.2,45,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
24-25,17,Valencia,Real Valladolid,0,Mosquera,Cristhian Mosquera,D,3,1,6.0,80,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,9
24-25,17,Valencia,Real Valladolid,0,Tárrega,César Tárrega,D,7,2,7.3,90,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,5
24-25,17,Valencia,Real Valladolid,0,Pepelu,Pepelu,M,7,4,7.6,90,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,17
24-25,17,Valencia,Real Valladolid,0,Rioja,Luis Rioja,M,3,2,7.1,90,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,23
24-25,17,Valencia,Real Valladolid,0,Javi Guerra,Javier Guerra,M,3,2,6.7,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
24-25,17,Valencia,Real Valladolid,0,Fran Pérez,Fran Pérez,M,2,1,6.5,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
24-25,17,Valencia,Real Valladolid,0,Duro,Hugo Duro,F,4,2,7.2,90,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
