Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,32,Espanyol,Getafe,1,Joan Garcia,Joan García,G,13,4,8.0,90,0,0,0,0,0,0,11,1,4,0,0,0,0,0,0,0,0,9
24-25,32,Espanyol,Getafe,1,Cabrera,Leandro Cabrera,D,9,2,7.2,90,0,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,8
24-25,32,Espanyol,Getafe,1,Kumbulla,Marash Kumbulla,D,13,4,8.1,72,1,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,12
24-25,32,Espanyol,Getafe,1,El Hilali,Omar El Hilali,D,9,2,7.1,90,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,12
24-25,32,Espanyol,Getafe,1,Romero,Carlos Romero,D,9,3,7.8,90,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,0,0,15
24-25,32,Espanyol,Getafe,1,Edu Expósito,Edu Expósito,M,9,3,7.6,90,0,0,5,2,1,0,6,3,0,0,0,0,0,0,0,0,0,20
24-25,32,Espanyol,Getafe,1,Lozano,Pol Lozano,M,6,2,7.1,80,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,9
24-25,32,Espanyol,Getafe,1,Urko,Urko González,M,7,2,7.0,90,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9
24-25,32,Espanyol,Getafe,1,Jofre,Jofre Carreras,M,6,2,6.5,89,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,27
24-25,32,Espanyol,Getafe,1,Roca,Antoniu Roca,M,5,1,6.7,80,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10
24-25,32,Espanyol,Getafe,1,Roberto,Roberto Fernández,F,4,0,6.4,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
24-25,32,Espanyol,Getafe,1,Tejero,Álvaro Tejero,D,2,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Espanyol,Getafe,1,Calero,Fernando Calero,D,2,1,6.7,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Espanyol,Getafe,1,Pere Milla,Pere Milla,M,2,1,6.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Espanyol,Getafe,1,Kral,Alex Král,M,1,0,6.5,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
24-25,32,Espanyol,Getafe,1,Cheddira,Walid Cheddira,F,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Getafe,Espanyol,0,Soria,David Soria,G,4,2,6.7,90,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,10
24-25,32,Getafe,Espanyol,0,Djené,Djené,D,3,0,6.7,90,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,10
24-25,32,Getafe,Espanyol,0,D. Duarte,Domingos Duarte,D,8,2,7.3,90,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,8
24-25,32,Getafe,Espanyol,0,Iglesias,Juan Iglesias,D,3,1,6.8,82,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,12
24-25,32,Getafe,Espanyol,0,Alderete,Omar Alderete,D,6,1,6.5,90,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,16
24-25,32,Getafe,Espanyol,0,Arambarri,Mauro Arambarri,M,3,2,7.4,90,0,0,3,0,1,0,4,2,0,0,0,0,0,0,0,0,0,6
24-25,32,Getafe,Espanyol,0,Luis Milla,Luis Milla,M,4,2,6.7,90,0,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,21
24-25,32,Getafe,Espanyol,0,Terrats,Ramón Terrats,M,3,1,6.8,81,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,13
24-25,32,Getafe,Espanyol,0,Uche,Christantus Uche,M,-2,0,5.5,60,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,13
24-25,32,Getafe,Espanyol,0,Yildirim,Bertuğ Yıldırım,F,3,1,6.7,45,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,7
24-25,32,Getafe,Espanyol,0,Coba,Coba da Costa,M,2,1,6.6,72,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,13
24-25,32,Getafe,Espanyol,0,Bernat,Juan Bernat,D,1,0,6.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Getafe,Espanyol,0,Carles Pérez,Carles Pérez,F,1,0,6.4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,32,Getafe,Espanyol,0,Juanmi,Juanmi,F,2,1,6.6,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
24-25,32,Getafe,Espanyol,0,Mayoral,Borja Mayoral,F,2,1,6.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Getafe,Espanyol,0,Alvaro R. 45',Álvaro Rodriguez,F,3,1,6.7,36,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,9
24-25,32,Rayo Vallecano,Valencia,1,Batalla,Augusto Batalla,G,7,2,7.2,90,0,0,1,0,0,0,10,1,2,0,0,0,0,0,0,0,0,6
24-25,32,Rayo Vallecano,Valencia,1,Lejeune,Florian Lejeune,D,1,1,6.8,90,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,9
24-25,32,Rayo Vallecano,Valencia,1,Ratiu,Andrei Rațiu,D,7,3,6.8,90,0,0,3,1,0,0,10,2,0,0,0,0,0,0,0,0,0,23
24-25,32,Rayo Vallecano,Valencia,1,Pep Chavarría,Josep Chavarría,D,1,1,6.4,90,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,14
24-25,32,Rayo Vallecano,Valencia,1,Álvaro García,Álvaro García,M,2,1,6.9,90,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,20
24-25,32,Rayo Vallecano,Valencia,1,Gumbau,Gerard Gumbau,M,6,2,7.0,71,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10
24-25,32,Rayo Vallecano,Valencia,1,Pedro Díaz,Pedro Díaz,M,4,2,7.2,90,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10
24-25,32,Rayo Vallecano,Valencia,1,De Frutos,Jorge de Frutos,M,6,2,6.7,71,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11
24-25,32,Rayo Vallecano,Valencia,1,Valentín,Óscar Valentín,M,4,1,6.4,83,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Rayo Vallecano,Valencia,1,Pathé Ciss,Pathé Ismaël Ciss,D,3,1,6.6,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9
24-25,32,Rayo Vallecano,Valencia,1,Nteka,Randy Nteka,F,2,1,6.8,83,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,13
24-25,32,Rayo Vallecano,Valencia,1,Embarba,Adrián Embarba,F,2,1,6.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Rayo Vallecano,Valencia,1,Unai López,Unai López,M,2,1,6.6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24-25,32,Rayo Vallecano,Valencia,1,Isi,Isi Palazón,M,2,1,6.5,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,32,Rayo Vallecano,Valencia,1,Guardiola,Sergi Guardiola,F,2,1,6.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-25,32,Valencia,Rayo Vallecano,0,Mamardashvili,Giorgi Mamardashvili,G,7,2,7.0,90,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,8
24-25,32,Valencia,Rayo Vallecano,0,Gayà,José Luis Gayà,D,5,2,7.0,66,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,15
24-25,32,Valencia,Rayo Vallecano,0,Foulquier,Dimitri Foulquier,D,5,1,7.1,90,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6
24-25,32,Valencia,Rayo Vallecano,0,Mosquera,Cristhian Mosquera,D,5,1,6.6,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,7
24-25,32,Valencia,Rayo Vallecano,0,Tárrega,César Tárrega,D,5,1,6.9,90,0,0,0,0,0,0,2,14,0,0,0,0,0,0,1,0,0,5
24-25,32,Valencia,Rayo Vallecano,0,Rioja,Luis Rioja,M,1,0,6.4,55,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8
24-25,32,Valencia,Rayo Vallecano,0,Javi Guerra,Javier Guerra,M,4,1,6.7,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8
24-25,32,Valencia,Rayo Vallecano,0,Almeida,André Almeida,M,4,2,7.4,66,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,10
24-25,32,Valencia,Rayo Vallecano,0,Barrenechea,Enzo Barrenechea,M,4,2,7.0,74,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,11
24-25,32,Valencia,Rayo Vallecano,0,Duro,Hugo Duro,F,1,0,6.3,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
24-25,32,Valencia,Rayo Vallecano,0,Diego López,Diego López,F,7,3,7.3,90,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,10
24-25,32,Valencia,Rayo Vallecano,0,Jesús Vázquez,Jesús Vázquez,D,3,2,7.1,24,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
24-25,32,Valencia,Rayo Vallecano,0,Pepelu,Pepelu,M,2,1,6.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Valencia,Rayo Vallecano,0,Fran Pérez,Fran Pérez,M,5,2,6.8,35,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,7
24-25,32,Valencia,Rayo Vallecano,0,Rafa Mir,Rafa Mir,F,2,1,6.4,35,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Valencia,Rayo Vallecano,0,Sadiq,Umar Sadiq,F,7,2,7.3,24,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7
24-25,32,Barcelona,Celta Vigo,1,Szczesny,Wojciech Szczęsny,G,5,1,6.6,90,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,3
24-25,32,Barcelona,Celta Vigo,1,Íñigo,Iñigo Martínez,D,6,2,7.4,90,0,1,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,14
24-25,32,Barcelona,Celta Vigo,1,Koundé,Jules Koundé,D,0,0,6.6,90,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,15
24-25,32,Barcelona,Celta Vigo,1,Cubarsí,Pau Cubarsí,D,0,0,6.3,87,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3
24-25,32,Barcelona,Celta Vigo,1,Martín,Gerard Martín,D,-2,0,6.5,88,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,16
24-25,32,Barcelona,Celta Vigo,1,F. de Jong,Frenkie de Jong,M,5,2,7.6,90,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4
24-25,32,Barcelona,Celta Vigo,1,Pedri,Pedri,M,7,3,7.9,90,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,15
24-25,32,Barcelona,Celta Vigo,1,Fermín,Fermín López,M,2,1,6.9,59,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,7
24-25,32,Barcelona,Celta Vigo,1,Lewandowski,Robert Lewandowski,F,1,0,6.7,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
24-25,32,Barcelona,Celta Vigo,1,Raphinha,Raphinha,F,19,4,10.0,90,2,1,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,16
24-25,32,Barcelona,Celta Vigo,1,Ferran,Ferran Torres,F,6,2,7.5,59,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8
24-25,32,Barcelona,Celta Vigo,1,Eric García,Eric García,D,1,0,6.5,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24-25,32,Barcelona,Celta Vigo,1,Gavi,Pablo Gavi,M,2,1,6.6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,32,Barcelona,Celta Vigo,1,Olmo,Dani Olmo,M,10,2,7.6,31,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,4
24-25,32,Barcelona,Celta Vigo,1,Pau Víctor,Pau Víctor,F,2,1,6.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,32,Barcelona,Celta Vigo,1,Yamal,Lamine Yamal,F,9,3,7.3,31,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,32,Celta Vigo,Barcelona,0,Guaita,Vicente Guaita,G,0,0,6.1,90,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,8
24-25,32,Celta Vigo,Barcelona,0,M. Alonso,Marcos Alonso,D,4,1,6.7,90,0,0,0,1,0,0,14,7,0,0,0,0,0,0,0,0,0,11
24-25,32,Celta Vigo,Barcelona,0,Carreira,Sergio Carreira,D,5,1,6.7,90,0,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,10
24-25,32,Celta Vigo,Barcelona,0,Javi Rodríguez,Javi Rodríguez,D,-2,0,6.1,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10
24-25,32,Celta Vigo,Barcelona,0,Lago,Yoel Lago,D,3,1,6.4,90,0,1,1,0,0,0,2,8,0,0,0,1,0,0,0,0,0,2
24-25,32,Celta Vigo,Barcelona,0,Beltrán,Fran Beltrán,M,1,0,6.6,90,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
