Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,12,Deportivo Alavés,Mallorca,1,Sivera,Antonio Sivera,G,8,2,6.9,90,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,18
24-25,12,Deportivo Alavés,Mallorca,1,Abqar,Abdelkabir Abqar,D,5,1,6.8,90,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10
24-25,12,Deportivo Alavés,Mallorca,1,Manu Sánchez,Manuel Sánchez,D,5,2,6.8,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,16
24-25,12,Deportivo Alavés,Mallorca,1,Tenaglia,Nahuel Tenaglia,D,9,3,7.7,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,16
24-25,12,Deportivo Alavés,Mallorca,1,Pica,Adrián Pica,D,6,2,7.4,90,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,8
24-25,12,Deportivo Alavés,Mallorca,1,Guridi,Jon Guridi,M,12,3,7.2,80,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9
24-25,12,Deportivo Alavés,Mallorca,1,Blanco,Antonio Blanco,M,10,3,7.6,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,10
24-25,12,Deportivo Alavés,Mallorca,1,Protesoni,Carlos Benavídez,M,2,1,6.6,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,12,Deportivo Alavés,Mallorca,1,Rebbach,Abderrahman Rebbach,M,6,2,6.6,89,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,15
24-25,12,Deportivo Alavés,Mallorca,1,Carlos Vicente,Carlos Vicente,M,5,2,6.8,90,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,20
24-25,12,Deportivo Alavés,Mallorca,1,Kike García,Kike García,F,3,1,6.8,89,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10
24-25,12,Deportivo Alavés,Mallorca,1,Guevara,Ander Guevara,M,6,1,6.6,73,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9
24-25,12,Deportivo Alavés,Mallorca,1,Toni Martinez,Toni Martínez,F,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,12,Deportivo Alavés,Mallorca,1,Stoichkov,Stoichkov,F,4,2,6.9,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
24-25,12,Deportivo Alavés,Mallorca,1,Carlos Martín,Carlos Martín,F,2,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,12,Mallorca,Deportivo Alavés,0,Leo Román,Leo Román,G,6,3,7.2,90,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,13
24-25,12,Mallorca,Deportivo Alavés,0,Raíllo,Antonio Raíllo,D,5,1,6.9,90,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,9
24-25,12,Mallorca,Deportivo Alavés,0,Maffeo,Pablo Maffeo,D,1,1,6.6,90,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18
24-25,12,Mallorca,Deportivo Alavés,0,Lato,Toni Lato,D,3,1,6.5,90,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,16
